0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
12:40–12:50 CDR,????-1 ???-?2?  Separator Inspection,,,,,,,,,,,,,,,
12:40–15:40,"DINNER, daily food ration prep, pre-sleep",,,,,,,,,,,,,,,
15:40–23:40,SLEEP,,,,,,,,,,,,,,,
GMT,Crew,Activity/ODF or R/G,,,,,,,,,,,,,,
06:00 - 06:10,.,Morning station inspection,,,,,,,,,,,,,,
06:10 - 06:40,.,Post-sleep,,,,,,,,,,,,,,
06:40 - 07:30,.,Breakfast,,,,,,,,,,,,,,
07:30 - 07:45,.,Daily morning planning conference (Sband),,,,,,,,,,,,,,
07:45 - 08:45,FE-2,"Preparation of ? ? ?  (Toilet) VII?  ? ?  ""? ?? ? ? ?-31"" for a female/Reference ""? ?? ?-?? "" 205, item 9.3 ???????? . (use of) ? ? ? -?page.81-82",,,,,,,,,,,,,,
09:25 - 09:55,,Daily planning conference (Sband),,,,,,,,,,,,,,
10:00 - 11:30,FE-2,CMS-RED- OPERATIONS,,,,,,,,,,,,,,
10:30 - 11:30,CDR,Physical exercise Ergometer -2,,,,,,,,,,,,,,
11:00 - 12:00,FE-1,Physical exercise (TVIS)/ MEDICAL OPERATIONS: NOMINAL:CMS: TREADMILL VIBRATION ISOLATION SYSTEM: TVIS -EXERCISE,,,,,,,,,,,,,,
11:30 - 12:00,CDR,Physical exercise IRED,,,,,,,,,,,,,,
12:00 - 13:00,.,LUNCH,,,,,,,,,,,,,,
13:25 - 13:40,.,PMC,,,,,,,,,,,,,,
15:10 - 16:10,FE-2,Physical exercise TVIS / MEDICAL OPERATIONS: NOMINAL:CMS: TREADMILL VIBRATION ISOLATION SYSTEM: TVIS -EXERCISE,,,,,,,,,,,,,,
15:40 - 17:10,FE-1,CMS-RED- OPERATIONS,,,,,,,,,,,,,,
16:05 - 16:10,CDR,"Deletion of “Failure” indication -- Vozdukh ? ? ? ? -1, ? ? ? ? -2 TMparameters of Vozdukh system / radiogram 799",,,,,,,,,,,,,,
16:10 - 17:10,CDR,Physical exercise TVIS -2,,,,,,,,,,,,,,
17:39 - 17:49,.,"A/g TV conference ""Congratulations with KhSC 50th anniversaryradiogram 789",,,,,,,,,,,,,,
18:05 - 18:35,.,Review plan for the next day,,,,,,,,,,,,,,
19:05 - 19:20,.,Daily evening planning conference (VHF),,,,,,,,,,,,,,
19:30 - 20:00,.,DINNER,,,,,,,,,,,,,,
20:00 - 20:30,.,Daily food ration prep,,,,,,,,,,,,,,
20:30 - 21:30,.,Pre-sleep,,,,,,,,,,,,,,
21:30 - 06:00,.,SLEEP,,,,,,,,,,,,,,
GMT,Crew,Activity / ODF or R/G,,,,,,,,,,,,,,
23:40–01:10,,"Morning inspection, post-sleep, breakfast",,,,,,,,,,,,,,
01:10–01:40,,Daily planning conference,,,,,,,,,,,,,,
01:40–02:10,"CDR, FE-1",MSS2 umbilical mate in LAB / SMG: S&M: NOMINAL: Umbilical Mate: 1.310MSS-2 Rack Umbilical Mate,,,,,,,,,,,,,,
01:40–02:15,FE-2,MPLM loading/unloading ops,,,,,,,,,,,,,,
02:10–02:40,FE-1 INC-1,"PLASMA CRYSTAL-3: TV downlink / RODF ????? ? ?????, pg. 2-2, item 2.2,pages 2-5, 2-6, item 2.4",,,,,,,,,,,,,,
02:10–03:10,CDR,CBCS test (CBCS-LOOPBACK-TEST) / OCA_1964A,,,,,,,,,,,,,,
02:15–02:35,FE-1,MPLM loading/unloading ops,,,,,,,,,,,,,,
02:15–03:15,FE-2,"Prep for water sampling / INC2_US_SODF, Integrated Medical Group: Medops.Nominal: EHS: Potable Water Collection for Chemical and Microbiology in-Flightand post-Flight and Microbiology in-Flight Analysis-WMK/WS",,,,,,,,,,,,,,
02:35–03:35,FE-1,IMAX: lighting setup,,,,,,,,,,,,,,
03:10–06:40,CDR,MPLM loading/unloading ops,,,,,,,,,,,,,,
03:15–03:35,FE-2,"Collect condensate samples / INC2_USW_SODF, Integrated Medical Group:Medops. Nominal: EHS: Condensate Collection from SRV-K in Sample Bag",,,,,,,,,,,,,,
03:00–04:00,PLT INC-1,Physical exercise (TVIS),,,,,,,,,,,,,,
03:10–06:40,CDR,MPLM loading/unloading ops,,,,,,,,,,,,,,
03:35–06:35,"FE-2, FE-1",RWS external equipment assembly / Robotics group: Robotics: Nominal: RWSHardware Operations: RW CUP (LAB) External Equipment Assembly,,,,,,,,,,,,,,
04:00–05:00,FE-1 INC-1,Physical exercise (TVIS),,,,,,,,,,,,,,
05:30–05:50,PLT INC-1,"Recording of 24-hour ECG (end) / RODF MO Vo. 2, page 3-15, item 3.3.3",,,,,,,,,,,,,,
06:35–06:40,FE-1,Activation of RWS power supply,,,,,,,,,,,,,,
06:35–06:55,FE-2,"Collect condensate samples / INC2_US_SODF, Integrated Medical Group:Medops. Nominal: EHS: Condensate Collection from SRV-K in Sample Bag",,,,,,,,,,,,,,
06:40–07:40,"CDR, FE-1",LUNCH,,,,,,,,,,,,,,
06:55–07:55,FE-2,LUNCH,,,,,,,,,,,,,,
07:40–08:40,"CDR, FE-1",MPLM loading/unloading ops,,,,,,,,,,,,,,
08:10–08:20,FE-2,Inspect ????-1 separator,,,,,,,,,,,,,,
08:20–08:25,FE-2,"RWS checkout / INC2_US_SODF, Robotics group: Robotics: Nominal: RWSHardware Operations: RWS State Transitions: 6/126 Robotic Workstation CUP(LAB) Post-Ground Powerup Checks and PCS Configuration, item 1 only",,,,,,,,,,,,,,
08:25–08:30,FE-2,Test signal pathway to RWS monitor,,,,,,,,,,,,,,
08.42–09.12,,INCO-DATA-FILM (video downlink),,,,,,,,,,,,,,
09:12–10:55,CDR,ISS-1/ISS-2 handover,,,,,,,,,,,,,,
09:12–10:55,FE-2,ISS-1/ISS-2 handover,,,,,,,,,,,,,,
09:12–10:12,FE-1,MPLM loading/unloading ops,,,,,,,,,,,,,,
10:12–10:55,FE-1,ISS-1/ISS-2 handover,,,,,,,,,,,,,,
10:55–11:10,,HMS-PMC via OCA or A/G,,,,,,,,,,,,,,
11:10–13:25,FE-2,ISS-1/ISS-2 handover,,,,,,,,,,,,,,
11:10–11:37,CDR,,,,,,,,,,,,,,,
11:10–12:10,FE-1,,,,,,,,,,,,,,,
11:15–12:15,PLT INC-1,Physical exercise (TVIS),,,,,,,,,,,,,,
11:37–11:57,CDR,PAO event,,,,,,,,,,,,,,
11:57–13:22,CDR,ISS-1/ISS-2 handover,,,,,,,,,,,,,,
12:10–12:15,FE-1,IMAX3D call dawn,,,,,,,,,,,,,,
,GMT,,Crew,,Activity / ODF or R/G,,,,,,,,,,,
,23:40–01:05,,,,"Morning inspection, post-sleep, breakfast",,,,,,,,,,,
,01:05–01:20,,,,Daily planning conference,,,,,,,,,,,
,03:40–06:10,,,,ISS-1/ISS-2 handover,,,,,,,,,,,
,02:30-04:00,,FE-1 INCPLT(assist),,"LBNP ??=3:35 ODF MO, Vol 2 step 2.3, pp. 2-13 – 2-20",,,,,,,,,,,
,04:00-05:50,,PLTFE-1 INC(assist),,"LBNP ??=5:10 ODF MO, Vol 2 step 2.3, pp. 2-13 – 2-20",,,,,,,,,,,
,06:10-06:40,,,,INCO-DATA-FILM,,,,,,,,,,,
,06:40–07:40,,,,MEAL,,,,,,,,,,,
,07:40-08:40,,CDR,,ISS-1/ISS-2 handover/Transfer,,,,,,,,,,,
,08:40–09:00,,CDR,,Replacement of ???-? / ? ? ?  ?.4.1.6.4,,,,,,,,,,,
,07:40–09:50,,FE-1,,ISS-1/ISS-2 handover/Transfer,,,,,,,,,,,
,07:40-09:30,,FE-2,,ISS-1/ISS-2 handover/Transfer,,,,,,,,,,,
,09:00-09:50,,CDR,,ISS-1/ISS-2 handover/Transfer,,,,,,,,,,,
,09:30-09:50,,FE-2,,MPLM Egress Part 1 /Increment_2_US_SODF; Multi-purpose Logistics ModuleISS-5A.1: MPLM: Nominal; MPLM Egress; Steps 1-3,,,,,,,,,,,
,09:50-12:20,,"CDR, FE-1",,MPLM/Node 1 Vestibule Deoutfitting /Increment_2_US_SODF; Multi-purposeLogistics Module ISS-5A.1: MPLM: Nominal; Node 1 to MPLM VestibuleDeoutfitting; Steps 1-9 & 16,,,,,,,,,,,
,09:50-12:40,,FE-2,,ISS-1/ISS-2 handover/Transfer,,,,,,,,,,,
,10:30-11:30,,FE-1 INC,,TVIS physical exercise,,,,,,,,,,,
,11:30-12:30,,PLT,,TVIS physical exercise,,,,,,,,,,,
,12:20–12:40,,FE-1,,ISS-1/ISS-2 handover/Transfer,,,,,,,,,,,
,12:20–12:40,,CDR,,PAO event,,,,,,,,,,,
,12:40-12:55,,,,HMS-PMC via OCA or A/G,,,,,,,,,,,
,12:55-13:40,,,,ISS-1/ISS-2 handover/Transfer,,,,,,,,,,,
,13:40–15:40,,,,"DINNER, daily food ration prep, pre-sleep",,,,,,,,,,,
,15:40–23:40,,,,SLEEP,,,,,,,,,,,
GMT  03/21/01,,,,,,,,,,,,,,,,
DAY/NIGHT,,,,,,,,,,,,,,,,
ORBIT,,1336,,1337,,1338,,1339,,,,1340,,1341,,
I DAILY ORBIT,,5,,6,,7,,8,,,,9,,10,,
S ECS,,,,,,,,,,,,,,,,
S TDRS KU,,,,,,,,,,,,,,,,
S-BD,,,,,,,,,,,,,,,,
M,,,,,,,,,,,,,,,,
C,,,,,,,,,,,,,,,,
C,,,,,,,,,,,,,,,,
,DJS,,WHS,,DFR,,DFR,,,,DFR,,,DFR,,
,SHK,,WLP,,WHS,,WHS,,,,WHS,,,WHS,,
I,SPB,,,,WLP,,WLP,,,,WLP,,,WLP,,
S BAIGND,,,,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,
TEAISS ATTITUDE,,,,,,,,,,,,,,,,
ISS POWER,,,,,,,,,,,,,,,,
,,,,,,,,,,,EXERCISE,,,,,
USACHEV,POSTSLEEP,,♠ φ • ∇,BREAKFAST,◊ DPC,ТКГ-РОДНИК-ОБЖАТИЕ1,,,EXERCISE VELO,,,,MIDDAY-MEAL,∗,,
,,,,,,,,,,,IRED,,,,,
I,,,,,,,,,,,,,,,,
S VOSS,♣,⊕,♦  ♥ ∆,BREAKFAST,♠ DPC INV/STOW-IMS-OPS,,• CMS-RED-OPS,,,INV/STOW-IMS-OPS,,,MIDDAY-MEAL,∇ φ,,
S,,,,,,,,,,,,,,,,
HELMS,POSTSLEEP,◊,∗ ♣,BREAKFAST,⊕ DPC KU-FWD-RCV-INSTL,,EXERCISE VELO,,,♦ INV/STOW-IMS-OPS,,,MIDDAY-MEAL,,,
E EXE-PKG U/L,EXE-PKG U/L,,,,,,,,,,,,,,,
C,,,,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,,,,,
S -ARS-MCA ZERO-CAL,,ARS-MCA ZERO-CAL,,,,,,,,,,,,,,
B APS 1(2)-A&C,,,,,APS 1(2)-A&C,,,,,,,,,,,
D PEHG-A&C,,,,,PEHG-A&C,,,,,,,,,,,
KUBD-A&C,,,,,,,,,,,,,,KUBD-A&C,,
P,,,,,,,,,,,,,,,,
L,,,,,,,,,,,,,,,,
R,,,,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,
,♣POSTSLEEP,,♠ПЗЭ-MO-8 •СОГС-ВОЗДУХ-АВК-MNT,,◊PREP-WORK,,•CMS-RED-INSPCT,,,♦EHS-GSC-OPS,,,,∗Xfer Ops-IMS-,,
,,,φПЗЭ-MO-7 ∇ПЗЭ-МО-10,,♠PREP-WORK,,,,,,,,,φINV/STOW-IM,,
,,⊕ПЗЭ-MO-8-INSTL,♥ПЗЭ-MO-8-STOW,,⊕PREP-WORK,,,,,,,,,∇EHS-TEPC-CALL-D,,
,,,♦ПЗЭ-MO-7 ∆ПЗЭ-МО-10,,,,,,,,,,,Xfer Ops-IMS,,
,,◊ПЗЭ-MO-7,ПЗЭ-MO-8,,,,,,,,,,,,,
NOTES:,,,∗ПЗЭ-MO-8 ♣ПЗЭ-МО-10,,,,,,,,,,,,,
,,,,,21MAR-1,,,,,,,,,,,
GMT  03/23/01,,,,,,,,,,,,,,,,
DAY/NIGHT,,,,,,,,,,,,,,,,
ORBIT,1367,,1368,,1369,,1370,,,1371,,1372,,,,
I DAILY ORBIT,6,,7,,8,,9,,,10,,11,,,,
S KU,,,,,,,,,,,,,,,,
S TDRS S-BD,,,,,,,,,,,,,,,,
ECS,,,,,,,,,,,,,,,,
M,,,,,,,,,,,,,,,,
C,,,,,,,,,,,,,,,,
C,,,,,,,,,,,,,,,,
,,DFR,,DFR,,DFR,,,DFR,,,DFR,,,,
,,WHS,,WHS,,WHS,,,WHS,,,WHS,,,,
I,,WLP,,WLP,,WLP,,,WLP,,,WLP,,,,
S GND,,,,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,
+ZLV +XVV TEAISS ATTITUDE,,,,,,,,,,,,,,,,
ISS POWER,,,,,,,,,,,,,,,,
USACHEV,POSTSLEEP,,PREP-WORK DPC,СГО-АСУ-ШЛАНГ-RPLC,,EXERCISE IRED,,,◊,MIDDAY-MEAL,,СТТС-MTN,,,,
I,,,,,,,,,,,,BONNER,,,,
S VOSS,POSTSLEEP,,PREP-WORK DPC,∗ VTR-LAB1P5-INSTALL,,VTR-LAB1S5-INSTALL,,,BONNER BALL S/U-ACT,MIDDAY-MEAL,,BALL,,,,
S,,,,,,,,,,,,S/U-ACT,,,,
HELMS,POSTSLEEP,,PREP-WORK DPC,♣ ⊕ VTR-LAB1P5-INSTALL,,VTR-LAB1S5-INSTALL,,,EXERCISE,MIDDAY-MEAL,,СТТС-MTN,,,,
E EXE-PKG U/L,,EXE-PKG U/L,,,,,,,,,,,,,,
C,,,,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,,,,,
-S ARS-MCA ZERO-CAL,,ARS-MCA ZERO-CAL,,,,,,,,,,,,,,
B,,,,,,,,,,,,,,,,
D,,,,,,,,,,,,,,,,
P,,,,,,,,,,,,,,,,
L,,,,,,,,,,,,,,,,
R,,,,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,
,,,,∗VTR-INSTALL-S/U,,,,,◊СОГС-БМП-Ф1-MNT-END,,,,,,,
,,,,♣VTR-INSTALL-S/U,,,,,,,,,,,,
,,,,⊕GRND-WIRE-DISCONNECT,,,,,,,,,,,,
NOTES:,,,,,,,,,,,,,,,,
,,,,23MAR-1,,,,,,,,,,,,
GMT,Crew,,Activity / ODF or R/G,,,,,,,,,,,,,
06:00-06:10,,Morning inspection,,,,,,,,,,,,,,
06:10-06:40,,Post-sleep,,,,,,,,,,,,,,
06:40-07:30,,BREAKFAST,,,,,,,,,,,,,,
07:35-07:50,,Daily Planning Conference,,,,,,,,,,,,,,
10:00-11:30,FE-1,CMS-RED-OPERATIONS,,,,,,,,,,,,,,
11:00-12:00,FE-2,PHYSICAL EXERCISE (VELOERGOMETER),,,,,,,,,,,,,,
11:33-11:38,CDR,Downlink of ? ? ?  data,,,,,,,,,,,,,,
11:38-11:43,CDR,Downlink of ? ?  counter data,,,,,,,,,,,,,,
12:00-13:00,,LUNCH,,,,,,,,,,,,,,
13:30-13:40,FE-1,Bonner Ball test,,,,,,,,,,,,,,
14:40-14:55,FE-2,PRIVATE FAMILY CONFERENCE,,,,,,,,,,,,,,
15:00-16:30,FE-2,CMS-RED-OPERATIONS,,,,,,,,,,,,,,
15:54-16:09,CDR,PRIVATE FAMILY CONFERENCE,,,,,,,,,,,,,,
17:00-18:00,FE-1,PHYSICAL EXERCISE (VELOERGOMETER),,,,,,,,,,,,,,
18:45-19:13,,Review plan for the next day,,,,,,,,,,,,,,
19:13-19:28,,Daily planning conference (evening),,,,,,,,,,,,,,
19:30-20:00,,Dinner,,,,,,,,,,,,,,
20:00-20:30,,Daily food ration prep,,,,,,,,,,,,,,
20:30-21:30,,Pre-sleep,,,,,,,,,,,,,,
21:30-06:00,,SLEEP,,,,,,,,,,,,,,
GMT,Crew,Activity / ODF or R/G,,,,,,,,,,,,,,
23:40–01:10,,"Morning inspection, post-sleep, breakfast",,,,,,,,,,,,,,
01:10–01:40,,Daily planning conference,,,,,,,,,,,,,,
01:40–06:45,FE-2,MPLM loading/unloading ops,,,,,,,,,,,,,,
01:40–06:45,"CDR, FE-1",MPLM loading/unloading ops,,,,,,,,,,,,,,
03:40–05:00,FE-1 INCPLT INC(assist),Final day LBNP??=04.30? start = 03.58?/? ? ?  ??.2 ?.2.3.??? 2-13 – 2-20,,,,,,,,,,,,,,
05:00–06:30,PLT INCFE-1 INC(assist),Final day LBNP??=06:06?/? ? ?  ??.2 ?.2.3.??? 2-13 – 2-20,,,,,,,,,,,,,,
06:45–07:10,,ISS-1/ISS-2 handover,,,,,,,,,,,,,,
07:10–08:10,,MEAL,,,,,,,,,,,,,,
08:10–08:35,,STS/ISS crew photo,,,,,,,,,,,,,,
08:35–09:15,,STS/ISS crew PAO conference,,,,,,,,,,,,,,
09:15–09:30,,HMS-PMC (via OCA or A/G),,,,,,,,,,,,,,
09:30–09:50,FE-2,MPLM egress part 1/ INC2-US-ODF;Multi-Purpose Logistics Module:MPLM:Nominal; MPLM EGRESS steps 1-3,,,,,,,,,,,,,,
09:30–10:30,PLT INC,TVIS physical exercise,,,,,,,,,,,,,,
09:50–12:20,"CDR, FE-1","Removal of jumpers and installation of CBM in MPLM/Node1 vestibule – Part 1 /INC2-US-ODF;Multi-Purpose Logistics Module :MPLM:Nominal NODE1 to MPLMVestibule Deoutfitting Steps 1-9, & 16.",,,,,,,,,,,,,,
10:05–13:10,FE-2,ISS-1/ISS-2 handover,,,,,,,,,,,,,,
10:30–11:30,FE-2 INC,TVIS physical exercise,,,,,,,,,,,,,,
12:20–13:10,CDR,ISS-1/ISS-2 handover,,,,,,,,,,,,,,
12:20–12:45,FE-1,Cargo transfer conference,,,,,,,,,,,,,,
12:45–13:10,FE-1,ISS-1/ISS-2 handover,,,,,,,,,,,,,,
13:10–13:40,,Post-transfer cleanup,,,,,,,,,,,,,,
13:40–15:40,,"DINNER, daily food ration prep, pre-sleep",,,,,,,,,,,,,,
15:40–23:40,,SLEEP,,,,,,,,,,,,,,
GMT,Crew,Activity / ODF or R/G,,,,,,,,,,,,,,
00:00–00:10,,Morning inspection,,,,,,,,,,,,,,
00:10–00:40,,Post-sleep,,,,,,,,,,,,,,
00:40–01:30,,BREAKFAST,,,,,,,,,,,,,,
01:30–02:00,,Work prep,,,,,,,,,,,,,,
02:00–02:45,FE-1 INC-1,"Collect air samples using ??-1?  sampler / ? ? ??  ? ?  item 11.2, pg. 11-3+r/g 748",,,,,,,,,,,,,,
02:15–02:45,CDR INC-1,Deactivate and isolate ?? ?3 / ECG: ECLSS: INGRESS/EGRESS: 2.804PMA3 Egress and Isolation steps 6.4-7.14 + OCA_1622 step 8,,,,,,,,,,,,,,
02:15–02:35,PLT INC-1,Prep for PMA2 leak check / ECG: ECLSS: Nominal: 2.806 PMA Prep forDocking,,,,,,,,,,,,,,
02:45–02:50,CDR INC-1,Install cover on NODE1 STBD PRV,,,,,,,,,,,,,,
02:50–03:50,PLT INC-1,Physical exercise (TVIS),,,,,,,,,,,,,,
03:00–03:10,CDR INC-1,"Maintain ISS/STS comm / ??? page 2-8, item 2.6.1",,,,,,,,,,,,,,
03:00–03:30,FE-1 INC-1,IMAX: film loading,,,,,,,,,,,,,,
03:20–04:50,CDR INC-1,Physical exercise (IRED),,,,,,,,,,,,,,
03:50–04:50,FE-1 INC-1,Physical exercise (TVIS),,,,,,,,,,,,,,
04:20–04:50,PLT INC-1,IMAX: filming,,,,,,,,,,,,,,
04:50–05:35,FE-1 INC-1,Prep and videotape ISS/STS-102 docking,,,,,,,,,,,,,,
05:05–05:35,CDR INC-1,ACS-PMA2-ARVL-RECONFIG / Joint Ops ISS-5A.1: Arrival: PMA2 Arrival(Post CCS),,,,,,,,,,,,,,
05:35–06:10,"CDR, FE-1 INC-1",LUNCH,,,,,,,,,,,,,,
05:55–06:30,PLT INC-1,Leak check,,,,,,,,,,,,,,
06:10–07:40,CDR INC-1,Leak check and ISS/STS hatch opening / Joint Ops ISS-5A.1: IngressStation: Hatch Opening & Shuttle/ISS Duct Installation,,,,,,,,,,,,,,
06:30–07:10,PLT INC-1,LUNCH,,,,,,,,,,,,,,
07:25–07:40,FE-1 INC-1,Downlink video of ISS/STS docking,,,,,,,,,,,,,,
07:40–07:45,FE-1 INC-1,"Collect air samples using ??-1?  sampler prior to duct installation / ? ? ??? ?  item 11.2, pg. 11-3 +r/g 748",,,,,,,,,,,,,,
07:40–07:55,,Crew greeting,,,,,,,,,,,,,,
07:55–08:20,,Safety briefing,,,,,,,,,,,,,,
08:20–08:35,CDR INC-1,Transfer PAO videotape from ISS to STS,,,,,,,,,,,,,,
08:20–10:10,FE-1 INC-1,Prep for FD03 cargo transfer,,,,,,,,,,,,,,
08:20–10:35,"CDR, PLT INC-1","Transfer of the ????  assembly. Spacesuit checkout / ? ???????? ?? ?? ?????? , page 137, item 18 +r/g 752",,,,,,,,,,,,,,
08:50–10:10,CDR INC-1,Prep for FD03 cargo transfer,,,,,,,,,,,,,,
10:10–10:30,FE-1 INC-1,Transfer IMAX film,,,,,,,,,,,,,,
10:10–10:35,CDR INC-1,Cargo transfer conference,,,,,,,,,,,,,,
10:35–10:55,CDR,"Spacesuit and gloves dryout / ? ???????? ? ? ?? ?????? , page 71, item7.10",,,,,,,,,,,,,,
10:35–12:00,CDR INC-1,Physical exercise (TVIS),,,,,,,,,,,,,,
10:30–11:00,FE-1 INC-1,Hatch closing,,,,,,,,,,,,,,
11:00–12:00,FE-1 INC-1,Physical exercise (TVIS-2),,,,,,,,,,,,,,
GMT,Crew,Activity / ODF or R/G,,,,,,,,,,,,,,
06:00–06:10,,Morning inspection,,,,,,,,,,,,,,
06:10–06:40,"CDR, PLT",Post-sleep,,,,,,,,,,,,,,
06:10–06:25,FE-1,PLASMA CRYSTAL-3: payload prep / r/g 729,,,,,,,,,,,,,,
06:25–06:40,FE-1,Post sleep,,,,,,,,,,,,,,
06:40–07:30,,BREAKFAST,,,,,,,,,,,,,,
07:30–08:00,FE-1,"Kentavr fitting / MO Vol. 1, item 5.8, pages 5-31 trough 5-34",,,,,,,,,,,,,,
07:30–07:50,"CDR, PLT",Work prep,,,,,,,,,,,,,,
07:50–08:20,"CDR, PLT","Kentavr fitting / MO Vol. 1, item 5.8, pages 5-31 trough 5-34",,,,,,,,,,,,,,
08:00–08:55,FE-1,"PLASMA CRYSTAL-3: ??? & computer ops, experiment startup / r/g 729",,,,,,,,,,,,,,
08:20–10:00,CDR,Pack for return,,,,,,,,,,,,,,
08:55–09:25,PLT,PLASMA CRYSTAL-3: payload photography / r/g 729,,,,,,,,,,,,,,
08:55–10:20,FE-1,PLASMA CRYSTAL-3: payload ops / r/g 729,,,,,,,,,,,,,,
10:00–10:30,CDR,Periodic inspection of RED / IMG: ISS MEDICAL OPERATIONS: NOMINAL: CMS:Resistive Exercise Device (RED) - Periodic Inspection /? ? ? _1783? ?.3,,,,,,,,,,,,,,
10:20–10:40,FE-1,PLASMA CRYSTAL-3: finishing ops / r/g 729,,,,,,,,,,,,,,
10:20–11:20,PLT,Physical exercise (TVIS-3),,,,,,,,,,,,,,
10:30–10:45,CDR,Tightening of RED bolts,,,,,,,,,,,,,,
10:45–12:05,CDR,Physical exercise (IRED),,,,,,,,,,,,,,
11:20–12:20,FE-1,Physical exercise (TVIS-3),,,,,,,,,,,,,,
11:20–12:20,PLT,Installation of ? ?  on ? ??1 / r/g 735,,,,,,,,,,,,,,
12:20–13:50,,LUNCH,,,,,,,,,,,,,,
13:50–14:30,FE-1,"PLASMA CRYSTAL-3: copying data from hard drive, stowage / r/g 729",,,,,,,,,,,,,,
13:50–14:43,CDR,Installation of ZSR containers,,,,,,,,,,,,,,
13:50–16:20,PLT,Installation of ? ?  on ? ??1 / r/g 735,,,,,,,,,,,,,,
14:43–15:06,CDR,"HAM School Contact. Conference with school students from Phoenix, AR /? ? ? _1796",,,,,,,,,,,,,,
15:00–15:20,FE-1,"On GO from MCC: Pump O2 from Progress ? ? ? ? into the ISS / ? ? ??  ? ?item 3.7, pages 3-2, 3-3",,,,,,,,,,,,,,
15.06–16.20,CDR,Installation of ZSR containers,,,,,,,,,,,,,,
15:20–16:20,FE-1,Physical exercise (TVIS-3),,,,,,,,,,,,,,
16:20–17:20,"FE-1, PLT","Review 5?.1 flight plan / ? ? ? _1715, 1716",,,,,,,,,,,,,,
16:20–17.20,CDR,Physical exercise (TVIS),,,,,,,,,,,,,,
17:20–18:20,PLT,Physical exercise (TVIS-3),,,,,,,,,,,,,,
18:20–18:50,,Report prep,,,,,,,,,,,,,,
18:50–19:20,,Review plan for the next day,,,,,,,,,,,,,,
19:20–19:50,,DINNER,,,,,,,,,,,,,,
19:50–20:00,,Daily planning conference (evening),,,,,,,,,,,,,,
20:00–20:30,,Daily food ration prep,,,,,,,,,,,,,,
20:30–21:30,,Pre-sleep,,,,,,,,,,,,,,
21:30–06:00,,SLEEP,,,,,,,,,,,,,,
CT  03/28/01 03/28,,,,01,,02,,03,04,,,05,06,07,,08
,,06,,07,,08,,09,1 0,,,11,12,13,,14
GMT  03/28/01,,,,,,,,,,,,,,,,
DAY/NIGHT,,,,,,,,,,,,,,,,
ORBIT,,,1445,,1446,,,1447,,,1448,,1449,,1450,
I DAILY ORBIT,,,7,,8,,,9,,,10,,11,,12,
S KU,,,,,,,,,,,,,,,,
S TDRS S-BD,,,,,,,,,,,,,,,,
ECS,,,,,,,,,,,,,,,,
M KU-BD-MCOR-A&C,,,,,,,,,,,,KU-BD-MCOR-A&C,,,,
C ECS-LAB H20 VENT-TST,,,,,,,,,,,,,,,,ECS-LAB H
C,,,,,,,,,,,,,,,,
I,,,,,,,,,,,,,,,,
S GND,,,,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,
ISS ATTITUDE,,,,,,,,,,,,,,,,
ISS POWER,,,,,,,,,,,,,,,,
USACHEV,,,,POSTSLEEP,PREP-WORK DPC,,,С-КУРС-FOTO,,,,EXERCISE RED,,MIDDAY-MEAL,СБИ-Т282-R&R,
I,,,,,,TORSO,,,,,,,,,,
,,,,,,,,,,,,,,,ECS-LAB H20,
S VOSS,,,,POSTSLEEP,PREP-WORK DPC,SETUP,,DOSMAP S/U-ACT PT1B,,,♥,,,MIDDAY-MEAL,,
,,,,,,,,,,,,,,,VENT-TST,
S,,,,,,PART 1,,,,,,,,,,
HELMS,,,,POSTSLEEP,PREP-WORK DPC,,,KU-BD-MCOR-INSTL,,,∆,EXERCISE,,MIDDAY-MEAL,S&M-FASTENER-R&R,
E OCA-MAIL-SYNC,,,,,,,,,,,,,,,,OCA-MAIL-
C,,,,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,
Y,,,,,,,,,,,,,,,,
S- KU-BD-MCOR-A&C,,,,,,,,,,,,KU-BD-MCOR-A&C,,,,
B ECS-LAB H20 VENT-TST,,,,,,,,,,,,,,,,ECS-LAB H
D,,,,,,,,,,,,,,,,
P BONNER BALL CLCT,,,,,,,,,,,,,,,,BONNER BA
L DOSMAP DATA CLCT,,,,,,,,,,,,,,,,DOSMAP DA
R,,,,,,,,,,,,,,,,
S,,,,,,,,,,,,,,,,
,,,,,,,,,,SCOPEMETR-TST,,,,,,
,,,,,,,,,,,♥HRF-1-RACK-UMB-MATE,,,,,
,,,,,,,,,,,∆HRF-1-RACK-UMB-MATE,,,,,
NOTES:,,,,,,,,,,,,,,,,
,,,,,,28MAR-1,,,,,,,STP,,,
GMT Crew,,Activity / ODF or R/G,,,,,,,,,,,,,,
