0,1,2,3,4,5,6,7,8,9,10,11,12
09:55–10:35,FE-2,"HRF Interactions Experiment / NTXN-Interactions: Nominals:HRF InteractionsExperiment Operations / (Perform steps 1.2 - 7. When completed, do notdisconnect HRF-PC from UOP unless directed per OSTP)",,,,,,,,,,
10:35–11:50,FE-2,Sound level meter ops / MEDICAL OPERATIONS: NOMINAL: EHS: SOUNDLEVEL METER: SLM - OPERATION /(step 1-26);(step 1-26),,,,,,,,,,
11:15–11:35,CDR,"???-4 ?????? : photo ops / r/g 834, 865 / r/g",,,,,,,,,,
11:40–11:50,CDR,"Charge camcorder battery / RODF ???  ?? , page 2-2, item 2.2",,,,,,,,,,
11:50–12:50,,LUNCH,,,,,,,,,,
12:50–13:00,CDR,PRIVATE MEDICAL CONFERENCE,,,,,,,,,,
12:50–13:20,"FE-1, FE-2",Acoustic dosimeter ops / ISS MEDICAL OPERATIONS: MED OPS: NOMINAL:EHS: Acoustic - Dosimeter Operations,,,,,,,,,,
13:00–13:40,CDR,"HRF Interactions Experiment: data collection / NTXN-Interactions:Nominals:HRF Interactions Experiment Operations /(Perform steps 1.2-7. Whencompleted, do not disconnect HRF-PC from UOP unless directed per OSTP)",,,,,,,,,,
13:20–13:40,FE-2,SSAS deactivation /IMG:ISS MEDICAL,"Test ? ?051 gas analyzer using ???? and ? ?3 /RODF ? ? ??  ? ? , item 10.6, pages 10-6 - 10-8",,,,,,,,,
16:15–17:45,FE-2,Physical exercise (USOS plan),,,,,,,,,,
16:20–17:20,CDR,Physical exercise (cycle),,,,,,,,,,
16:45–17:35,FE-1,"HRF Interactions Experiment: data backup / NTXN-Interactions: Nominals:HRFInteractions Experiment Operations / (Perform steps 1.2-7. When completed, donot disconnect HRF-PC from UOP unless directed per OSTP)",,,,,,,,,,
17:32–17:37,CDR,Troubleshooting ???4?3,,,,,,,,,,
17:35–18:35,FE-1,Physical exercise (USOS plan),,,,,,,,,,
17:45–18:00,FE-2,Sound level meter data transfer / IMG: ISS MEDICAL OPERATIONS: NOMINAL:EHS: SOUND LEVEL METER (SLM) - TRANSFER,,,,,,,,,,
17:45–18:45,CDR,Physical exercise (RED),,,,,,,,,,
18:00–18:10,FE-2,PRIVATE MEDICAL CONFERENCE,,,,,,,,,,
18:15–18:45,FE-2,Work prep,,,,,,,,,,
18:35–18:45,FE-1,PRIVATE MEDICAL CONFERENCE,,,,,,,,,,
18:45–19:15,,Review plan for the next day,,,,,,,,,,
19:15–19:30,,Daily planning conference (evening),,,,,,,,,,
19:30–20:00,,DINNER,,,,,,,,,,
20:00–20:30,,Daily food ration prep,,,,,,,,,,
20:30–21:30,,Personal hygiene,,,,,,,,,,
21:30–06:00,,SLEEP,,,,,,,,,,
Time,Crew,Activity /  ODF or Radiogram,,,,,,,,,,
06:00 - 06:10,,Morning inspection of station,,,,,,,,,,
06:10 - 06:40,,POST-SLEEP,,,,,,,,,,
06:40 - 07:30,,BREAKFAST,,,,,,,,,,
07:30 - 08:00,"FE-1,FE-2",Preparation for activities,,,,,,,,,,
07:30 - 08:10,CDR,"ECLSS Maintenance per additional instructions  (see Comments 1,2)",,,,,,,,,,
08:00 - 08:15,,Daily AM Planning Conference,,,,,,,,,,
08:15 - 09:45,FE-2,Replacement of ? ?  ? ? ?  ? ? ? ? -2?/ Radiogram  902,,,,,,,,,,
08:15 - 09:45,CDR,Setup of Interface expansion unit (???? ???? ??? ???? ?????? ????? ? ? ? ) /Radiogram 895,,,,,,,,,,
09:00 - 10:00,FE-1,Exercise on ? .?  per USOS (? ? ) program,,,,,,,,,,
09:45 - 09:55,CDR,Charging batteries of Camcorder / SM Vid (???  ?? ) pg.2-2 p.2.2,,,,,,,,,,
09:55 - 10:15,CDR,"? ? ? -4 ""? ??? ? ? "". Filming / Radiogram 865",,,,,,,,,,
10:00 - 11:00,FE-1,Replacement of  ?? ?  ? ? ? ? -2?/ Radiogram 902,,,,,,,,,,
10:15 - 11:45,CDR,Exercise on ? .? .,,,,,,,,,,
10:15 - 11:15,FE-2,Exercise on ? .? .,,,,,,,,,,
11:15 - 11:30,FE-1,Inspect Lab Portable Fire Extinguisher / ECG: ECLSS: Nominal: FDS:2.403 Portable Fire Extinguisher (PFE) Inspect LAB Fire extinguisher;,,,,,,,,,,
11:30 - 11:45,FE-1,Inspection of NODE1 Portable Fire Extinguisher / ECG: ECLSS: Nominal:FDS: 2.403 Portable Fire Extinguisher (PFE) Inspection Inspect Node Fireextinguisher;,,,,,,,,,,
11:45 - 12:45,,LUNCH,,,,,,,,,,
12:45 - 16:00,FE-2,Operations with MACE / Comment 3,,,,,,,,,,
12:45 - 15:45,"CDR,FE-1","Dismantlement of SM onboard systems units: ? ? ? ? ? , ? ? ? ?, ? ?? ,? ? ? ? , ? ? ? ? , ? ? ? ? -36 / Radiogram 897",,,,,,,,,,
15:45 - 16:45,FE,Exercise on ? .?,,,,,,,,,,
15:45 - 17:15,FE-1,Exercise per USOS (? ? ) program,,,,,,,,,,
16:45 - 17:50,CDR,"Replacement of unit. 800?  of module ? ?  ?8 / SM IVA Maintenance (? ?????? ?  ? ? ) p.5.6 pg.5-14, 5-15",,,,,,,,,,
17:05 - 18:35,FE-2,Exercise per USOS (? ? ) program,,,,,,,,,,
17:15 - 18:00,FE-1,Maintenance of BONNER BALL / BBND - Bonner Ball Neutron DetectorExperiment: Nominals: Bonner Ball Neutron Detector Maintenance/(Perform step 1),,,,,,,,,,
17:50 - 18:00,CDR,. ? ?-cnctr mating to ? ? ? ? 2-12 ? MCC (com pass) / Radiogram 910,,,,,,,,,,
18:00 - 18:25,,"Replacement of unit. 800?  of module ? ?  ?8 / Sm IVA Maintenance (? ?????? ?  ? ? ) p.5.6 pg.5-14, 5-15",,,,,,,,,,
18:25 - 18:35,CDR,Inspect ? ? ? ? -1 separator,,,,,,,,,,
18:00 - 18:35,FE-1,Preparation for activities,,,,,,,,,,
GMT,Crew,Activity / ODF or R/G,,,,,,,,,,
06:00–06:10,,Morning inspection,,,,,,,,,,
06:10–06:40,"CDR, FE-2",Post-sleep,,,,,,,,,,
06:10–06:25,FE-1,,,,,,,,,,,
06:25–06:40,FE-1,"MO-8: setup for body mass measurement / MO Vol. 2, item 3.8.1, pg. 3-42 to 3-44",,,,,,,,,,
06:40–06:50,FE-2,"? ? -7: Measuring calf volume  / MO Vol. 2, item 3.7, pg. 3-37",,,,,,,,,,
06:40–06:55,CDR,"? ? -8: Body mass measurement / MO Vol. 2, item 3.8.2, pg. 3-45 to 3-47",,,,,,,,,,
06:50–07:00,FE-1,"? ? -7: Measuring calf volume  / MO Vol. 2, item 3.7, pg. 3-37",,,,,,,,,,
06:55–07:10,FE-2,"? ? -8: Body mass measurement / MO Vol. 2, item 3.8.2, pg. 3-45 to 3-47",,,,,,,,,,
07:00–07:10,CDR,"? ? -7: Measuring calf volume  / MO Vol. 2, item 3.7, pg. 3-37",,,,,,,,,,
07:10–08:06,"CDR, FE-2",BREAKFAST,,,,,,,,,,
07:10–07:25,FE-1,"? ? -8: Body mass measurement / MO Vol. 2, item 3.8.2, pg. 3-45 to 3-47",,,,,,,,,,
07:25–07:30,FE-1,"? ? -8: finishing ops / MO Vol. 2, item 3.8.3, pg. 3-48",,,,,,,,,,
07:30–08:06,FE-1,BREAKFAST,,,,,,,,,,
08:06–08:36,,Work prep,,,,,,,,,,
08:36–08:51,,Daily planning conference,,,,,,,,,,
09:00–09:30,FE-2,MACE II OBT,,,,,,,,,,
09:00–09:25,FE-1,CEO OPERATIONS / ISS Photo/TV - Flight Specific: Scenes: P/TV-102 EarthObservations. Report Sites in Ship's Daily Log.,,,,,,,,,,
09:15–11:30,CDR,Test of SM solar array generator No. 3 / r/g 873,,,,,,,,,,
09:25–10:55,FE-1,Physical exercise (active rest),,,,,,,,,,
09:30–09:40,FE-2,MACE II protocol check,,,,,,,,,,
09:40–09:50,FE-2,MACE I: camera setup / CSG: Photo/TV: P/TV 100 In-Cabin Operations/;,,,,,,,,,,
09:50–10:00,FE-2,MACE II ESM setup / CSS: MACE II Procedures: Assembly Procedures: MACE IIESM Setup/;,,,,,,,,,,
10:00–10:30,FE-2,MACE II MBP straight configuration / CSS: MACE II Procedures: AssemblyProcedures: MACE II MBP Straight Configuration,,,,,,,,,,
10:30–10:35,FE-2,MACE II ESM activation / CSS: MACE II Procedures: Activation & C/OProcedures: MACE II ESM Activation/;,,,,,,,,,,
10:45–10:50,FE-2,MACE II protocol prep / CSS: MACE II Procedures: Activation & C/O Procedures:Automatic Protocol Preparation,,,,,,,,,,
10:50–11:00,FE-2,MACE II protocol execution / CSS: MACE II Procedures: Activation & C/OProcedures: Automatic Protocol Execution/;,,,,,,,,,,
11:00–12:10,FE-2,MACE II protocol monitoring / CSS: MACE II Procedures: Activation & C/OProcedures: Automatic Protocol Monitoring/;,,,,,,,,,,
11:05–11:20,FE-1,Inspection of IRED / IMG: ISS MEDICAL OPERATIONS: NOMINAL: CMS: RED -PERIODIC INSPECTIONS/;,,,,,,,,,,
11:20–11:50,FE-1,Tightening IRED bolts,,,,,,,,,,
11:30–13:00,CDR,Physical exercise (RED-3),,,,,,,,,,
11:50–12:00,FE-1,Deactivation and relocation of TEPC / IMG: ISS MEDICAL OPERATIONS:NOMINAL: EHS: TISSUE EQUIVALENT PROPORTIONAL COUNTER: TEPC-RELOCATE/;,,,,,,,,,,
12:00–13:00,FE-1,Physical exercise (active rest),,,,,,,,,,
12:10–12:15,FE-2,Define MACE II protocol for one day / CSS: MACE II Procedures: Activation &C/O Procedures: Automatic Protocol Completion/;,,,,,,,,,,
12:15–12:20,FE-2,MACE II ESM deactivation/ CSS: MACE II Procedures: Deactivation Procedures:MACE II ESM Deactivation/;,,,,,,,,,,
Time,Crew,Activity /Ref. to ODF or radiogram,,,,,,,,,,
08:00 - 08:10,.,Morning inspection,,,,,,,,,,
08:10 - 08:40,.,Post-sleep,,,,,,,,,,
08:40 - 09:30,.,Breakfast,,,,,,,,,,
,,"Private family conference, video. / SM Audio and Video ODF, item 2.4, pp. 2-",,,,,,,,,,
08:46 - 08:56,CDR,,,,,,,,,,,
,,5 to 2-6,,,,,,,,,,
09:30 - 10:00,,Preparation for work,,,,,,,,,,
,,"PLASMA CRYSTAL-3. Equipment installation / ?? item 2.1.1, p. 2-7 +",,,,,,,,,,
10:00 - 11:30,CDR,,,,,,,,,,,
,,radiogram 1037,,,,,,,,,,
11:50 - 12:00,CDR,Private psychological conference,,,,,,,,,,
12:15 - 13:15,.,Lunch,,,,,,,,,,
13:35 - 13:45,CDR,? ? ?  and ? ?  data downlink,,,,,,,,,,
13:45 - 14:25,CDR,,,,,,,,,,,
Time Crew,Activity / ODF or radiogram,,,,,,,,,,,
07:00-07:10,Morning inspection,,,,,,,,,,,
07:10-07:40,Post-sleep,,,,,,,,,,,
07:40-08:25,Meal,,,,,,,,,,,
08:25-08:40  FE-1,Turn on RWS manipulator,,,,,,,,,,,
"08:25-08:55  CDR, FE-2  Preparation for work",,,,,,,,,,,,
08:40-08:55  FE-1,Preparation for work,,,,,,,,,,,
"08:55-09:10  CDR, FE-2  Daily planning conference",,,,,,,,,,,,
,Photography using IMAX3D camera / CREW SUPPORT GROUP: ISS,,,,,,,,,,,
08:55-09:25  FE-1,PHOTO/TV - FLIGHT SPECIFIC: SCENES: P/TV 114 IMAX3D/;,,,,,,,,,,,
,SCENES 1-2,,,,,,,,,,,
,Data downlink regarding water supply system (? ? ? ) and fresh food,,,,,,,,,,,
09:10-09:20  CDR,,,,,,,,,,,,
,(? ? ),,,,,,,,,,,
09:10-09:40  FE-2,Reboot MPV,,,,,,,,,,,
09:20-09:30  CDR,"Recharge Camcorder batteries / SM ??? ODF, p. 2-2, item 2.2",,,,,,,,,,,
09:25-09:30  FE-1,Comm check during EVA preparation,,,,,,,,,,,
"09:45-10:45  FE-1, FE-2  Familiarization with SSRMS documentation",,,,,,,,,,,,
10:10-12:40  CDR,,,,,,,,,,,,
,Remove ? ? -? ? ? -01 unit of Komparus system / FGB IVA IFM,,,,,,,,,,,
11:10-11:40  FE-2,,,,,,,,,,,,
,Dual CCAA operations / ECG: ECLSS: NOMINAL: THC: 2.502 CCAA,,,,,,,,,,,
10:45-11:05  FE-1,,,,,,,,,,,,
,DUAL OPERATIONS,,,,,,,,,,,
,Inhibit operations with SSRMS / ASSEMBLY OPERATIONS - ISS 6A:,,,,,,,,,,,
12:05-12:20  FE-1,ASSEMBLY:EPS: LAB PATCH PANEL RECONFIG FOR FSEGF,,,,,,,,,,,
,UMBILICAL J300 CONNECTION/; STEPS 1-7,,,,,,,,,,,
,Photography using IMAX3D camera / CREW SUPPORT GROUP: ISS,,,,,,,,,,,
12:20-12:40  FE-1,PHOTO/TV - FLIGHT SPECIFIC: SCENES: P/TV 114 IMAX3D/;,,,,,,,,,,,
,SCENE 3,,,,,,,,,,,
"12:40-13:40  CDR, FE-2",,,,,,,,,,,,
,LUNCH,,,,,,,,,,,
12:40-12:55  FE-1,,,,,,,,,,,,
,SAFE THE VHF ANTENNA POWER SUPPLY EQUIPMENT /,,,,,,,,,,,
12:55-13:05  FE-1,ASSEMBLY OPERATIONS ISS-6A: ASSEMBLY: EPS: UHF ANTENNA,,,,,,,,,,,
,POWER SAFING/;steps 1 & 2,,,,,,,,,,,
,RECONFIGURE DISTRIBUTION PANEL IN LAB MODULE FOR,,,,,,,,,,,
,WORK WITH CONNECTOR / ASSEMBLY OPERATIONS ISS-6A:,,,,,,,,,,,
13:05-13:20  FE-1,,,,,,,,,,,,
,ASSEMBLY: EPS: LAB PATCH PANEL RECONFIGURATION FOR,,,,,,,,,,,
,FSEGF UMBILICAL J300 CONNECTION/; STEPS 8,,,,,,,,,,,
,Photography using IMAX3D camera / CREW SUPPORT GROUP: ISS,,,,,,,,,,,
13:20-13:45  FE-1,PHOTO/TV - FLIGHT SPECIFIC: SCENES: P/TV 114 IMAX3D/;,,,,,,,,,,,
,SCENE 4,,,,,,,,,,,
13:45-14:00  CDR,"PRIVATE FAMILY CONFERENCE / ISS SM ??? ODF, item 2.4, pp.",,,,,,,,,,,
GMT,,Crew,Activity / ODF or R/G,,,,,,,,,
06:00-06:10,.,Morning inspection,,,,,,,,,,
06:10-06:40,.,Post-sleep,,,,,,,,,,
06:40-07:30,.,Breakfast,,,,,,,,,,
07:30-08:00,.,Work prep/ Notes 1 and 2,,,,,,,,,,
08:00-08:15,.,Daily planning conference via S-band,,,,,,,,,,
08:15-08:25,FE-1,Inspect separator ? ? ? ? -1,,,,,,,,,,
08:15-08:55,FE-2,? ? ?  maintenance / Note 3,,,,,,,,,,
,"CDR,","Study of bioelectrical activity of heart at rest, ? ? =08.48 / ? ?  book 2,",,,,,,,,,,
08:25-09:00,,,,,,,,,,,,
,"FE-1 assistance Item 3.2, pg. .3-7 to 3-12",,,,,,,,,,,
,,Fluid line fill and water purge / SMG: NOMINAL: FSS: NODE1 ITCS,,,,,,,,,,
08:55-11:00,FE-2,,,,,,,,,,,
,,FLUID LINE FILL AND WASTE WATER PURGE,,,,,,,,,,
09:00-10:00,CDR,Physical exercise (cycle ergometer 3),,,,,,,,,,
09:00-09:05,FE-1,Mate LAB106 cont. connector,,,,,,,,,,
09:20-10:30,FE-1,Fluid line fill and waste water purge,,,,,,,,,,
10:00-11:00,CDR,Physical exercise (IRED – 3),,,,,,,,,,
10:30-12:00,FE-1,Physical exercise (USOS plan),,,,,,,,,,
11:00-12:00,FE-2,Physical exercise (USOS plan),,,,,,,,,,
11:00-11:20,CDR,"? ? ? -4 / ? ? ? -4 VZGLYAD. Conduct photo imagery/ r/g 834, 865",,,,,,,,,,
11:50-12:00,CDR,"Charge camcorder storage batteries / ???  pg.2-2, Item 2.2",,,,,,,,,,
12:05-12:15,.,Ham radio comm. pass with schoolchildren,,,,,,,,,,
12:15-13:15,.,Lunch,,,,,,,,,,
13:15-15:25,FE-1,Fluid line fill and water purge / SMG: NOMINAL: FSS: NODE1 ITCS,,,,,,,,,,
13:15-16:25,FE-2,FLUID LINE FILL AND WASTE WATER PURGE,,,,,,,,,,
13:15-14:45,CDR,"Vozdukh system test (continued) / r/g 915, steps 20-94",,,,,,,,,,
14:45-16:15,CDR,Pump urine to ? ? ?  Rodnik ? ?  / r/g 884,,,,,,,,,,
15:25-16:25,FE-1,Physical exercise (USOS plan),,,,,,,,,,
16:25-17:05,.,TV broadcast for TV-6 regarding crew work on ISS / r/g 937,,,,,,,,,,
17:05-18:05,"CDR, FE-1",Remove container with ? ? -21 on ? ? ?  / ?/? 938,,,,,,,,,,
17:05-18:35,FE-2,Physical exercise (USOS plan),,,,,,,,,,
18:05-18:15,CDR,Demate ? ? -21 TM connector from ? ? ? ? 2-12  / r/g 938,,,,,,,,,,
18:05-18:15,FE-1,Bonner Ball clock check / Daily Status Check Matrix: HRF/BBND,,,,,,,,,,
18:15-18:20,FE-1,Demate LAB106 cont. connector,,,,,,,,,,
18:15-18:45,CDR,,,,,,,,,,,
,,Remove container with ? ? -21 on ? ? ?  / r/g 938,,,,,,,,,,
18:20-18:45,FE-1,,,,,,,,,,,
18:35-18:45,FE-2,Work prep.,,,,,,,,,,
18:45-19:15,.,Review plan for the next day,,,,,,,,,,
19:15-19:30,.,Daily planning conference via S-band,,,,,,,,,,
Time,Crew Activity / ODF or radiogram,,,,,,,,,,,
07:00-07:10,Morning inspection,,,,,,,,,,,
07:10-07:40,Post-sleep,,,,,,,,,,,
07:40-08:30,Breakfast,,,,,,,,,,,
08:30-08:45,Daily morning planning conference,,,,,,,,,,,
08:45-09:15,Preparation for work,,,,,,,,,,,
09:45-10:00,FE-2 VHF-? ? ?  / Activate VHF communications,,,,,,,,,,,
10:00-10:15,FE-2 Comm check between ISS and Shuttle,,,,,,,,,,,
10:15-10:30,FE-1 Preparation for PMA leak check,,,,,,,,,,,
10:15-11:15,FE-2 Physical exercise (CEVIS),,,,,,,,,,,
10:30-11:25,FE-1 Physical exercise (IRED),,,,,,,,,,,
10:30-10:40,CDR Charge Camcorder battery,,,,,,,,,,,
10:40-11:20,CDR Life support system (? ? ? ) maintenance / see Note 1,,,,,,,,,,,
,"Air sampling with FE-1?  sampler / SM ? ? ?? item 11.2, p.11-3 +",,,,,,,,,,,
11:20-12:05,CDR,,,,,,,,,,,
,radiogram,,,,,,,,,,,
12:00-13:00,FE-2 LUNCH,,,,,,,,,,,
12:20-13:20,"CDR, FE-1 LUNCH",,,,,,,,,,,
13:20-13:50,CDR ACS-PMA2-ARVL-? ? ? ? ? ?  reconfiguration,,,,,,,,,,,
13:20-13:50,FE-1 Videotaping of Shuttle docking to ISS,,,,,,,,,,,
13:55-14:10,CDR Configure ISS audio system prior to docking,,,,,,,,,,,
13:55-14:25,FE-1 Leak check / INCREMENT_2_US_SODF:,,,,,,,,,,,
14:25-15:55,FE-2 Physical exercise (IRED),,,,,,,,,,,
14:35-14:55,"CDR TV downlink / ""docking video""",,,,,,,,,,,
14:50-15:50,FE-1 Physical exercise (CEVIS),,,,,,,,,,,
14:55-15:55,CDR Physical exercise (VELO) - day 2,,,,,,,,,,,
15:50-16:50,FE-1 Install bracket for IMAX camera,,,,,,,,,,,
15:55-16:55,CDR Physical exercise (IRED) - day 2,,,,,,,,,,,
,Connect LTL quick-disconnects to equipment / ECG: ECLSS:,,,,,,,,,,,
16:50-17:00,FE-1,,,,,,,,,,,
,Activation and Checkout: THC: /,,,,,,,,,,,
16:55-17:10,CDR ISS-PMA2 hatch opening,,,,,,,,,,,
17:10-18:25,TRANSFER -MDDK / Cargo transfer,,,,,,,,,,,
18:25-19:00,Review EVA materials,,,,,,,,,,,
,Close hatch between ISS and PMA2 / EGRESS STATION / Shuttle/ISS,,,,,,,,,,,
19:00-19:15,CDR,,,,,,,,,,,
,Duct Removal and Hatch Closing,,,,,,,,,,,
19:00-19:15,FE-1 Cargo transfer tagup,,,,,,,,,,,
19:15-19:45,CDR Reboot PCS with new software version,,,,,,,,,,,
19:15-19:30,FE-1 Reconfigure video link between Shuttle and ISS,,,,,,,,,,,
19:30-20:30,FE-1 Install cable insert and connect power supply for RWS system,,,,,,,,,,,
Time,Crew,Activity / Ref. to ODF or radiogram,,,,,,,,,,
08:00 - 08:10,.,Morning inspection,,,,,,,,,,
08:10 - 08:40,.,Post-sleep,,,,,,,,,,
08:40 - 09:30,.,Breakfast,,,,,,,,,,
09:30 - 09:45,.,Daily planning conference via S-band,,,,,,,,,,
09:45 - 10:15,.,Preparation for work,,,,,,,,,,
,,Life-support system (? ? ? ) maintenance on MCC go (replace Elektron,,,,,,,,,,
10:15 - 10:55,CDR,,,,,,,,,,,
,,"CWC, ???-? [urine container], ???-??  [rinse water container])",,,,,,,,,,
10:15 - 10:30,FE-1,Turn on RWS manipulator,,,,,,,,,,
,,Prepare SSRMS video equipment for photography during undocking /,,,,,,,,,,
,,ROBOTICS GROUP: ROBOTICS: NOMINAL: VIDEO AND AVU,,,,,,,,,,
10:30 - 10:40,"FE-1, FE-2",,,,,,,,,,,
,,ACTIVATION & CHECKOUT: 6.601 SSRMS VIDEO COMPONENTS,,,,,,,,,,
,,POWERUP,,,,,,,,,,
10:40 - 11:30,FE-1,Shuttle-ISS cargo transfer / ASSEMBLY OPERATIONS ISS-6A:,,,,,,,,,,
10:40 - 11:45,FE-2,TRANSFER: XFER LIST: RESUPPLY TRANSFER LIST,,,,,,,,,,
10:55 - 11:15,CDR,??????. Photography session / R/G,,,,,,,,,,
,,Reload IMAX3D camera / CREW SUPPORT GROUP: ISS PHOTO/TV -,,,,,,,,,,
11:30 - 12:10,FE-1,,,,,,,,,,,
,,GENERIC: IMAX3D CAMERA: IMAX3D RELOADING OPERATIONS,,,,,,,,,,
,,Connection of oxygen and nitrogen feed lines between Lab and PMA2 /,,,,,,,,,,
11:40 - 12:40,CDR,ASSEMBLY OPERATIONS ISS-6A: ASSEMBLY: S&M: OXYGEN AND,,,,,,,,,,
,,NITROGEN SYSTEM OUTFITTING - LAB1 TO PMA2,,,,,,,,,,
11:45 - 12:15,FE-2,LTL (low-temperature loop) water sampling,,,,,,,,,,
12:15 - 12:30,FE-1,Cargo transfer conference,,,,,,,,,,
12:15 - 12:45,FE-2,MTL (medium-temperature loop) water sampling,,,,,,,,,,
12:45 - 13:45,.,Lunch,,,,,,,,,,
13:45 - 14:15,.,Crew farewells,,,,,,,,,,
,,Remove air duct between Shuttle and ISS and close hatch / JOINT,,,,,,,,,,
,,OPERATIONS ISS-6A: EGRESS STATION: SHUTTLE/ISS DUCT,,,,,,,,,,
14:15 - 14:40,CDR,,,,,,,,,,,
,,REMOVAL AND HATCH CLOSING / ; CLOSE LAB FORWARD HATCH,,,,,,,,,,
,,PER DECA,,,,,,,,,,
,,Photography using IMAX3D camera / CREW SUPPORT GROUP: ISS,,,,,,,,,,
14:15 - 14:45,FE-1,PHOTO/TV - FLIGHT SPECIFIC: SCENES: P/TV 114 IMAX3D/; SCENES,,,,,,,,,,
,,30-31,,,,,,,,,,
14:30 - 16:00,FE-2,Physical exercise (active rest),,,,,,,,,,
15:00 - 15:20,FE-1,Lab payload equipment check,,,,,,,,,,
,,Atmosphere revitalization rack deactivation / ENVIRONMENT CONTROL,,,,,,,,,,
16:00 - 16:20,FE-2,GROUP: ECLSS: Activation and Checkout: ARS: 1.302 ATMOSPHERE,,,,,,,,,,
,,REVITALIZATION RACK DEACTIVATION,,,,,,,,,,
,,ACS (attitude control system) reconfiguration prior to undocking/ Joint,,,,,,,,,,
16:05 - 16:40,CDR,,,,,,,,,,,
,,Operations ISS-6A: Departure: PMA2 Departure Configuration (Post-CCS),,,,,,,,,,
17:05 - 17:25,FE-1,TV report for ??-6 (Russian network) on crew work on ISS.,,,,,,,,,,
,,Start PMA2 depressurization / PMA2 DEPRESSURIZATION AND LEAK,,,,,,,,,,
17:20 - 17:50,FE-2,,,,,,,,,,,
,,CHECK – ISA ECLSS:NOMINAL:STEPS 1-18,,,,,,,,,,
Time,Crew,Activity / Ref. to ODF or radiogram,,,,,,,,,,
07:00-07:10,.,Morning inspection,,,,,,,,,,
07:10-07:40,.,Post-sleep,,,,,,,,,,
07:40-08:25,.,Breakfast,,,,,,,,,,
,,CBCS installation and checkout on NODE1 nadir / ASSEMBLY,,,,,,,,,,
,,OPERATIONS ISS-6A: ASSEMBLY: CBCS OPS: NODE1 NADIR CBCS,,,,,,,,,,
08:25 - 08:45,"CDR, FE-1",,,,,,,,,,,
,,INSTALLATION/REMOVAL (INTERNAL CAMERA PORT - IOP)/; STEPS 1-,,,,,,,,,,
,,44,,,,,,,,,,
,,"Data collection associated with the ""Interactions"" experiment  / NTXN -",,,,,,,,,,
08:30 - 09:00,FE-2,Interactions: Nominals: HRF Interactions Experiment Operations/ steps 1.2 -,,,,,,,,,,
,,7.,,,,,,,,,,
,,Open hatch/Install air duct / JOINT OPERATIONS ISS-6A: INGRESS,,,,,,,,,,
08:45 - 09:00,CDR,STATION: HATCH OPENING AND SHUTTLE/ISS DUCT,,,,,,,,,,
,,"INSTALLATION/;SKIP STEPS 9-11, 21-29;",,,,,,,,,,
,,Bonner Ball - maintenance / BBND - Bonner Ball Neutron Detector,,,,,,,,,,
08:50 - 09:10,FE-1,,,,,,,,,,,
,,Experiment: Nominals: Bonner Ball Neutron Detector Status Check;/,,,,,,,,,,
09:00 - 09:15,CDR,"Air sampling using FE-1?  samplers / ? ? ??  ODF, item 11.2, p. 11-3",,,,,,,,,,
,,Check RWS safing / ROBOTICS GROUP:ROBOTICS: NOMINAL: RWS,,,,,,,,,,
09:00 - 09:05,FE-2,CHECKOUT: 6.105 ROBOTIC WORKSTATION CUP (LAB) SAFING,,,,,,,,,,
,,CHECKOUT,,,,,,,,,,
,,NTXN data collection / NTXN - Interactions: Nominals: HRF Interactions,,,,,,,,,,
09:05 - 09:15,FE-2,,,,,,,,,,,
,,Experiment Operations/ steps 1.2 - 7.,,,,,,,,,,
09:15 - 09:35,.,WELCOME,,,,,,,,,,
09:35 - 10:05,.,Safety briefing,,,,,,,,,,
,,LEE release of passive FSEGF / ROBOTICS GROUP: ROBOTICS: 6A:,,,,,,,,,,
10:05 - 10:50,"FE-2, FE-1",SSRMS STEPOFF TO LAB PDGF: 2.102 LEE RELEASE OF PASSIVE,,,,,,,,,,
,,FSEGF,,,,,,,,,,
10:05 - 11:05,CDR,Physical exercise (RED - 1),,,,,,,,,,
,,SSRMS limited joint range test / ROBOTICS GROUP: ROBOTICS: 6A:,,,,,,,,,,
10:50 - 12:05,"FE-2, FE-1",SSRMS STEP OFF TO LAB PDGF: 2.103 LIMITED JOINT RANGE TEST,,,,,,,,,,
,,USING SINGLE MODE - INITIAL CHE,,,,,,,,,,
11:05 - 12:05,CDR,Physical exercise (Velo-1),,,,,,,,,,
12:05 - 12:45,FE-1,SSRMS Manual mode checkout / ROBOTICS GROUP: ROBOTICS: 6A:,,,,,,,,,,
,,SSRMS STEP OFF TO LAB PDGF: 2.104 MANUAL MODE CHECKOUT,,,,,,,,,,
12:05 - 12:55,FE-2,AND LAB PDGF GRAPPLE,,,,,,,,,,
,,Life support system (? ? ? ) maintenance on MCC-M go (Replace Elektron,,,,,,,,,,
12:05 - 12:45,CDR,,,,,,,,,,,
,,"CWC, ???-? [urine container], ???-C? [rinse water container])",,,,,,,,,,
12:45 - 13:15,CDR,"Replace ??? filter insert (? -?) / ? ? ?  ODF, item 4.1.6.5, p. 4-6",,,,,,,,,,
,,Prepare nadir NODE1 CBM for mating with MPLM / ASSEMBLY,,,,,,,,,,
12:45 - 13:15,FE-1,OPERATIONS ISS-6A: ASSEMBLY: CBM OPS: NODE 1 NADIR CBM PREP,,,,,,,,,,
,,FOR MATE MPLM/; STEPS 20-25;,,,,,,,,,,
