0,1,2
13:45-15:15,FE-2,Station Support Computer (SSC) Hard Drive reload
14:15-14:20,FE-1,PCMCIA card formatting
14:15-14:20,CDR,DCS battery replacement
14:20-15:20,FE-1,Progress 361 Unloading And IMS Updates
14:20-16:20,CDR,PROFILAKTIKA. TVIS Test Exercise. Tagup (S-band)
15:15-16:20,FE-2,Hardware Prepack for Return on 13A.1
15:20-15:25,FE-1,PCMCIA card formatting
15:25-15:55,FE-1(assists),PROFILAKTIKA. Test exercise on TVIS
15:55-16:00,FE-1,PCMCIA card formatting
16:00-16:20,FE-1,PLANTS-1. Data collection and downlink
16:20-17:20,,LUNCH
17:20-18:15,FE-2,Hardware Prepack for Return on 13A.1
17:20-17:25,FE-1,PCMCIA card formatting
17:20-17:25,CDR,DCS battery replacement
17:25-18:25,FE-1,Progress 361 Unloading And IMS Updates
17:25-19:25,CDR,
18:15-18:35,FE-2,BPSMU installation
18:25-18:30,FE-1,PCMCIA card formatting
18:35-18:50,FE-1,Private Medical Conference (S + Ku-band)
18:35-19:05,FE-2,METOX installation
19:00-19:05,FE-1,PCMCIA card formatting
19:05-19:25,FE-2,Helmet light installation
19:35-19:40,FE-1,PCMCIA card formatting
19:40-21:40,FE-1,PROFILAKTIKA. TVIS Test Exercise. Tagup (S-band)
19:55-21:15,FE-2,Hardware Prepack for Return on 13A.1
19:55-20:05,CDR,ALTCRISS. PCMCIA card replacement.
20:10-20:25,CDR,Private Medical Conference (S + Ku-band)
20:25-20:55,CDR(assists),PROFILAKTIKA. Test exercise on TVIS
20:55-21:35,CDR,СОЖ Maintenance
21:15-21:40,FE-2,Prep for Work
21:35-21:40,CDR,DCS battery stowage
21:40-21:45,"CDR, FE-1",Prep for Work
21:40-21:45,FE-2,Transfer TVIS/RED/CEVIS/HRM data to MEC
21:45-22:00,,Daily Planning Conference (S-band)
22:00-22:15,"FE-1, FE-2",Prep for Work
22:00-22:30,CDR,Evening work prep
22:15-22:25,FE-2,Daily Food Prep
22:15-22:40,FE-1,Daily Food Prep
22:25-22:40,FE-2,Private Medical Conference (S-band)
22:30-22:40,CDR,Daily food prep
22:40-23:10,,DINNER
23:10-23:25,FE-1,Regeneration of БМП Ф1 Absorption Cartridge (termination)
23:10-23:30,"CDR, FE-2",Daily food prep
23:25-00:30,FE-1,Pre-sleep
23:30-00:30,"CDR, FE-2",Pre-sleep
00:30-09:00,,SLEEP
Task List,"CDR, FE-1",RS ISS Audit in the current day work area
,RS ISS Module Photo/Video,
FE-1,IMS update,
GCF-JAXA. ТБУ temperature check,,
GMT,CREW,ACTIVITY
,,Morning inspection. Inspection of Circuit Breaker [АЗСО]on DC1 Power Switch
06:00-06:10,"CDR,FE-1",
,,"Panel (БВП) and fuses in DC1 Fuse Boxes БПП-30, -36"
06:00-06:30,FE-2,Nutrition: urine collection and sample insertion into MELFI
06:10-06:40,"CDR,FE-1",Post-sleep
06:30-06:45,FE-2,Nutrition: blood sample collection for analysis
06:40-07:30,"FE-1,CDR",BREAKFAST
06:45-06:55,FE-2,Nutrition: setting up and loading refrigerator centrifuge
06:55-07:05,FE-2,Nutrition: refrigerator centrifuge config
07:05-07:20,FE-2,Post-sleep
07:20-07:40,FE-2,Nutrition: blood sample insertion in MELFI
07:30-07:40,"CDR,FE-1",Prep for Work
07:40-07:55,.,Daily Planning Conference (S-band)
,,"Installation of shock absorbers and replacement of fans ВГЖТ1, ВГЖТ4. Tagup"
07:55-09:55,CDR,
,,with specialists as necessary (S-band)
07:55-08:40,FE-2,BREAKFAST
08:40-09:40,FE-2,Hardware prepack for return on Shuttle flight 13A.1
08:45-10:15,FE-1,"Physical Exercise (CEVIS), day 1"
09:40-10:05,FE-2,Nutrition: urine collection and sample insertion into MELFI
10:05-11:35,FE-2,Physical Exercise (CEVIS)
10:15-11:15,FE-1,Physical Exercise (VELO + RED) day 1
10:35-12:05,CDR,"Physical Exercise (TVIS), day 1"
11:35-12:05,"FE-2,FE-1",STS 118/13A.1 Robotics Conference (S-band)
12:05-12:35,"CDR,FE-1",Skills training for the Shuttle R-Bar Pitch Maneuver
12:10-12:35,FE-2,Nutrition: urine collection and sample insertion into MELFI
12:35-12:45,FE-1,FMK deployment ops
12:35-12:40,CDR,Downlink images obtained during RPM OBT
12:50-13:50,.,LUNCH
14:00-14:45,FE-1,ROBOT simulator setup
14:20-14:45,FE-2,Nutrition: urine collection and sample insertion into MELFI
14:30-14:35,CDR,ON MCC GO Switch DC-Soyuz PEV [КВД СО-ТК] to CLOSED position
,,"Installation of shock absorbers and replacement of fans ВГЖТ1, ВГЖТ4. Tagup"
14:35-16:35,CDR,
,,with specialists as necessary (S-band)
14:45-16:45,"FE-1,FE-2",Robotics - MSS Proficiency Training
16:35-17:15,CDR,Filling EDV [KOB] for Elektron from CWC 1078
16:45-16:55,FE-1,Terminate the ROBoT simulation
16:45-16:55,FE-2,Nutrition: Cleaning Refrigerator Centrifuge and Equipment Stow
16:55-17:55,FE-2,Physical Exercise (RED)
,,Soundmeter Hardware setup and sound level measurements. Tagup as
16:55-18:05,FE-1,
,,necessary (S-band)
17:15-17:45,CDR,СОЖ maintenance. ИП-1 Monitoring
17:45-18:05,CDR,Evening work prep
18:00-18:05,FE-2,ITCS LTL Disconnect
18:05-19:05,CDR,"Physical Exercise (VELO + RED), day 1"
18:05-18:20,FE-1,Evening work prep
18:05-18:20,FE-2,Transfer SLM data to MEC
18:20-19:05,FE-2,Evening work prep
18:20-18:30,FE-1,Soundmeter Sound level measurements. Close-out ops. Tagup as necessary (S-band)
18:30-18:50,FE-1,IMS Update
18:50-18:55,FE-1,Transfer of TVIS/RED/CEVIS data to MEC
18:55-19:05,FE-1,Evening work prep
19:05-19:20,.,Daily Planning Conference (S-band)
19:20-19:30,.,Evening work prep
19:30-20:00,.,DINNER
20:00-20:30,.,Daily Food Prep
20:30-21:30,.,Pre-sleep
21:30-06:00,.,SLEEP
Task List,"CDR,FE-1",RS ISS Audit behind panels in the current day work area
RS ISS Module Photo/Video,,
GMT,CREW,ACTIVITY
06:00-06:10,,Morning Inspection
06:10-06:40,,Post-sleep
06:40-07:30,,BREAKFAST
07:30-07:45,,Daily Planning Conference (S-band)
07:45-08:15,,Prep for Work
08:15-09:15,CDR,Inspection of areas behind panel in DC1 (panel 301)
08:15-09:15,FE-1,Unstow Operator seat
08:20-09:50,FE-2,Physical Exercise (CEVIS)
09:15-09:45,"CDR, FE-1","TV Greetings to Fifth International Conference ""150th Birthday of K. E. Tsiolkovsky”Cosmonautics. Radioelectronics. (То=09:15 , Т1, Т2, Т3 - activated from DailyFlight Program [СПП])"
09:45-10:05,CDR,Preparation for SM СУБА cable installation for PCS1
09:45-09:50,FE-1,TVIS bearings weekly maintenance
09:50-11:20,FE-1,"Physical Exercise (TVIS), Day 3"
09:50-10:50,FE-2,Physical Exercise (RED)
10:45-11:45,CDR,"Physical Exercise (VELO+RED), Day 3"
10:50-11:20,FE-2,VOA set up
11:20-13:00,FE-2,Unpack cargo delivered by 13A.1
11:20-11:35,FE-1,Taking readings from АОК ГАНК-4М
11:45-13:00,CDR,Installation and routing SM СУБА cable for PCS1. Tagup with specialists (S-band)
11:40-13:10,FE-1,Teardown of valve Ду-6 УФ96181-006 on Condensate Feed Unit БПК #106003
13:00-14:00,"CDR, FE-2",LUNCH
13:10-14:10,FE-1,LUNCH
14:00-14:45,"CDR, FE-2",Post-EVA Airlock Reconfig
14:10-16:10,FE-1,АСУ Sanitary and Hygienic Equipment [СГО] Audit
14:45-15:25,CDR,"Filling (separation) of EDV [KOB] for Elektron (from CWC #1051, NOD1P2)"
14:45-14:55,FE-2,End of BSA battery discharge
14:55-15:15,FE-2,Start BSA battery charge
15:15-15:25,FE-2,End METOX regeneration
15:25-15:35,FE-2,Start EMU METOX Regeneration
15:25-16:05,CDR,СОЖ Maintenance
15:45-16:00,FE-2,ISS video tour
16:00-17:35,FE-2,Unpack cargo delivered by 13A.1
16:05-17:35,CDR,"Physical Exercise (TVIS), Day 3"
17:05-18:05,FE-1,"Physical Exercise (VELO+RED), Day 3"
17:35-17:50,FE-2,EPO - Plant Photos
17:35-17:55,CDR,IMS update
17:50-17:55,FE-2,Payload status check
17:55-18:05,FE-2,CWC audit
18:05-18:20,,Daily Planning Conference (S-band)
18:20-19:20,"CDR, FE-1",Prep for Work
18:20-19:15,FE-2,Prep for Work
19:15-19:20,FE-2,Transfer TVIS/RED/CEVIS/HRM data to MEC
19:20-19:30,,Daily Food Prep
19:30-19:50,,Weekly crew conference with the ISS Program Management (S-band)
19:50-20:15,,DINNER
20:15-20:35,,Crew conference with Astronaut Office (S-band)
20:35-21:30,,Pre-sleep
21:30-06:00,,SLEEP
Task List,FE-1,GSF-JAXA. ТБУ temperature monitoring (in the morning)
GMT,CREW,ACTIVITY
09:05-09:15,"CDR, FE-1",Morning Inspection
09:15-09:45,"CDR, FE-1",Post-sleep
09:45-10:25,"CDR, FE-1",BREAKFAST
10:35-10:55,"CDR, FE-1",Prep for Work
10:55-11:10,,Daily planning conference (VHF)
11:10-11:20,"CDR, FE-1",Prep for Work
11:20-11:25,CDR,HAM radio powerdown in FGB
11:25-12:55,CDR,SM Rodnik Water Tank 1 [БВ1] Bladder Compression.
11:30-11:35,FE-1,VTR swapout
11:40-12:20,FE-1,СОЖ maintenance. Monitoring ИП-1
12:20-12:50,FE-1,DYKHANIE [RESPIRATION]. Experiment setup
12:50-13:10,FE-1,IMS update
12:55-14:55,CDR,Restoration of Air duct ВТК2
13:10-14:10,FE-1,DYKHANIE [RESPIRATION]. Experiment ops and closeout ops
14:10-14:25,FE-1,CEVIS - calibration
14:25-15:00,FE-1,Physical Exercise (CEVIS)
14:55-16:25,CDR,"Physical Exercise (TVIS), Day 2"
15:00-15:05,FE-1,Transfer TVIS/RED/CEVIS/HRM data to MEC
15:05-15:50,FE-1,O2 circulation system reconfig
15:50-16:50,FE-1,Physical Exercise (RED)
16:45-17:45,CDR,LUNCH
16:50-17:50,FE-1,LUNCH
17:45-17:50,CDR,SM Rodnik Water Tank 1 [БВ1] Bladder Compression.
17:50-18:25,"CDR, FE-1",Review Double Coldbags 13A.1 Pack Procedure
18:25-19:55,"CDR, FE-1",Double Coldbags Flight 13A.1 Pack
19:55-20:25,"CDR, FE-1",Transfer DCB1 and DCB2
20:30-20:45,CDR,DCS 760 EVA Camera Reconfiguration
20:45-21:00,,Crew Farewell
21:00-22:00,CDR,"Physical Exercise (VELO+RED), Day 2"
21:00-21:25,FE-1,Orbiter transfer hatch closure
22:10-22:25,,Daily Planning Conference (S-band)
22:25-22:55,"CDR, FE-1",DINNER
23:05-23:35,"CDR, FE-1",Daily food prep
23:35-00:05,"CDR, FE-1",Pre-sleep
00:05-08.35,,SLEEP
Task List,FE-1,GSF-JAXA. ТБУ temperature monitoring (in the morning)
PLANTS-1. Payload status check,,
GMT,CREW,ACTIVITY
06:00-06:10,,Morning Inspection
06:10-06:30,FE-2,Post-sleep
06:10-06:20,FE-1,МО-8. Configuration Set-up
06:10-06:20,CDR,Calf volume measurement
06:20-06:30,FE-1,Calf volume measurement
06:20-06:35,CDR,Body mass measurement
06:30-06:40,FE-2,Calf volume measurement
06:30-06:55,FE-1,Post-sleep
06:35-07:05,CDR,Post-sleep
06:40-06:55,FE-2,Body mass measurement
06:55-07:10,FE-1,Body mass measurement
06:55-07:05,FE-2,Post-sleep
07:05-07:20,"CDR, FE-2",BREAKFAST
07:10-07:20,FE-1,МО-8. Close-out ops
07:25-07:40,,Daily Planning Conference (S-band)
07:40-08:25,FE-1,BREAKFAST
07:40-08:10,"CDR, FE-2",BREAKFAST
08:10-08:25,"CDR, FE-2",Prep for Work
08:25-08:40,,ISS Crew and ГОГУ (RSA Flight Control Team) Weekly Conference (S-band)
08:40-08:55,"CDR, FE-1",IMS tagup (S-band)
08:40-08:45,FE-2,Prep for Work
08:45-09:00,FE-2,EMCS water pump line installation
08:55-09:25,FE-1,Prep for Work
08:55-09:10,CDR,Prep for Work
09:00-09:05,FE-2,EMCS - opening of gas mix valve
09:05-10:35,FE-2,Physical Exercise (CEVIS)
09:50-10:05,"CDR, FE-1","Telephone session with students-winners of the Russian space and aviationcontest ""Fifth Ocean"" (VHF)"
10:05-11:45,FE-1,"Cleaning ПФ1, ПФ2 Fan Dust Collectors and В1, В2 Fan Grilles in DC1Dust filter replacement in FGB dust collectors ПС1, ПС2"
10:05-11:35,CDR,Physical Fitness Evaluation (on treadmill)
10:35-11:10,FE-2,MULTIGEN - container changeout
11:10-12:10,FE-2,Physical Exercise (RED)
11:45-13:15,FE-1,Physical Fitness Evaluation (on treadmill)
12:10-12:20,FE-2,RED bolt maintenance
12:20-12:35,FE-2,EPO - Growth Chamber C Monitoring
12:30-13:15,CDR,Prep for operator seat assembly. Tagup (as necessary)
12:35-12:45,FE-2,O2 level check
12:45-12:50,FE-2,VOA power down
13:15-14:15,.,LUNCH
14:15-15:00,FE-2,VOA Hardware Teardown
14:15-15:45,"CDR,FE-1",Assembly of Operator seat. Tagup (as necessary)
15:00-17:00,FE-2,VOA Hardware Maintenance
15:45-17:45,FE-1,Smoke Detector ИДЭ-2 #6 Test in FGB
15:45-16:20,CDR,Operator Seat Stow. Tagup (as necessary)
16:20-17:00,CDR,СОЖ Maintenance
17:00-17:45,FE-2,VOA Hardware Installation After Maintenance
17:00-18:00,CDR,"Physical Exercise (VELO + RED), Day 4"
17:45-18:45,FE-1,"Physical Exercise (VELO + RED), Day 4"
17:45-18:15,FE-2,VOA activation
18:00-18:20,CDR,IMS update
18:25-18:35,FE-2,Terminate EMU Metox Regeneration
18:35-18:45,FE-2,Start EMU Metox Regeneration
18:45-19:00,,Daily Planning Conference (S-band)
19:00-19:05,FE-1,Transfer TVIS/RED/CEVIS/HRM data to MEC
19:00-19:15,CDR,Prep for Work
19:05-19:15,FE-1,Prep for Work
19:10-19:15,FE-2,OCA SSC router reboot
19:15-19:50,,DINNER
19:50-20:10,,Flight Director / ISS Crew Tagup (S-band)
20:10-20:40,,Daily Food Prep
20:40-21:30,,Pre-sleep
21:30-06:00,,SLEEP
Task List,FE-1,GSF-JAXA. ТБУ temperature monitoring (in the morning)
PLANTS-1. Payload status check (in the morning),,
GMT,CREW,ACTIVITY
11:40-11:50,,Morning Inspection
11:50-12:20,,Post-sleep
12:20-13:00,FE-2,BREAKFAST
12:20-13:10,"CDR, FE-1",BREAKFAST
13:00-13:30,FE-2,EVA pre-breathe break
13:10-13:15,"CDR, FE-1",Prep for Work
13:15-13:30,"CDR, FE-1",Daily Planning Conference (S-band)
13:30-13:45,FE-1,Prep for Work
13:30-13:55,CDR,Prep for Work
13:30-15:00,FE-2,EVA Prep
13:45-13:50,FE-1,HAM radio powerdown in FGB
13:50-14:10,FE-1,PLANTS-1. Data collection and downlink
14:10-15:10,CDR,Physical Exercise (RED)
14:10-15:10,FE-1,"Physical Exercise (VELO), Day 3"
15:00-15:15,FE-2,EMU purge
15:10-16:05,CDR,Transfer ops.
15:10-16:00,FE-1,Transfer ops.
15:15-16:05,FE-2,Pre-breathe in EMU
16:05-16:50,FE-2,SSRMS Maneuver S5 to PRE-INSTALL
16:05-16:35,FE-1,Crew Lock depress
16:10-16:55,CDR,N2 Transfer Start
16:35-16:40,FE-1,Terminate pre-breathe
16:40-16:45,FE-1,DCS battery charging
16:50-17:55,FE-2,SSRMS Maneuver S5 to Launch Lock Removal Position
16:55-17:35,CDR,СОЖ Maintenance
17:35-18:35,"CDR, FE-1",LUNCH
17:55-19:05,FE-2,S5 Installation
18:35-21:35,"CDR, FE-1",Cable 17КС 10Ю8210А-5650 installation. Tagup (VHF)
19:05-19:15,FE-2,SSRMS Ungrapple of S5
19:15-20:45,FE-2,Maneuver SSRMS to the Translation Position
21:15-21:55,FE-2,SSRMS maneuver for AL pre-install
21:35-22:30,FE-1,Prep for Work
21:35-21:55,CDR,IMS update
21:55-22:45,CDR,Prep for Work
22:05-22:15,FE-2,PMDIS - hard drive installation
22:15-22:30,FE-2,PMDIS - hardware assembly
22:30-00:00,FE-1,"Physical Exercise (TVIS), Day 3"
22:45-00:15,CDR,Physical Exercise (CEVIS)
22:55-23:00,FE-2,Preliminary Crew Lock repress
23:00-23:15,FE-2,Crew Lock Repress
23:15-00:45,FE-2,Post-EVA ops
00:00-00:05,FE-1,TVIS Monthly Maintenance
00:05-00:15,FE-1,SODF Warning Book Deploy
00:15-00:20,CDR,Transfer TVIS/RED/CEVIS/HRM data to MEC
00:15-00:30,FE-1,Daily Food Prep
00:20-00:50,CDR,Daily Food Prep
00:30-00:50,FE-1,EMU battery charge (start)
00:45-00:50,FE-2,EVA photo downlink
00:50-01:05,,Daily Planning Conference (S-band)
01:05-01:35,,DINNER
01:35-02:35,,Pre-sleep
03:00-11:30,,SLEEP
Task List,FE-1,"GCF-JAXA. ТБУ temperature monitoring, report to MCC (to be conducted inthe morning)"
GMT,CREW,ACTIVITY
06:00-06:10,.,Morning Inspection
06:10-06:40,Post-sleep,
06:40-07:30,BREAKFAST,
07:45-07:50,FE-2,Disconnecting ITCS LTL
08:00-09:30,Physical Exercise (TVIS),
09:30-10:30,Physical Exercise (RED),
10:30-12:00,FE-1,"Physical Exercise (TVIS), day 2"
10:45-10:50,FE-2,HAM radio setup
10:50-11:00,HAM radio session,
12:00-13:00,CDR,Physical Exercise (VELO + RED) day 2
13:00-14:00,.,LUNCH
14:10-14:25,FE-2,Private Family Conference (S + Ku-band)
15:05-15:45,FE-1,СОЖ maintenance
15:45-16:45,"Physical Exercise (VELO+RED), day 2",
16:45-18:15,CDR,"Physical Exercise (TVIS), day 2"
18:00-18:15,FE-2,EPO - Growth Chamber C Monitoring
18:15-18:40,.,Evening work prep
18:40-18:55,Daily Planning Conference (S-band),
18:55-19:30,"CDR,FE-1",Evening work prep
19:00-19:15,FE-2,Private Family Conference (S + Ku-band)
19:15-19:30,Evening work prep,
19:30-20:00,.,DINNER
20:00-20:30,Daily Food Prep,
20:30-21:30,Pre-sleep,
21:30-06:00,SLEEP,
Task List,CDR,URAGAN. Observation and photography
FE-1,PLANTS-1. Data collection and downlink,
GSF-JAXA.  ТБУ temperature monitoring (in the morning),,
GMT,CREW,ACTIVITY
11:05-11:15,.,Morning Inspection
11:15-11:45,Post-sleep,
11:45-12:35,BREAKFAST,
12:35-12:50,Morning work prep.,
12:50-13:05,Daily Planning Conference (S-band),
13:05-13:20,Morning work prep.,
13:20-17:05,"CDR,FE-1",Installation of cable 17КС 10Ю8210А-5650 behind SM panel. Tagup withspecialists (S-band)
13:20-13:35,FE-2,Activation of CGBA5
13:45-14:30,"OBSS maneuver, grapple, unberth and SSRMS handoff to SRMS",
14:30-15:10,SSRMS Orbiter Boom Sensor System (OBSS) Maneuver,
15:10-15:20,PMDIS video setup,
15:20-15:35,SSRMS Orbiter Boom Sensor System release for handoff,
15:35-16:05,SSRMS Worksite 3 Focus Inspection Support,
17:05-18:05,.,LUNCH
18:05-19:20,"CDR,FE-1",Installing cable 17КС 10Ю8210А-5650 behind SM panel
18:05-18:50,FE-2,EVA Glove Fit
18:50-18:55,PMDIS video termination,
19:05-19:35,SSRMS maneuver to pre-grapple,
19:20-19:40,FE-1,MATRYOSHKA-R. Monitoring Lulin-5 data
19:35-19:50,FE-2,Grapple OBSS for Handoff
19:40-20:20,FE-1,СОЖ Maintenance
19:50-20:10,CDR,IMS update
19:50-20:05,FE-2,DCS 760 camera config for EVA
20:05-20:20,Food Frequency Questionnaire,
20:20-21:00,Orbiter Aft Survey Maneuver,
20:20-21:20,FE-1,Physical Exercise (RED)
20:25-20:35,CDR,TVIS IFM
20:35-22:05,"Physical Exercise (TVIS), day 4",
21:05-21:20,FE-2,Grapple OBSS for Handoff
21:25-21:55,ЕРО Hardware Transfer,
21:45-22:45,FE-1,Evening work prep
21:55-22:10,FE-2,PMDIS equipment stowage
22:05-22:10,CDR,Transfer TVIS/RED/CEVIS/HRM data to MEC
22:10-22:45,Evening work prep,
22:15-22:45,FE-2,SSRMS Maneuver to Grapple Lab PDGF
22:45-23:45,.,EVA procedure review
23:45-00:00,Daily Planning Conference (S-band),
00:05-00:35,DINNER,
00:35-01:05,"CDR,FE-1",Daily Food Prep
00:35-00:50,FE-2,
00:50-01:05,Private Family Conference (S+Ku-band),
01:05-02:05,,Pre-sleep
,.,
02:05-10:35,,SLEEP
Task List,FE-1,GCF-JAXA. ТБУ temperature monitoring (in the morning)
GMT,CREW,ACTIVITY
06:00-06:10,,Morning Inspection
06:10-06:40,,Post-sleep
06:40-07:00,FE-1,BREAKFAST
06:40-07:15,"CDR, FE-2",BREAKFAST
07:00-07:15,FE-1,Regeneration of Micropurification Unit (БМП) Absorption Cartridge Ф2 (start)
07:15-07:30,,Daily planning conference (S-band)
07:30-08:00,FE-1,BREAKFAST
07:30-07:45,"CDR, FE-2",BREAKFAST
07:45-08:05,CDR,Prep for Work
07:45-08:15,FE-2,Prep for Work
08:00-08:30,FE-1,Prep for Work
08:05-09:35,CDR,Recovery of CPC1 [КЦП1] Disk 2 – start. (Making a backup copy of SW)Tagup with specialists (S-band)
08:17-08:22,FE-2,LAB window cover closure
08:22-08:27,FE-2,HAM radio setup
08:27-08:37,FE-2,HAM radio session
08:40-09:40,FE-2,Physical Exercise (RED)
08:45-09:45,FE-1,"Changing SM Dust Filter ПФ1-4 Cartridges (ФГБ1ПГО_224_1, bag #352-2,354-5 or 0.5 CTB #No1050, 1097)"
09:35-10:35,CDR,Start application and data download on Laptop3 (S-band)
09:40-11:10,FE-2,Physical Exercise (TVIS)
09:45-10:25,FE-1,ВД1 and ВД2 air duct cleaning in DC-1
10:25-11:25,FE-1,CBM - OBT
10:35-11:05,CDR,ALTCRISS. Changing ACT position and photography. Tagup with specialists(S-band)
11:05-13:05,CDR,Recovery of CPC1 [КЦП1] Disk 2 – termination. (Creating a backup copy ofSW) Tagup with specialists (S-band)
11:10-11:40,FE-2,EMU cooling loop scrub (start)
11:25-12:25,FE-1,"Physical Exercise (VELO + RED), Day 4"
11:40-12:40,FE-2,ROBOT simulator setup
12:25-13:05,FE-1,СОЖ Maintenance.
12:40-13:00,FE-2,EMU Cooling Loop config
13:00-13:05,FE-2,Payload status check
13:05-14:05,.,LUNCH
14:05-15:35,CDR,CBM - OBT
14:05-16:05,"FE-1, FE-2",РМА3 Relocation OBT
15:35-16:35,CDR,"Physical Exercise (VELO + RED), Day 4"
16:05-16:20,FE-1,Private Medical Conference (S-band)
16:05-16:15,FE-2,ROBOT stowage
16:15-16:45,FE-2,EMU Cooling Loop Scrub (terminate)
16:20-17:50,FE-1,"Physical Exercise (TVIS), Day 4"
16:35-16:50,CDR,Private Medical Conference (Ku + S-band)
16:45-17:30,FE-2,SSRMS ops
16:50-17:50,CDR,Evening work prep
17:30-18:00,FE-2,Crew Medical Officer (CMO) proficiency training
17:50-19:20,CDR,"Physical Exercise (TVIS), Day 4"
17:50-17:55,FE-1,Hematocrit. Equipment setup
17:55-18:10,FE-1,АОК ГАНК-4М data readout
18:00-18:20,FE-2,IMS Update
18:10-18:40,FE-1,Crew Medical Officer (CMO) proficiency training
18:20-18:35,FE-2,Private Medical Conference (S-band)
18:35-18:50,FE-2,EPO - Growth Chamber C Monitoring
18:40-19:00,FE-1,Evening work prep
18:50-19:15,FE-2,Evening work prep
19:00-19:20,FE-1,Daily food prep
19:15-19:20,FE-2,Transfer of TVIS/RED/CEVIS data to MEC
19:20-19:35,,Daily Planning Conference (S-band)
19:35-20:05,,DINNER
20:05-20:20,FE-1,БМП Ф2 Absorption Cartridge regeneration (termination)
20:05-20:30,"CDR, FE-2",Daily food prep
20:30-21:30,"CDR, FE-1",Pre-sleep
20:30-21:00,FE-2,Pre-sleep
21:00-21:05,FE-2,CCAA deactivation support in A/L
21:05-21:30,FE-2,Pre-sleep
21:30-06:00,.,SLEEP
Task List,FE-1,GSF-JAXA. ТБУ temperature monitoring (in the morning)
PLANTS-1. Payload status check (in the morning),,
GMT,CREW,ACTIVITY
06:00-06:10,,Morning Inspection
06:10-06:40,Post-sleep,
06:40-07:30,BREAKFAST,
07:30-07:45,Daily Planning Conference (S-band),
07:45-08:25,CDR,Filling EDV [KOV] for Elektron from CWC #1077
07:45-08:15,FE-1,Prep for Work
07:45-07:50,FE-2,LAB window cover closure
07:50-08:10,"Emergency, Warning Book Update",
08:10-08:20,MELFI - hardware teardown,
08:15-09:05,FE-1,"Replacement of БРПК separator on 1st line (New # 405009, b/c 00038681RФГБ1ПГО_4_424_1 0.5 CTB # 1263, Discard removed separator)"
08:25-08:55,CDR,СОЖ Maintenance
08:30-08:45,FE-2,PMA3 - pressure monitoring
08:55-09:05,CWC audit,
08:55-09:55,CDR,[АСН] raw data transfer to flash-card and downlink via OCA Tagup withspecialists via VHF (S-band if available)
09:05-09:25,FE-1,IMS update
09:15-09:35,FE-2,PMA3 - pressure monitoring
09:25-09:35,FE-1,PMIC jumper cable installation
09:35-09:50,Starting DOUG software to support SSRMS ops,
09:35-09:50,FE-2,CBCS power activation
09:50-10:25,"FE-1, FE-2",PMA 3 grapple using SSRMS
09:55-10:55,CDR,PMA3 CBM Demate
10:55-11:55,"FE-1, FE-2",PMA 3 translate using SSRMS
11:55-12:05,CDR,Node 1 nadir port CBM monitoring pre-mate
12:05-12:35,"FE-1, FE-2",PMA3 install on Node 1 nadir using SSRMS
12:35-12:50,CDR,Node1- – first stage of CBM grapple in nadir port
12:50-12:55,"FE-1, FE-2",РМА3 maneuver with SSRMS
12:55-13:40,CDR,Node 1 - second stage of CBM grapple in nadir port and bolt movement
12:55-13:55,"FE-1, FE-2",LUNCH
13:40-14:40,CDR,
13:55-14:00,"FE-1, FE-2",SSRMS breaking system activation.
14:15-14:35,PMA3 ungrapple using SSRMS,
14:35-15:00,PMA 3 maneuver using SSRMS,
15:00-15:15,CDR,Node1 - port petals closure
15:10-16:40,FE-1,Physical Exercise (TVIS) Day 2
15:15-16:35,CDR,"Fan screen cleaning on FGB interior panels 116, 316, 231, 431"
15:15-16:15,FE-2,Physical Exercise (RED)
16:15-16:20,Disconnect Display and Control Panel (DCP) power cable,
16:20-16:35,,VHF test using US ground sites
16:35-17:05,Removal of Centerline Berthing Camera System (CBCS),
16:40-17:40,FE-1,Physical Exercise (RED)
16:45-18:15,CDR,Physical Exercise (TVIS) Day 2
17:05-17:10,FE-2,Latch N1 Hatch
17:10-17:25,EPO - Growth Chamber C Monitoring,
17:25-17:40,Questionnaire - log entry,
17:40-19:10,Physical Exercise (CEVIS),
17:40-18:40,FE-1,"Ventilation grille cleaning on FGB interior panels (panels 201, 301, 401)"
18:40-19:15,Evening work prep,
18:15-19:15,CDR,Physical Exercise (VELO + RED) day 2
19:10-19:15,FE-2,Transfer TVIS/RED/CEVIS/HRM data to MEC
19:15-19:30,.,Daily Planning Conference (S-band)
19:30-20:00,DINNER,
20:00-20:30,Daily Food Prep,
20:30-21:30,Pre-sleep,
21:30-06:00,SLEEP,
Task List,FE-1,GSF-JAXA. ТБУ temperature monitoring (in the morning) / r/g 5902
PLANTS-1. Payload status check (in the morning) / r/g 5831,,
GMT,CREW,ACTIVITY
06:00-06:10,,Morning Inspection
06:10-06:40,,Post-sleep
06:40-07:30,,BREAKFAST
07:30-07:55,,Prep for Work
07:55-08:10,,Daily Planning Conference (S-band)
08:10-08:15,,Prep for Work
08:15-08:30,,ISS Crew and ГОГУ (RSA Flight Control Team) Weekly Conference (S-band)
08:30-09:30,CDR,"Cleaning FGB ГЖТ [Gas-Liquid Heat Exchanger] detachable screens 1, 2, and3"
09:30-10:30,CDR,Screen cleaning in FGB fans ЦВ1 and ЦВ2
08:30-10:00,FE-2,Physical Exercise (TVIS)
