10:30-12:00,FE-2,,Physical Exercise - CEVIS,
11:00-11:25,CDR,,ALTCRISS. ACT Spectrometer Relocation and card replacement,
11:10-12:00,FE-1,,Container 11Ф615.Б1824-А59-0 with Matching Unit 21 install to Progress 360,
11:40-13:10,CDR,,Physical Exercise (RED) – Day -1,
12:00-12:45,FE-2,,CGBA-2: Maintenance kit ops,
12:00-12:10,FE-1,,On MCC Go. Mating of Matching Unit 21 TLM Connector to БИТС2-12,
12:10-13:10,FE-1,,Physical Exercise (VELO) – Day 1,
12:45-12:55,FE-2,,Oxidation Unit Temperature Monitoring Following Elektron Activation,
12:55-13:00,FE-2,,SVG Video Converter configuration,
13:00-13:10,FE-2,,PAO Event Hardware Setup,
13:10-13:20,,,PAO Event Crew Prep,
13:20-13:40,.,,C-SPAN PAO Event (S+Ku-band),
13:40-14:40,,,Lunch,
14:40-14:50,FE-2,,FMK Teardown,
14:45-15:00,CDR,,Fluid Unit 056 Repress (Electron-VM),
14:50-14:55,,,Payload Status Check,
,FE-2,,,
14:55-15:05,,,CGBA 2 Bioprocessor: Activation,
15:00-15:20,CDR,,IMS Updates,
,,,EDV (КОВ) servicing (separation) for Elektron (Service from CWC 1035,
15:10-15:50,FE-1,,,
,,,(NOD1P2)),
15:20-17:20,CDR,,ODF updates,
15:20-17:50,FE-2,,Off-Loading US Hardware from Progress,
15:50-16:20,FE-1,,СОЖ Maintenance,
16:20-17:20,FE-1,,Local Temperature Switch No. 1417726329 (ТА251М1Б) and ROM No.,
,,1417726937 Install (ФГБ ПГО_110 (tied off to Matching Unit 21)) in Progress360,,
17:20-18:05,CDR,Evening Work Prep,,
17:20-18:50,FE-1,Physical Exercise (RED) – Day -1,,
17:50-17:55,FE-2,SVG Video Converter Reconfiguration,,
17:55-18:35,FE-2,Loading / Off-Loading US Hardware to/from Progress,,
18:05-19:05,CDR,Physical Exercise (VELO) – Day 1,,
18:35-18:42,FE-2,Evening Work Prep,,
18:42-18:47,HAM Radio Setup,,,
18:47-18:57,HAM Radio Pass,,,
18:50-18:55,FE-1,"TVIS, RED, CEVIS, and HRM Data Transfer to MEC",,
18:55-19:05,FE-1,Evening Work Prep,,
19:05-19:20,.,Daily Planning Conference (S-band),,
19:20-19:30,.,Evening Work Prep,,
19:30-20:00,.,Dinner,,
20:00-20:30,.,Daily Food Prep,,
20:30-21:30,.,Pre-Sleep,,
21:30-06:00,.,Sleep,,
Task  List,"CDR, FE-1",ISS RS Audit,,
"Inspection of [PO] shell and frame behind Panels 0.130, 134, 135, 138 and TVIS",,,,
FE-1,Condensate Transfer from CWC to EDV using filter,,,
EDV condensate processing using БПК,,,,
GMT,CREW,ACTIVITY,,
06:00-06:10,"CDR, FE-1",Morning inspection,,
06:00-06:05,FE-2,SLEEP - data logging,,
06:05-06:10,FE-2,Morning inspection,,
06:10-06:40,,Post-sleep,,
06:40-07:30,,BREAKFAST,,
07:30-07:35,CDR,Prep for  control RS1 Laptop data downlink – start. Tagup with specialists asnecessary (S-band),,
07:30-08:00,FE-2,Prep for Work,,
07:35-07:50,"CDR, FE-1",IMS tagup (VHF),,
07:50-08:10,"CDR, FE-1",Prep for Work,,
08:00-08:10,FE-2,А31Р Power Supply Audit,,
08:10-08:25,,Daily Planning Conference (S-band),,
08:25-08:55,FE-2,Node-1 SD inspection,,
08:25-08:55,FE-1,DYKHANIE. Experiment setup. Tagup with specialists (S-band),,
08:25-08:35,CDR,Prep for Work,,
08:40-08:55,CDR,Prep for  control RS1 Laptop data downlink - terminate Tagup withspecialists as necessary (S-band),,
08:55-09:15,FE-2,MELFI - ICEPAC Insertion into a Box Module,,
08:55-09:35,"CDR, FE-1",МО-1. Study of cardiac bioelectric activity at rest (То=09:10). Tagupw/specialists (VHF),,
09:15-09:25,FE-2,IWIS data download,,
09:30-09:40,FE-2,CWC Audit,,
09:35-11:05,CDR,Physical Exercise (CEVIS) Day -3,,
09:35-10:55,FE-1,DYKHANIE. Experiment termination and closeout ops,,
09:40-10:30,FE-2,CWC filling with condensate from Lab,,
10:30-11:30,FE-2,Physical Exercise RED,,
11:15-11:35,FE-1,Channel О2 ИК0501 sensor adjustment. Tagup with specialists (S-band),,
11:30-13:00,FE-2,Physical Exercise CEVIS,,
11:35-13:05,FE-1,Physical Exercise TVIS,,
12:05-13:05,CDR,Physical Exercise RED,,
13:00-13:05,FE-2,TVIS circuit breaker turn off,,
13:05-13:50,,ISS emergency fire drill.,,
13:50-14:50,,LUNCH,,
14:50-15:05,,ISS emergency fire drill conference ( S-band),,
15:05-16:05,FE-2,TVIS gyroscope steel rope replacement,,
15:05-18:05,CDR,TVIS gyroscope steel rope replacement,,
15:05-15:20,FE-1,Liquid Unit БЖ #056 (Elektron-VM) pressure monitoring,,
15:20-15:35,FE-1,Taking readings from АОК ГАНК-4М gas analyzer,,
16:05-16:20,FE-2,Crew Discretionary Conference (S + Ku-band),,
16:20-18:05,FE-2,TVIS gyroscope steel rope replacement,,
16:20-17:20,FE-1,"Physical Exercise (RED), Day 3",,
17:50-18:10,FE-1,Evening work prep,,
18:05-18:10,FE-2,Evening work prep,,
18:10-18:40,FE-1,СОЖ maintenance. Verification of ИП-1 sensor position,,
18:10-18:35,FE-2,Setting up PHS equipment,,
18:20-18:40,CDR,IMS Update,,
18:35-18:40,FE-2,Transfer TVIS/RED/CEVIS/HRM data to MEC,,
18:40-18:55,.,Daily Planning Conference (S-band),,
18:55-19:30,.,Evening work prep,,
19:30-20:00,,DINNER,,
20:00-20:30,,Daily Food Prep,,
20:30-21:30,,Pre-sleep,,
21:30-06:00,,SLEEP,,
GMT,CREW,ACTIVITY,,
06:00-06:10,,Morning inspection,,
06:10-06:40,,Post-sleep,,
06:40-07:30,,BREAKFAST,,
07:30-09:30,"CDR, FE-1",Specific EVA procedures review. Tagup with specialists (S-band),,
07:30-10:30,FE-2,Weekly Housekeeping,,
09:30-11:00,CDR,Physical Exercise (TVIS) Day 3,,
09:30-09:45,FE-1,Gas Analyzer deactivation in Soyuz 220,,
10:30-10:50,FE-2,Private Family Conference (Ku + S-band),,
11:00-12:30,FE-1,Physical Exercise (TVIS) Day 3,,
11:45-12:45,FE-2,Physical Exercise (RED),,
12:45-13:15,,Weekly Planning Conference (S-band),,
13:15-14:15,,LUNCH,,
14:15-14:30,FE-2,Food frequency questionnaire,,
14:15-17:15,"CDR, FE-1",Weekly Housekeeping,,
14:30-14:35,FE-2,Elastic Memory Composite Hinge Experiment Activation (EMCH).,,
14:35-15:15,Elastic Memory Composite Hinge Experiment Ops,,,
15:15-15:45,СОЖ Maintenance,,,
16:00-17:30,Physical Exercise (TVIS),,,
17:30-18:30,FE-1,Physical Exercise (VELO+RED) day 3,,
17:30-18:20,FE-2,Elastic Memory Composite Hinge Experiment Ops,,
18:20-18:25,Elastic Memory Composite Hinge Experiment Deactivation .,,,
18:25-18:35,Elastic Memory Composite Hinge Experiment Payload Stowage.,,,
18:30-19:30,CDR,Physical Exercise (VELO+RED) day 3,,
19:25-19:30,FE-2,Transfer TVIS/RED/HRM data to MEC,,
19:30-20:00,.,DINNER,,
20:00-20:30,,"TV Greetings to I. B. Kozlovskaya, Professor of Sensory Physiology andCountermeasures (То =19:59, Т1, Т2, Т3 - Automated daily timeline)",,
20:30-21:30,,Pre-sleep,,
21:30-06:00,,SLEEP,,
Task List,CDR,URAGAN. Observations and photography,,
FE-1,MATRYOSHKA-R. MOSFET-dosimeter reading monitoring,,,
ECON. Observation and photography,,,,
"Installation of storage batteries at nominal locations for Laptop RSK1, RSE1,SSC1",,,,
EDV condensate processing using Condensate Feed Unit (БПК),,,,
GMT,CREW,ACTIVITY,,
06:00-06:10,,Morning inspection,,
06:10-06:40,,Post-sleep,,
06:40-07:30,,BREAKFAST,,
07:30-08:00,,Prep for Work,,
08:00-08:15,,Daily Planning Conference (S-band),,
08:15-08:30,,ISS Crew and ГОГУ (RSA Flight Control Team) Weekly Conference (S-band),,
08:30-11:00,FE-2,Removal and Changeout of Flexpack in RED,,
08:30-09:50,"CDR, FE-1",Ops with Orlan replaceable elements,,
09:50-11:20,FE-1,"Physical Exercise (TVIS), day 2",,
09:50-10:50,CDR,Orlan height adjustment. Orlan tagup (S-band),,
10:50-11:50,CDR,Spacesuit and БСС [Orlan interface unit] leak checks and valve tests,,
11:00-11:45,FE-2,RED on-orbit calibration,,
11:20-12:20,FE-1,Orlan height adjustment / Orlan tagup (S-band),,
11:45-12:45,FE-2,Microbiological analysis T+2.,,
11:50-13:20,CDR,"Physical Exercise (TVIS), day 2",,
12:20-13:20,FE-1,Spacesuit and БСС [Orlan interface unit] leak checks and valve tests,,
12:45-13:40,FE-2,SD#2 cleaning in NODE 1,,
13:20-13:30,FE-1,Medical Kit config for EVA,,
13:40-14:40,,LUNCH,,
14:40-15:40,,"Review airlock ops procedure per RODF ""EVA from DC1"". Tagup as necessary(S-band)",,
15:40-15:55,CDR,БК-3 oxygen tank pressure check,,
15:40-15:45,FE-2,OCA SSC router reboot,,
15:45-15:55,FE-2,O2 level check,,
15:55-16:25,"CDR, FE-1",ПКО-BETA 08 Biomed Harness checkout using GAMMA equipment,,
16:10-17:10,FE-2,Physical Exercise (RED),,
16:25-16:40,"CDR, FE-1",Comm config,,
16:40-17:10,"CDR, FE-1",Orlan and БСС telemetry check. Orlan comm check and medical parameter test,,
17:10-18:40,FE-2,Physical Exercise (CEVIS),,
17:10-17:40,FE-1,СОЖ Maintenance,,
17:10-18:05,CDR,Physical Exercise (VELO+RED) day 2,,
17:40-18:40,FE-1,Physical Exercise (VELO+RED) day 2,,
18:20-18:40,CDR,Testing КВД [Pressure Equalization Vlv] from ПОВ panels in ПхО and in DC1Comm reconfig for nominal ops,,
18:40-18:55,"CDR, FE-1",Evening work prep,,
18:40-18:45,FE-2,Transfer TVIS/RED/CEVIS/HRM data to MEC,,
18:45-18:55,FE-2,Evening work prep,,
18:55-19:10,,Daily Planning Conference (S-band),,
19:10-19:40,,DINNER,,
19:40-20:00,,Daily Food Prep,,
20:00-20:20,,ISS crew and Program Management conference (S + Ku-band),,
20:20-20:30,,Daily Food Prep,,
20:30-21:30,,Pre-sleep,,
21:30-06:00,,SLEEP,,
Task List,CDR,RS ISS Audit,,
FE-1,EDV condensate processing using Condensate Feed Unit (БПК),,,
CDR,IMS Update,,,
GMT,CREW,,,
06:00-06:10,"CDR,FE-1",Morning inspection,,
06:00-06:05,,SLEEP - data logging,,
,FE-2,,,
06:05-06:10,,Morning inspection,,
06:10-06:40,CDR,Post-sleep,,
06:10-06:25,FE-1,Biochemical urine test,,
06:10-06:25,FE-2,,,
,,Post-sleep,,
06:25-06:55,FE-1,,,
06:25-06:40,,Biochemical urine test,,
,FE-2,,,
06:40-06:55,,Post-sleep,,
06:40-06:55,CDR,Biochemical urine test,,
06:55-07:25,.,BREAKFAST,,
07:25-07:40,.,Daily Planning Conference (S-band),,
07:40-07:55,.,ISS Crew and ГОГУ (RSA Flight Control Team) Weekly Conference (S-band),,
07:55-08:15,.,BREAKFAST,,
,"FE-1,",,,
08:15-08:45,,Periodic Health Status,,
,FE-2 (assists),,,
08:15-08:45,CDR,DYKHANIE. Experiment setup. Tagup with specialists (S-band),,
,CDR,,,
08:45-09:15,,Periodic Health Status,,
,FE-1 (assists),,,
08:45-09:05,,LOCD - media photography,,
,FE-2,,,
09:05-10:05,,CFE - hardware setup,,
09:15-10:35,CDR,DYKHANIE. Experiment and closeout ops,,
09:35-10:35,FE-1,Physical Exercise (RED),,
10:05-12:05,FE-2,CFE - Vane Gap 2 Test,,
10:35-13:35,"CDR,FE-1",TORU Training. Tagup with specialists (S-band),,
12:05-12:35,,CFE - hardware teardown,,
,FE-2,,,
12:35-13:35,,Physical Exercise (RED),,
13:35-14:35,.,LUNCH,,
14:35-15:15,FE-2,PHS and МО-9 hardware stow,,
14:35-16:20,FE-1 (assists),,,
,,BIMS. Experiment ops. Tagup with specialists (S-band),,
15:05-15:55,CDR,,,
15:15-15:30,,Food frequency questionnaire,,
,FE-2,,,
15:30-15:50,,IMS Update,,
15:55-16:55,CDR,Physical Exercise (VELO+RED) day 4,,
16:00-17:30,FE-2,Physical Exercise (CEVIS),,
16:20-16:50,FE-1,СОЖ Maintenance,,
16:55-18:25,CDR,Physical Exercise (TVIS) Day 4,,
17:15-18:45,FE-1,Physical Exercise (CEVIS),,
17:30-17:40,FE-2,O2 level check,,
17:40-17:45,,OCA SSC router reboot,,
17:45-17:50,,SSC file server reboot,,
17:50-17:55,,Connect DCP Power Cable,,
17:55-18:25,FE-2,Prep for Work,,
18:25-18:45,CDR,,,
18:40-18:45,FE-2,Transfer TVIS/RED/CEVIS/HRM data to MEC,,
18:45-19:00,.,Daily Planning Conference (S-band),,
19:00-19:10,.,Prep for Work,,
19:10-19:35,.,Daily Food Prep,,
19:35-19:55,.,Flight Director / ISS Crew Tagup (S-band),,
19:55-20:30,.,DINNER,,
20:30-21:30,.,Pre-sleep,,
21:30-06:00,.,SLEEP,,
GMT,CREW,ACTIVITY,,
06:00-06:10,.,Morning inspection,,
06:10-06:40,.,Post-sleep,,
06:40-07:15,FE-1,BREAKFAST,,
06:40-07:30,"CDR, FE-2",BREAKFAST,,
07:15-07:30,FE-1,БМП Ф1 filter regeneration (start),,
07:30-07:45,.,Daily planning conference (S-band),,
07:45-08:15,"CDR, FE-2",Work prep,,
07:45-08:00,FE-1,BREAKFAST,,
08:00-08:15,FE-1,Work prep,,
08:15-08:45,"CDR, FE-1",EVA Support Panel (ПОВ) check. Tagup with EVA specialists.,,
08:45-10:45,"CDR, FE-1",Review of EVA procedure and preliminary timeline. View DVD. Tagup with EVAspecialists,,
09:45-10:45,FE-2,Physical exercise (RED),,
10:45-12:00,CDR,"Physical exercise (RED), day 2",,
10:45-12:00,FE-1,"Physical exercise (VELO), day 2",,
10:45-12:15,FE-2,Physical exercise (CEVIS),,
12:00-13:15,FE-1,"Physical exercise (RED), day 2",,
12:00-13:15,CDR,"Physical exercise (VELO), day 2",,
13:15-14:15,.,LUNCH,,
14:15-14:45,FE-2,Reconfigure HAM radio,,
14:15-16:00,"CDR, FE-1",Review of EVA procedure and preliminary timeline. View DVD. Tagup with EVAspecialists,,
15:05-15:20,FE-2,Crew discretionary event (S-band),,
16:00-16:15,.,RPM OBT conference,,
16:15-17:15,"CDR, FE-1",Prep of АСН-М Satellite Navigation Equipment HF cable 17КС.30Ю 8630А-2410.Photo imagery. Tagup with specialists,,
17:15-17:20,FE-2,Amateur radio equipment prep,,
17:15-17:35,FE-1,Edit IMS data,,
17:15-17:55,CDR,Recharge EDV Purified Water Container (КОВ) from CWC No. 1068 (~5 L) and1035 for the Elektron system,,
17:20-17:30,FE-2,Amateur radio session,,
17:30-17:50,FE-2,Conference on loading Progress No. 360.,,
17:55-18:25,CDR,СОЖ maintenance,,
18:00-18:10,FE-2,Video camera prep for Orlan ops,,
18:00-18:35,FE-1,Evening work prep,,
18:10-18:15,FE-2,"Transfer TVIS, RED, CEVIS, and HRM data to MEC",,
18:15-18:35,FE-2,Evening work prep,,
18:25-18:35,CDR,Evening work prep,,
18:35-18:50,.,Daily planning conference (S-band),,
18:50-19:15,FE-1,Evening work prep,,
18:50-19:30,"CDR, FE-2",Evening work prep,,
19:15-19:30,FE-1,Daily food prep,,
19:30-20:00,.,DINNER,,
20:00-20:15,FE-1,Daily food prep,,
20:00-20:30,"CDR, FE-2",Daily food prep,,
20:15-21:00,FE-1,Pre-sleep,,
20:30-21:30,"CDR, FE-2",Pre-sleep,,
21:00-21:15,FE-1,БМП Ф1 filter regeneration (complete),,
21:15-21:30,FE-1,Pre-sleep,,
21:30-06:00,.,SLEEP,,
Task List,"CDR, FE-1",ISS RS Audit,,
FE-1,Pump condensate from CWC to EDV through filter,,,
Check operability of the Regul-OS–packet link by replacing БСР-ТМ with БСРNo. 2,,,,
GMT,CREW,ACTIVITY,,
06:00-06:10,.,Morning Inspection,,
06:10-06:40,Post-Sleep,,,
06:40-07:30,Breakfast,,,
07:30-10:30,"CDR, FE-1",Weekly Station Housekeeping,,
07:30-07:35,FE-2,MEFLI Bioprocessor: Status Check,,
07:35-07:40,CGBA 4 Bioprocessor: Status Check,,,
08:35-09:35,Physical Exercise - RED,,,
09:35-12:50,SSC Software Load,,,
10:30-12:00,FE-1,Physical Exercise – TVIS – Day 4,,
11:45-13:15,CDR,Physical Exercise – TVIS – Day 4,,
12:50-13:15,FE-2,Crew Discretionary Event (S-band),,
13:15-13:45,,Weekly Planning Conference (S-band),,
13:45-14:45,Lunch,,,
14:45-14:50,БИ-2,MEFLI Bioprocessor: Status Check,,
14:50-17:35,SSC Software Load,,,
16:30-17:30,CDR,Physical Exercise (VELO+RED) – Day 4,,
17:15-18:15,FE-1,Physical Exercise (VELO+RED) – Day 4,,
17:35-18:00,CDR,ALTCRISS. ACT spectrometer functionality checkout. Tagup with specialists.(S-band),,
17:45-19:15,FE-2,Physical Exercise - TVIS,,
19:00-19:30,CDR,СОЖ Maintenance,,
19:15-19:20,FE-2,CGBA 4 Bioprocessor: Status Check,,
19:20-19:25,MEFLI Bioprocessor: Status Check,,,
19:25-19:30,"TVIS, RED, CEVIS, and HRM Data Transfer to MEC",,,
19:30-20:00,.,Dinner,,
20:00-20:30,Daily Food Prep,,,
20:30-21:30,Pre-Sleep,,,
21:30-06:00,Sleep,,,
Task list,CDR,URAGAN. Observation and Photo Imagery,,
,"СКК. Imagery of Cassettes 2, 9",,,
FE-1,ECON. Observation and Photo Imagery.,,,
GMT,CREW,,,
06:00-06:10,"CDR,FE-1",Morning inspection,,
06:00-06:05,,SLEEP - data logging,,
,FE-2,,,
06:05-06:10,,Morning inspection,,
,CDR,Calf volume measurement,,
06:10-06:20,,,,
,FE-1,МО-8. Set-up,,
06:10-06:25,FE-2,Post-sleep,,
06:20-06:35,CDR,Body mass measurement,,
06:20-06:40,FE-1,Post-sleep,,
06:25-06:35,FE-2,Calf volume measurement,,
06:35-07:05,CDR,Post-sleep,,
06:35-06:50,FE-2,Body mass measurement,,
06:40-06:50,,Calf volume measurement,,
,FE-1,,,
06:50-07:05,,Body mass measurement,,
06:50-07:05,FE-2,Post-sleep,,
07:05-07:35,"CDR,FE-2",BREAKFAST,,
07:05-07:15,,MO-8. Close-out ops,,
,FE-1,,,
07:15-07:35,,BREAKFAST,,
07:35-07:50,.,Daily Planning Conference (S-band),,
07:50-08:05,CDR,СТТС comm system switchover to the primary string,,
07:50-08:30,FE-1,,,
07:50-08:15,FE-2,BREAKFAST,,
08:05-08:25,CDR,,,
08:15-08:45,FE-2,Prep for Work,,
08:30-11:30,"CDR,FE-1",Removal of Progress 359 Kurs A hardware,,
08:45-08:55,,EMCH - hardware assembly,,
08:55-09:00,,EMCH - activation,,
09:00-09:40,,EMCH - operations,,
09:40-10:05,,EMCH - operations,,
,FE-2,,,
10:05-10:10,,EMCH - deactivation,,
10:10-10:20,,EMCH - stowage,,
10:20-11:20,,RED cable replacement,,
11:20-12:05,,On-orbit calibration of RED,,
11:30-14:00,CDR,PROFILAKTIKA. Cycle Ergometer Experiment. Tagup (S-band),,
,,"Charging Laptop RS2 and Laptop RS3 batteries  - set up, start charge. Tagup with",,
11:30-12:00,,,,
,,specialists (as necessary) (S-band),,
,FE-1,"БРПК-2 СРВ-К2М R&R (Remove БРПК No803025, stow at СМ1РО_1_135_1.",,
,,Demate Ш194/40 TLM-connector –do not wait for MCC GO. Install БРПК,,
12:00-13:30,,,,
,,"#803026 B/C 004709R (СМ1РО_1_135_1, access through pnl 224), mate",,
,,Ш194/40 TLM-connector –On MCC GO),,
12:05-13:05,FE-2,Physical Exercise (RED),,
13:00-13:10,FE-1,On MCC GO Mate БРПК-2 Ш194/40 TLM-connector,,
13:15-14:00,FE-2,Microbial sampling using MAS kit,,
13:30-13:50,FE-1,Cleaning БВН [Heater Fan ] screen in Soyuz,,
13:55-14:00,Charging Laptop RS2 and Laptop RS3 batteries - monitoring charge,,,
14:00-15:00,.,LUNCH,,
15:00-16:00,CDR,"Changeout of SM ПФ1-4 Dust Filter Cartridge (ФГБ_224_1, bag 354-5 or ФГБ226_313_1, cone, 0.5 СТВ 1097. Update IMS)",,
15:00-16:15,FE-2,Surface Sample Kit (SSK) Collection/Incubation,,
15:20-16:00,FE-1,Evening work prep,,
16:00-16:30,CDR,RS Stationary Light Fixtures [СД] Audit Closeout Ops. Tagup with specialists (asnecessary) (S-band),,
,FE-1,Charging Laptop RS2 and Laptop RS3 batteries - closeout ops.  Tagup withspecialists (as necessary) (S-band),,
16:15-16:45,FE-2,СОЖ Maintenance,,
16:30-18:00,CDR,Cleaning ventilation screens on FGB interior panels,,
16:30-19:00,FE-1,PROFILAKTIKA. Cycle Ergometer Experiment. Tagup (S-band),,
16:45-18:15,FE-2,Physical Exercise (CEVIS),,
18:15-18:55,Evening work prep,,,
18:15-19:00,CDR,,,
18:55-19:00,FE-2,Transfer of TVIS/RED/CEVIS data to MEC,,
19:00-19:15,.,Daily Planning Conference (S-band),,
19:15-19:30,.,Evening work prep,,
19:30-20:00,.,DINNER,,
20:00-20:30,.,Daily food prep,,
20:30-21:30,.,Pre-sleep,,
21:30-06:00,.,SLEEP,,
Task List,FE-1,IMS update,,
БСПН Log File Downlink,,,,
GMT,,,,
06:00-06:10,.,,Morning inspection,
06:10-06:40,.,,Post-sleep,
06:40-07:30,"CDR,FE-1",,BREAKFAST,
06:40-07:20,FE-2,,BREAKFAST,
07:20-07:25,FE-2,,HAM radio setup,
07:25-07:35,FE-2,,HAM radio session,
07:30-08:00,"CDR,FE-1",,Prep for Work,
07:35-08:00,FE-2,,Prep for Work,
08:00-09:30,.,,EVA timeline review. Tagup with specialists (S-band),
09:30-10:00,CDR,,FORP Decontamination Kit Setup,
10:30-11:30,FE-2,,Physical Exercise (RED),
10:30-12:00,FE-1,,"Physical Exercise (TVIS), Day 2",
11:30-12:05,FE-2,,Crew return prep,
12:00-13:00,CDR,,Physical Exercise (VELO+RED) day 2,
12:15-12:45,FE-2,,STS 13А EVA Conference (S-band),
12:55-13:00,FE-1,,On MCC Go ISS air repress from Progress 360 СрПК (start),
13:00-14:00,.,,LUNCH,
14:00-14:05,FE-2,,DCS 760 EVA Camera Battery Charging,
14:00-14:05,FE-1,,ISS air repress from Progress No360 СрПК (terminate),
14:00-14:40,CDR,,Filling EDV (KOB) for Elektron from CWC 1043,
14:05-14:10,FE-2,,Payload status check,
14:05-14:20,FE-1,,Soyuz АСУ activation,
14:10-14:20,FE-2,,ALTEA DAU Restart,
14:20-14:35,FE-1,,Setting up PILLE dosimeters for EVA,
14:35-14:50,FE-1,,UROLUX hardware setup,
14:40-15:10,CDR,,СОЖ Maintenance /,
15:25-15:40,FE-2,,Private Medical Conference (Ku + S-band),
15:30-17:00,CDR,,"Physical Exercise (TVIS), Day 2",
15:40-17:10,FE-2,,Physical Exercise (CEVIS),
16:15-16:35,FE-1,,IMS Update,
16:35-16:50,FE-1,,Private Medical Conference (Ku + S-band),
16:50-17:50,FE-1,,Physical Exercise (VELO+RED) day 2,
17:10-17:25,CDR,,Private Medical Conference (Ku + S-band),
17:10-18:10,FE-2,,Transfer of DCS 760 camera,
17:50-18:00,FE-1,,Evening work prep,
18:05-18:45,CDR,,Evening work prep,
18:10-18:15,FE-2,,"Transfer TVIS, RED, HRM, and CEVIS data to MEC.",
18:15-18:55,FE-1,,Evening work prep,
18:15-19:15,FE-2,,Evening work prep,
18:55-19:15,CDR,,Evening work prep,
19:10-19:15,FE-1,,Evening work prep,
19:15-19:30,.,,Daily Planning Conference (S-band),
19:30-20:00,.,,DINNER,
20:00-20:30,.,Daily Food Prep,,
20:30-21:30,.,Pre-sleep,,
21:30-10:20,.,SLEEP,,
GMT,CREW,ACTIVITY,,
06:00-06:10,.,Morning inspection,,
06:10-06:40,.,Post-sleep,,
06:40-07:30,.,BREAKFAST,,
09:15-09:45,"CDR,FE-1",Skills training for the Shuttle R-Bar Pitch Maneuver,,
09:45-09:50,FE-1,Downlink images obtained during RPM OBT,,
10:00-11:30,FE-1,Physical Exercise (TVIS) Day 3,,
11:30-13:00,CDR,Physical Exercise (TVIS) Day 3,,
12:00-13:00,FE-2,Physical Exercise (RED),,
13:00-14:00,.,LUNCH,,
14:00-14:30,FE-2,"СОЖ Maintenance (СВО data calldown, СПК-У counter)",,
14:35-14:50,FE-2,Private Family Conference (S + Ku-band),,
14:55-16:25,FE-2,Physical Exercise (TVIS),,
15:50-16:05,CDR,"Motorola phone charging setup, start charge.  Tagup with specialists asnecessary (S-band",,
16:20-16:25,CDR,Motorola phone charging - status check,,
16:25-16:40,FE-2,Private Psychological Conference (Ku + S-band),,
16:25-17:25,FE-1,Physical Exercise (VELO+RED) day 3,,
16:40-16:45,CDR,Motorola phone charging - status check,,
16:45-16:50,FE-2,HAM radio setup,,
16:50-17:00,FE-2,HAM radio session,,
17:00-17:05,CDR,Motorola phone charging - status check,,
17:05-17:15,CDR,"Motorola phone charging - terminate charging, cleanup",,
17:15-18:15,CDR,Physical Exercise (VELO+RED) day 3,,
18:15-18:30,.,Evening work prep,,
18:30-18:45,.,Daily Planning Conference (S-band),,
18:45-19:30,.,Evening work prep,,
19:30-20:00,.,DINNER,,
20:00-20:30,.,Daily food prep,,
20:30-21:30,.,Pre-sleep,,
21:30-06:00,.,SLEEP,,
Task List,FE-1,DIATOMEA. World Ocean Observations,,
GMT,CREW,ACTIVITY,,
06:00-06:10,.,Morning inspection,,
06:10-06:40,Post-sleep,,,
06:40-07:30,BREAKFAST,,,
10:00-11:30,FE-1,"Physical Exercise (TVIS), day 4",,
11:30-13:00,CDR,,,
12:00-13:00,FE-2,Physical Exercise (RED),,
13:00-14:00,.,LUNCH,,
14:00-14:30,FE-1,Replacement of urine receptacle [МП] and filter-insert [Ф-В] in the toilet[АСУ],,
14:20-14:35,CDR,Private Psychological Conference (VHF),,
14:40-14:55,FE-2,Private Family Conference (Ku + S-band),,
14:45-15:15,CDR,"СОЖ maintenance. СВО, СП data calldown. Report to the ground УОВПоток 150МК [Potok Air Purification System] total operation hours,ON time duration",,
15:15-16:45,FE-2,Physical Exercise (TVIS),,
15:55-16:10,FE-1,Private Psychological Conference (VHF),,
16:20-16:35,CDR,TV downlink showing DC1-Progress interface before hatch closing (Ku-band),,
16:45-17:45,FE-1,Physical Exercise (VELO+RED) day 4,,
17:15-18:15,CDR,,,
18:15-18:30,.,Daily Planning Conference (S-band),,
18:30-19:30,Evening work prep,,,
19:30-20:00,DINNER,,,
20:00-20:30,Daily Food Prep,,,
20:30-21:30,Pre-sleep,,,
21:30-06:00,SLEEP,,,
Task List,FE-1,DIATOMEA. World Ocean Observations,,
GMT,CREW,ACTIVITY,,
06:00-06:10,,Morning inspection,,
06:10-06:40,,Post-sleep,,
06:40-07:30,,BREAKFAST,,
07:30-07:55,,Prep for Work,,
07:55-08:10,,Daily Planning Conference (S-band),,
08:10-08:25,,ISS crew and ГОГУ (RSA Flight Control Team) weekly conference (S-band),,
08:25-09:55,CDR,RELAXATION. Equipment setup. Tagup (S-band),,
08:25-09:00,FE-1,Crew time for ISS adaptation and orientation,,
08:25-08:30,FE-2,Prep for Work,,
08:30-08:50,FE-2,EXPRESS Rack 5 - Laptop replacement,,
09:00-10:00,FE-1,Physical Exercise (RED),,
09:00-09:15,FE-2,Testing Kenwood HAM radio settings,,
09:15-09:35,FE-2,EXPRESS Rack 5: Starting software upload,,
09:35-10:05,FE-2,СОЖ Maintenance,,
10:00-10:35,CDR,RELAXATION. Observation using UVC. Tagup (S-band),,
10:00-10:25,FE-1,Crew time for ISS adaptation and orientation,,
10:25-10:45,FE-1,IMS Update,,
10:35-10:45,FE-2,EXPRESS Rack 5: terminate Interface Controller software upload,,
