0,1,2,3,4,5,6,7,8,9,10,13,14
15:20-15:30,FE-4,IZGIB-DAKON Sensor Rotation and Photography,,,,,,,,,,
15:25-15:35,FE-6,Transfer Conference for ULF7,,,,,,,,,,
15:30-17:00,FE-4,Physical Exercise (T2) Day 4,,,,,,,,,,
15:35-16:15,FE-6,PGT Checkout,,,,,,,,,,
15:55-16:10,"CDR, FE-1",ON MCC GO Re-mating БКС Connectors after Installation of СБИ Cable17КС.42Ю 8242А9180,,,,,,,,,,
16:10-16:25,CDR,Verify ИП-1 sensor positions,,,,,,,,,,
16:10-17:10,FE-1,"Physical Exercise (VELO), Day 3",,,,,,,,,,
16:15-17:00,FE-6,Remove Items From US Airlock,,,,,,,,,,
16:25-17:05,CDR,СОЖ Maintenance,,,,,,,,,,
16:45-17:30,FE-5,Stow laptops and equipment used during SSC V4 transition,,,,,,,,,,
17:00-17:10,FE-4,IZGIB-DAKON Sensor Rotation and DAKON Activation,,,,,,,,,,
17:00-18:30,FE-6,Physical Exercise (ARED),,,,,,,,,,
17:10-17:30,FE-1,IMS Update,,,,,,,,,,
17:10-18:10,CDR,"Physical Exercise (VELO), Day 3",,,,,,,,,,
17:15-17:20,FE-3,Restow MARES Vibration Isolation Frame (VIF) at MARES COL1F3 location,,,,,,,,,,
17:20-17:30,FE-3,Restow items at Columbus Rack Front,,,,,,,,,,
17:30-18:30,FE-5,Physical Exercise T 2,,,,,,,,,,
17:35-17:45,FE-3,Formaldehyde Monitoring Kit (FMK) Stow Operations,,,,,,,,,,
17:40-18:10,FE-4,IZGIB -DAKON. Closeout Ops,,,,,,,,,,
17:45-18:00,FE-3,EMU LLB Battery Charge (end),,,,,,,,,,
18:00-18:15,FE-3,IMS and Stowage Conference,,,,,,,,,,
18:10-18:20,CDR,Equipment prep for PAO,,,,,,,,,,
18:10-18:15,FE-4,Hematocrit  Hardware Setup,,,,,,,,,,
18:15-18:30,FE-3,Evening Work Prep,,,,,,,,,,
18:20-18:30,"CDR, FE-1,FE-4",TV (ISS-MCC) TV Greetings to the Participants of Google Lunar X Prize Summit(Ku + S-band),,,,,,,,,,
18:30-18:55,,Daily Planning Conference (S-band),,,,,,,,,,
18:55-19:30,"FE-4, FE-5",Evening Work Prep,,,,,,,,,,
18:55-19:20,"CDR, FE-1",,,,,,,,,,,
18:55-19:05,FE-6,TOCA 2 Data Recording,,,,,,,,,,
18:55-19:00,FE-3,EPM Laptop Activation,,,,,,,,,,
19:00-19:30,FE-3,Evening Work Prep,,,,,,,,,,
19:05-19:30,FE-6,,,,,,,,,,,
19:20-21:20,"CDR, FE-1",Pre-sleep,,,,,,,,,,
19:30-21:30,"FE-4, FE-5,FE-6",,,,,,,,,,,
19:30-19:35,FE-3,MPC Power Up,,,,,,,,,,
19:35-21:25,FE-3,Pre-sleep,,,,,,,,,,
21:20-21:30,FE-1,RUSALKA Battery Charge,,,,,,,,,,
21:20-21:30,CDR,SONOCARD Experiment Start,,,,,,,,,,
21:25-21:30,FE-3,MPC Power Down,,,,,,,,,,
21:30-06:00,,SLEEP,,,,,,,,,,
Task List,"CDR, FE-1,FE-4",Preparation of reports for Roskosmos site,,,,,,,,,,
FE-4,Progress 411 Transfers and IMS Updates,,,,,,,,,,,
GMT,CREW,,ACTIVITY,,,,,,,,,
06:00-06:10,"CDR, FE-1,FE-4",,Hematocrit  Test,,,,,,,,,
06:00-06:10,"FE-3, FE-5,FE-6",,Morning Inspection,,,,,,,,,
06:10-06:20,FE-1,,Morning Inspection,,,,,,,,,
06:10-06:40,"FE-3, FE-5,FE-6",,Post-sleep,,,,,,,,,
06:10-06:15,CDR,,Hematocrit  Equipment stow.,,,,,,,,,
06:10-06:40,FE-4,,"SPRUT-2. Setup, Body Mass Measurement, and Cleanup. Tagup (S-band)",,,,,,,,,
06:15-06:25,CDR,,SONOCARD Experiment Termination,,,,,,,,,
06:20-06:50,FE-1,,Post-sleep,,,,,,,,,
06:25-06:35,CDR,,Morning Inspection. Test SM ПСС [Caution & Warning Panel],,,,,,,,,
06:35-07:00,CDR,,Post-sleep,,,,,,,,,
06:40-07:40,FE-4,,SPRUT-2. Experiment Ops. Tagup (S-band),,,,,,,,,
06:40-07:30,"FE-3, FE-5,FE-6",,BREAKFAST,,,,,,,,,
06:50-07:40,FE-1,,,,,,,,,,,
07:00-07:40,CDR,,,,,,,,,,,
07:30-07:45,FE-5,,Work Prep,,,,,,,,,
07:30-07:50,"FE-3, FE-6",,,,,,,,,,,
07:40-07:55,FE-1,,,,,,,,,,,
07:40-07:55,CDR,,SONOCARD Copy RSE-MED Laptop Data,,,,,,,,,
07:40-07:55,FE-4,,Post-sleep,,,,,,,,,
07:45-07:55,FE-5,,EHS GC/DMS Ops Start,,,,,,,,,
07:55-08:20,,,Daily Planning Conference (S-band),,,,,,,,,
08:20-09:20,FE-4,,BREAKFAST,,,,,,,,,
08:20-08:30,FE-5,,HAM Radio Setup,,,,,,,,,
08:20-08:30,CDR,,Deactivate MRM1 Multifunction Indicator Panel (МПИ),,,,,,,,,
08:20-08:30,FE-3,,Food Frequency Questionnaire,,,,,,,,,
08:30-09:10,"CDR ,FE-1",,Replace Liquid Unit (БЖ) in Elektron-VM Oxygen Supply System [СКО] (RemoveБЖ #056). Tagup with specialists,,,,,,,,,
08:30-08:35,FE-3,,CGBA-5 Status Check,,,,,,,,,
08:30-08:35,FE-6,,Video Camera Assembly 1 (VCA1) Adjustment,,,,,,,,,
08:30-08:45,FE-5,,ISS HAM Radio Session from SM,,,,,,,,,
08:35-10:50,FE-6,,COL Sampling Adapter Filling,,,,,,,,,
08:35-09:35,FE-3,,Physical Exercise (CEVIS),,,,,,,,,
08:45-11:40,FE-5,,Hardware Prepack for Return on ULF7,,,,,,,,,
09:10-09:20,"CDR, FE-1",,On MCC Go Demate БИТС2-12 TM-connectors,,,,,,,,,
09:20-10:00,FE-4,,"IZGIB-DAKON Remove Hardware from DC1, Install and Activate in MRM2",,,,,,,,,
09:20-10:40,"CDR, FE-1",,Replace Liquid Unit (БЖ) in Elektron-VM Oxygen Supply System [СКО] (RemoveБЖ #056).Tagup with specialists,,,,,,,,,
09:35-11:05,FE-3,,Physical Exercise (ARED),,,,,,,,,
10:35-11:15,FE-4,,СОЖ Maintenance,,,,,,,,,
10:50-13:10,FE-6,,Hardware Prepack for Return on ULF7,,,,,,,,,
11:00-11:15,FE-1,,RADIO LINK DATA TRANSMISSION (РСПИ). РСПИ Acknowledgment on RSS2/ r/g 6710,,,,,,,,,
11:05-11:15,CDR,,"Activate MRM1 Multifunction Indicator Panel (МПИ) / Manual Controls [РСУ],8.3, p. 8-4",,,,,,,,,
11:05-13:10,FE-3,,Hardware Prepack for Return on ULF7,,,,,,,,,
11:15-11:30,"CDR, FE-1,FE-4",,IMS Tagup (S-band),,,,,,,,,
11:30-13:00,FE-1,,Physical Exercise (T2) Day 4,,,,,,,,,
11:30-12:00,FE-4,,"Changeout of СРВ-К2М Multi-Filtration Unit. Install #1009046(00050571R,СМ1РО_1_134_1). Pre-pack БКО you have removed fordisposal. Update the IMS.",,,,,,,,,
11:30-13:00,CDR,,Physical Exercise (ARED),,,,,,,,,
11:40-12:40,FE-5,,Physical Exercise (CEVIS),,,,,,,,,
12:00-13:00,FE-4,,"Physical Exercise (VELO), Day 1",,,,,,,,,
12:40-12:50,FE-5,,Food Frequency Questionnaire,,,,,,,,,
12:50-13:50,FE-5,,LUNCH,,,,,,,,,
13:00-14:00,"CDR, FE-1,FE-4",,LUNCH,,,,,,,,,
13:10-14:10,"FE-3,FE-6",,LUNCH,,,,,,,,,
13:50-13:55,FE-5,,EHS GC/DMS Ops Terminate,,,,,,,,,
13:55-14:05,FE-5,,CSPN Camera Preparation,,,,,,,,,
14:00-14:30,FE-4,,Transfer urine from EDV-U to Progress 411 Rodnik Water Tank 2. Pump outone EDV-U lid 877 п.35 (Do not pump out EDV-U lid 883),,,,,,,,,
15:00-16:30,FE-4,,Relocate Russian Items from US Stowage Locations in FGB / r/g 6712,,,,,,,,,
14:00-15:20,"CDR, FE-1",,Replace Liquid Unit (БЖ) in Elektron-VM Oxygen Supply System [СКО] (InstallБЖ #011). Tagup with specialists,,,,,,,,,
14:05-14:15,FE-5,,CSPN Search for Acetic Acid in MELFI,,,,,,,,,
14:10-14:15,FE-3,,COLUMBUS - AORG History Documentation Photo,,,,,,,,,
14:10-14:20,FE-6,,Food Frequency Questionnaire,,,,,,,,,
14:15-14:25,FE-3,,PHS Evaluation Setup,,,,,,,,,
14:15-14:20,FE-5,,CSPN-KFT Acetic Acid Ethanol Leak Check.,,,,,,,,,
14:20-14:30,FE-5,,Retrieve CsPIN Samples from Micro-G,,,,,,,,,
14:25-14:40,"FE-3, FE-6(assists)",,Periodic Health Status,,,,,,,,,
14:30-14:40,FE-5,,Retrieve CsPIN Samples from 1G,,,,,,,,,
14:40-15:35,FE-5,,Prepare 3 CsPIN Samples for Fixation,,,,,,,,,
14:40-14:55,"FE-6, FE-3(assists)",,Periodic Health Status,,,,,,,,,
14:55-15:20,FE-3,,Periodic Health Status (PHS) Data Entry and Hardware Stowage,,,,,,,,,
15:20-15:30,"CDR, FE-1",,On MCC Go Mate Elektron-VM Liquid Unit #011 Oxygen Supply System TLConnectors,,,,,,,,,
15:30-16:10,"CDR, FE-1",,Replace Liquid Unit (БЖ) in Elektron-VM Oxygen Supply .System [СКО] (InstallБЖ #011). Tagup with specialists,,,,,,,,,
15:30-15:50,FE-3,,"Disconnect CGBA-5 cable, connect CSI-05 cable",,,,,,,,,
15:35-15:45,FE-5,,CSPN MELFI Acetic Acid Ethanol (AAE) KFT Insert,,,,,,,,,
15:45-16:05,FE-5,,CSPN Photo Downlink,,,,,,,,,
15:50-16:00,FE-3,,RFTA Access,,,,,,,,,
16:00-16:20,FE-3,,RFTA Reconfiguration For Urine Processing,,,,,,,,,
16:20-16:30,FE-3,,RFTA Cleanup Ops,,,,,,,,,
16:05-16:15,FE-5,,RWS Cable Checkout,,,,,,,,,
16:10-17:10,CDR,,"Audit, Photo, and Handover of EVA Dummy Cnctr Kit to USOS",,,,,,,,,
16:10-16:30,FE-1,,RADIO LINK DATA TRANSMISSION (РСПИ). БСПН Log-File Dump,,,,,,,,,
16:15-17:45,FE-5,,Physical Exercise (ARED),,,,,,,,,
16:30-17:20,FE-3,,US Printer Replacement in SM,,,,,,,,,
16:30-18:00,FE-4,,Physical Exercise (T2) Day 1,,,,,,,,,
17:00-17:10,FE-6,,Transfer electrical dummy connector kit to USOS,,,,,,,,,
17:20-17:35,"FE-3, FE-6",,MELFI to Glacier Sample Transfer Review.,,,,,,,,,
17:10-17:35,CDR,,Evening Work Prep,,,,,,,,,
17:35-18:05,"FE-3, FE-6",,Sample transfer from GLACIER to MELFI,,,,,,,,,
17:35-18:35,CDR,,Physical Exercise (T2) Day 4,,,,,,,,,
17:45-18:25,FE-5,,Hardware Prepack for Return on ULF7,,,,,,,,,
17:50-18:50,FE-1,,"Physical Exercise (VELO), Day 4",,,,,,,,,
18:05-18:15,FE-3,,Monitoring,,,,,,,,,
18:05-18:35,FE-6,,Evening Work Prep,,,,,,,,,
18:00-18:20,FE-4,,IMS Update,,,,,,,,,
18:15-18:30,FE-3,,Prep for ULF7,,,,,,,,,
18:20-18:35,FE-4,,Evening Work Prep,,,,,,,,,
18:25-18:35,FE-5,,ULF7 Pre-pack Review,,,,,,,,,
18:35-19:00,"CDR, FE-3,FE-4, FE-5,FE-6",,Daily Planning Conference (S-band),,,,,,,,,
18:50-19:10,FE-1,,Evening Work Prep,,,,,,,,,
19:00-19:10,"CDR, FE-3,FE-4, FE-5,FE-6",,,,,,,,,,,
19:10-19:15,FE-3,,MPC Power Up,,,,,,,,,
19:10-20:20,"CDR, FE-1,FE-4, FE-5,FE-6",,Pre-sleep,,,,,,,,,
19:15-20:20,FE-3,,,,,,,,,,,
20:20-20:40,,,Flight Director / ISS Crew Tagup (S-band),,,,,,,,,
20:40-21:25,FE-3,,Pre-sleep,,,,,,,,,
20:40-21:30,"CDR, FE-1,FE-4, FE-5,FE-6",,,,,,,,,,,
21:25-21:30,FE-3,,MPC Power Down,,,,,,,,,
21:30-06:00,,,SLEEP,,,,,,,,,
Task List,"CDR, FE-1,FE-4",,Preparation of reports for Roskosmos site,,,,,,,,,
GMT,CREW,ACTIVITY,,,,,,,,,,
03:00-03:10,"CDR,FE-4",Morning Inspection,,,,,,,,,,
03:00-03:10,FE-1,Morning Inspection. SM ПСС [Caution & Warning Panel] Test,,,,,,,,,,
03:10-03:40,"CDR,FE-1,FE-4",Post-sleep,,,,,,,,,,
03:40-04:30,"CDR,FE-1,FE-4",BREAKFAST,,,,,,,,,,
04:30-04:50,"CDR,FE-1,FE-4",Work Prep,,,,,,,,,,
04:35-04:50,.,Daily Planning Conference (S-band),,,,,,,,,,
05:05-05:15,"FE-1,FE-4",Work Prep,,,,,,,,,,
04:50-05:05,CDR,Work Prep,,,,,,,,,,
05:05-07:05,CDR,Installation of arch frame in MRM1,,,,,,,,,,
05:15-06:15,FE-1,Physical Exercise (T2) Day 1,,,,,,,,,,
05:50-06:15,FE-4,"ISS-MCC TV Greetings to twice Hero of the USSR, USSR pilot-cosmonaut V.A. Liakhov on his 70th birthday (То=05:45, Т1,Т2,Т3from СПП)",,,,,,,,,,
06:15-06:25,FE-1,"BAR Terminate Pyren Charge""",,,,,,,,,,
06:25-07:15,FE-1,Download Pille Dosimeter Readings,,,,,,,,,,
07:05-08:35,CDR,Physical Exercise (T2) Day  1,,,,,,,,,,
07:05-08:05,FE-4,Physical Exercise (VELO),,,,,,,,,,
07:15-09:15,FE-1,Installation of arch frame in MRM1,,,,,,,,,,
08:05-09:35,FE-4,Physical Exercise (T2) Day  2,,,,,,,,,,
08:35-08:40,CDR,IZGIB -DAKON Hardware Status Check. Report to MCC. Tagup withspecialists (S-band),,,,,,,,,,
09:00-09:35,CDR,"IZGIB-DAKON. Copy data to USB, Archive Cleanup, Downlink.Tagup with specialists (S-band)",,,,,,,,,,
09:15-09:30,FE-1,Verify ИП-1 sensor positions,,,,,,,,,,
09:35-10:35,"CDR,FE-1,FE-4",LUNCH,,,,,,,,,,
10:35-13:05,"CDR,FE-1",BAR Experiment. Tagup with specialists (S-band),,,,,,,,,,
10:35-10:50,FE-4,Private Family Conference (Ku+S-band),,,,,,,,,,
10:50-12:05,FE-4,Video Footage for Russia 24,,,,,,,,,,
12:05-14:10,FE-4,SM Ventilation System Preventive Maintenance and Photography(before cleaning). Group B,,,,,,,,,,
13:05-13:45,CDR,"СОЖ Maintenance. SM and FGB Flush Counter (СП), WaterSupply System (СВО), and POTOK Air Purification System DataCalldowns",,,,,,,,,,
13:05-14:05,FE-1,Physical Exercise (VELO),,,,,,,,,,
14:05-15:05,CDR,"Physical Exercise (VELO), Day  1",,,,,,,,,,
14:25-14:45,FE-4,IMS Update,,,,,,,,,,
14:40-15:40,FE-1,Evening Work Prep,,,,,,,,,,
14:55-15:35,FE-4,Evening Work Prep,,,,,,,,,,
15:05-15:35,CDR,Evening Work Prep,,,,,,,,,,
,"CDR,FE-1,",,,,,,,,,,,
15:40-15:55,,Daily Planning Conference (S-band),,,,,,,,,,
,FE-4,,,,,,,,,,,
,"CDR,FE-1,",,,,,,,,,,,
16:00-18:00,"FE-4,",Pre-sleep,,,,,,,,,,
,"FE-5,FE-6",,,,,,,,,,,
,"CDR,FE-1,",,,,,,,,,,,
18:00-02:30,,SLEEP,,,,,,,,,,
,FE-4,,,,,,,,,,,
,"CDR,FE-1,",,,,,,,,,,,
,,Preparation of reports for Roskosmos site,,,,,,,,,,
,FE-4,,,,,,,,,,,
Task List,,,,,,,,,,,,
,"CDR,FE-1",Equipment prepack for return on the Shuttle,,,,,,,,,,
,CDR,Replacement of RSK1 Laptop Network Cable,,,,,,,,,,
GMT,,Crew,,ACTIVITY,,,,,,,,
06:00-06:10,,"CDR,FE-4,FE-3",,Morning Inspection,,,,,,,,
,,FE-1,,Morning Inspection / Inspection of  СМ-У connector on МНР-НС behindАСУ panel 139,,,,,,,,
06:00-06:05,,FE-6,,BISP-PILL-INGEST_FE6,,,,,,,,
06:00-06:05,,FE-5,,BISP - Biophosphonate ingestion,,,,,,,,
06:05-06:10,,"FE-5,FE-6",,Morning Inspection,,,,,,,,
06:10-06:40,,.,,Post-sleep,,,,,,,,
06:40-07:30,,.,,Breakfast,,,,,,,,
08:30-10:00,,CDR,,PE ARED,,,,,,,,
09:00-10:00,,FE-5,,PE CEVIS,,,,,,,,
09:00-10:00,,FE-6,,PE T2,,,,,,,,
10:00-11:30,,FE-5,,PE ARED,,,,,,,,
10:30-11:30,,FE-3,,PE T2,,,,,,,,
10:40-10:50,,CDR,,Equipment Setup for РАО,,,,,,,,
10:50-11:00,,"CDR,FE-1,FE-4",,Crew Prep for РАО,,,,,,,,
11:00-11:15,,"CDR,FE-1,FE-4",,TV ISS-MCC. TV Greetings to Charity Concert (S + Ku-band),,,,,,,,
,,CDR,,TV ISS-MCC. TV Greetings to VOENMEKH Graduates (S + Ku-band),,,,,,,,
11:30-13:00,,FE-4,,PE T2-1,,,,,,,,
11:30-13:00,,FE-3,,PE ARED,,,,,,,,
12:00-13:00,,FE-1,,PE VELO-4,,,,,,,,
13:00-14:00,,.,,Lunch,,,,,,,,
14:00-14:15,,FE-3,,Treadmill 2 System (T2) Monthly Inspection,,,,,,,,
14:00-14:25,,FE-4,,TVIS  Rear Deck Removal,,,,,,,,
14:30-15:10,,FE-1,,СОЖ Maintenance,,,,,,,,
15:30-16:30,,CDR,,PE T2-4,,,,,,,,
16:30-18:00,,FE-1,,PE T2-4,,,,,,,,
16:30-18:00,,FE-6,,PE ARED,,,,,,,,
17:00-18:00,,FE-4,,PE VELO-1,,,,,,,,
18:00-18:15,,FE-6,,ARED - Re-establish vacuum in the Cylinder Flywheel,,,,,,,,
18:00-18:15,,CDR,,BAR. PIREN device charge (start),,,,,,,,
18:15-18:20,,FE-6,,ARED Guide Inspection,,,,,,,,
18:15-19:05,,"CDR,FE-1,FE-4,FE-3,FE-5",,Evening Work Prep,,,,,,,,
18:20-19:05,,FE-6,,Evening Work Prep,,,,,,,,
19:05-19:30,,.,,DPC (S-band),,,,,,,,
19:30-19:35,,FE-3,,MPC- Power on,,,,,,,,
19:30-21:30,,"CDR,FE-1,FE-4,FE-5,FE-6",,Pre-sleep,,,,,,,,
19:35-21:25,,FE-3,,Pre-sleep,,,,,,,,
21:25-21:30,,FE-3,,MPC- Power Off,,,,,,,,
21:30-06:00,,.,,Sleep,,,,,,,,
Task list,,"CDR,FE-1,FE-4",,Report Prep for Roscosmos Website,,,,,,,,
GMT,CREW,ACTIVITY,,,,,,,,,,
06:55-07:05,CDR,Morning Inspection. Test SM ПСС [Caution & Warning Panel],,,,,,,,,,
06:55-07:05,"FE-1, FE-3,FE-4, FE-5,FE-6",Morning Inspection,,,,,,,,,,
07:05-07:35,,Post-sleep,,,,,,,,,,
07:35-08:25,BREAKFAST,,,,,,,,,,,
08:25-08:40,Daily Planning Conference (S-band),,,,,,,,,,,
08:40-09:05,Work Prep,,,,,,,,,,,
09:05-12:05,CDR,"Weekly HousekeepingSM Ventilation Subsystem Preventive Maintenance, Group ECleaning БМП (Micropurification Unit) Fan Grille",,,,,,,,,,
09:05-10:25,FE-1,"Weekly HousekeepingSM Ventilation Subsystem Preventive Maintenance, Group E",,,,,,,,,,
09:05-10:30,FE-4,,,,,,,,,,,
09:05-10:35,FE-5,Physical Exercise (ARED),,,,,,,,,,
09:05-09:10,FE-6,D2XS Battery Recharge,,,,,,,,,,
09:10-10:10,"FE-3, FE-6",РМА2 Procedure Review,,,,,,,,,,
10:10-10:40,FE-6,Temperature and Humidity Control (THC) Intermodule Ventilation Assembly(IMV) Valve Installation,,,,,,,,,,
10:25-10:40,FE-1,Private Psychological Conference (VHF),,,,,,,,,,
10:30-12:00,FE-4,Physical Exercise (T2) Day 2,,,,,,,,,,
10:35-11:35,FE-5,Physical Exercise (CEVIS),,,,,,,,,,
10:40-12:10,FE-1,Physical Exercise (ARED),,,,,,,,,,
10:50-10:55,FE-3,Connect LAB1D6 rack to LTL loop prior to CDRA activation,,,,,,,,,,
10:55-12:10,PMA2 Repress,,,,,,,,,,,
11:30-11:45,FE-6,"Water Recovery System, Fill CWC-I from WRS Aux Port Rack 1",,,,,,,,,,
11:35-12:15,FE-5,P/TV-BPSMU Hardware Setup,,,,,,,,,,
12:00-12:15,FE-4,Private Psychological Conference (VHF),,,,,,,,,,
12:05-13:35,CDR,Physical Exercise (T2) Day 1,,,,,,,,,,
12:10-12:40,FE-3,A/L-10A2 Panel Removal,,,,,,,,,,
12:10-12:25,FE-6,"Water Recovery System, Filling a CWC-I from PWD Aux Port",,,,,,,,,,
12:10-13:50,FE-1,"Weekly HousekeepingSM Ventilation Subsystem Preventive Maintenance, Group E",,,,,,,,,,
12:15-13:50,FE-4,,,,,,,,,,,
12:15-12:20,FE-5,D2XS Battery Recharge,,,,,,,,,,
12:20-12:25,Robotic Workstation (RWS) DCP Power Up,,,,,,,,,,,
12:25-13:55,FE-6,Physical Exercise (ARED),,,,,,,,,,
12:25-12:30,FE-5,Connect DCP power cable,,,,,,,,,,
12:30-13:00,THC IMV Diffuser Configuration,,,,,,,,,,,
13:00-13:15,Private Family Conference,,,,,,,,,,,
13:35-13:50,CDR,Private Psychological Conference (VHF),,,,,,,,,,
13:45-13:55,FE-3,EMCS SW Transfer via FTP,,,,,,,,,,
13:55-14:55,.,LUNCH,,,,,,,,,,
14:55-15:55,"FE-3, FE-4,FE-5, FE-6",Crew conference prior to RPM maneuver,,,,,,,,,,
15:00-15:40,CDR,СОЖ Maintenance,,,,,,,,,,
15:55-16:00,FE-6,D2XS Battery Recharge,,,,,,,,,,
15:55-16:35,FE-5,Deployment of Station Support Computer (SSC) Wireless Router,,,,,,,,,,
16:35-16:50,FE-3,Private Family Conference,,,,,,,,,,
16:35-17:10,FE-5,EHS MCD Onboard Water Processing,,,,,,,,,,
16:50-18:20,FE-3,Physical Exercise (ARED),,,,,,,,,,
17:10-17:25,FE-5,Video Distribution Subsystem (VDS) Auto Route/DeRoute,,,,,,,,,,
17:20-18:20,FE-1,Physical Exercise (Т2) Day 1,,,,,,,,,,
17:35-18:20,FE-6,Camera Config for RPM Maneuver,,,,,,,,,,
18:20-19:20,FE-3,Physical Exercise (CEVIS),,,,,,,,,,
18:20-19:20,FE-6,Physical Exercise Т 2,,,,,,,,,,
18:20-19:20,FE-4,Physical Exercise (ARED),,,,,,,,,,
18:20-19:20,CDR,"Physical Exercise (VELO), Day 1",,,,,,,,,,
18:55-19:00,FE-5,D2XS Battery Recharge,,,,,,,,,,
19:20-19:45,,Evening Work Prep,,,,,,,,,,
19:45-20:00,Daily Planning Conference (S-band),,,,,,,,,,,
20:00-20:25,Evening Work Prep,,,,,,,,,,,
20:25-20:30,FE-3,MPC Power Up,,,,,,,,,,
20:25-20:35,FE-6,Pre-sleep,,,,,,,,,,
20:25-22:25,"CDR, FE-1,FE-4, FE-5",,,,,,,,,,,
20:30-22:20,FE-3,Pre-sleep,,,,,,,,,,
20:35-20:50,FE-6,Private Family Conference,,,,,,,,,,
20:50-22:20,Pre-sleep,,,,,,,,,,,
22:20-22:25,D2XS Battery Recharge,,,,,,,,,,,
22:20-22:25,FE-3,MPC Power Down,,,,,,,,,,
22:25-06:55,,SLEEP,,,,,,,,,,
Task List,"CDR, FE-1,FE-4",Preparation of reports for Roskosmos site,,,,,,,,,,
SEINER Ocean Study,,,,,,,,,,,,
ECON. Observations and Photography,,,,,,,,,,,,
URAGAN. Observations and Photography,,,,,,,,,,,,
GMT,CREW,ACTIVITY,,,,,,,,,,
05:25-05:35,"FE-1, FE-4",Morning Inspection,,,,,,,,,,
05:25-05:35,CDR,Morning Inspection. SM ПСС [Caution & Warning Panel] Test,,,,,,,,,,
05:35-06:05,,Post-sleep,,,,,,,,,,
06:05-06:40,FE-1,BREAKFAST,,,,,,,,,,
06:05-07:00,"FE-3, CDR,FE-6, FE-4,FE-5",BREAKFAST,,,,,,,,,,
06:40-07:00,FE-1,MOLNIYA-GAMMA. Setup and start copying data.  Tagup with specialists (S-band),,,,,,,,,,
07:00-07:15,,Daily Planning Conference (S-band),,,,,,,,,,
07:15-07:25,"CDR, FE-3,FE-4",Work Prep,,,,,,,,,,
07:15-07:30,FE-1,БМП Ф2 Absorption Cartridge Regeneration (start),,,,,,,,,,
07:25-09:00,"CDR, FE-4",Install TVIS Gyroscope.  Tagup with MCC-H specialists (S-band),,,,,,,,,,
07:30-08:00,FE-1,Work Prep,,,,,,,,,,
09:00-09:15,CDR,Tighten Subject Positioning Device (SPD),,,,,,,,,,
09:15-09:35,"CDR, FE-4",TVIS Gyroscope R&R,,,,,,,,,,
09:35-10:20,"CDR, FE-4",TVIS Gyroscope R&R,,,,,,,,,,
09:35-10:00,FE-1,"SM, FGB and LAB air sampling using АК-1М sampler",,,,,,,,,,
10:00-10:10,FE-1,ИПД air sampling for CO in SM,,,,,,,,,,
10:20-10:25,CDR,IZGIB -DAKON. Payload Status Check. Report to MCC Tagup withspecialists (S-band),,,,,,,,,,
10:25-10:40,"FE-1, FE-4",HAM Radio Session with participants of space holiday in adoptive families’village Orion,,,,,,,,,,
10:30-10:40,CDR,VHF2д test from SM using backup СТТС sets (VHF),,,,,,,,,,
10:40-11:15,CDR,"IZGIB-DAKON. Copy data to USB, Archive Cleanup, Downlink. Tagup withspecialists (S-band)",,,,,,,,,,
10:40-11:20,FE-4,TVIS Maintenance after Gyroscope Installation,,,,,,,,,,
11:00-11:40,FE-1,СОЖ Maintenance,,,,,,,,,,
11:20-11:30,FE-4,Downlink TVIS Video,,,,,,,,,,
11:40-13:10,FE-1,Physical Exercise (T2) Day  2,,,,,,,,,,
11:45-13:15,CDR,Physical Exercise (ARED),,,,,,,,,,
11:50-12:50,FE-4,"Physical Exercise (VELO), Day  3",,,,,,,,,,
13:10-14:10,"FE-1, FE-4",LUNCH,,,,,,,,,,
13:15-14:15,CDR,LUNCH,,,,,,,,,,
14:15-14:30,FE-1,Verify ИП-1 sensor positions,,,,,,,,,,
14:30-14:50,FE-1,MOLNIYA-GAMMA. End of copying. Tagup with specialists (S-band),,,,,,,,,,
14:50-16:20,FE-1,MOLNIYA-GAMMA. Preparation for downlink.  Tagup with specialists (S-band),,,,,,,,,,
15:20-16:20,CDR,Physical Exercise (T2) Day  2,,,,,,,,,,
15:35-15:55,FE-4,IMS Update,,,,,,,,,,
15:55-16:00,FE-4,Video Setup for TVIS Exercise,,,,,,,,,,
16:00-16:55,FE-4,TVIS Test Exercise Session after Gyroscope Installation Tagup with MCC-H,,,,,,,,,,
,,specialists (S-band),,,,,,,,,,
16:20-17:20,FE-1,"Physical Exercise (VELO), Day  2",,,,,,,,,,
16:55-17:00,FE-4,Post TVIS Test Camcorder Teardown,,,,,,,,,,
17:00-17:45,FE-4,Evening Work Prep,,,,,,,,,,
17:10-17:45,CDR,Evening Work Prep,,,,,,,,,,
17:25-17:45,FE-1,Evening Work Prep,,,,,,,,,,
17:45-18:00,.,Daily Planning Conference (S-band),,,,,,,,,,
18:00-19:15,FE-1,Pre-sleep,,,,,,,,,,
18:00-19:50,FE-4,Pre-sleep,,,,,,,,,,
18:00-20:00,"CDR, FE-6",Pre-sleep,,,,,,,,,,
19:15-19:30,FE-1,БМП Ф2 Absorption Cartridge Regeneration (termination),,,,,,,,,,
19:30-20:00,FE-1,Pre-sleep,,,,,,,,,,
19:50-20:00,FE-4,SONOCARD Experiment Start,,,,,,,,,,
20:00-04:30,,SLEEP,,,,,,,,,,
Task List,"CDR, FE-1,FE-4",Preparation of reports for Roskosmos,,,,,,,,,,
