0,1,2
07:00-07:50,FE-1,
07:30-07:40,CDR,On MCC Go ISS air repress from Progress 352 СрПК unit
07:40-07:50,Work prep,
07:50-08:05,,Daily planning conference (S-band)
08:05-08:15,,Work prep
08:15-08:20,FE-1,FMVM - video set up
08:20-08:40,Work prep,
08:45-08:55,"Greetings to Symposium in Cleveland, Ohio",
08:55-09:00,PCG-STES - box  status check,
09:00-11:00,CDR,Stowing hardware for disposal in Progress 352 with IMS support
09:00-09:35,FE-1,
09:35-10:05,Defibrillator Battery 1 charge start,
10:05-11:00,Stowing hardware for disposal in Progress 352 with IMS support,
11:00-11:10,CDR,Report to MCC when equipment stowage for disposal in Progress 352 iscompleted (S-band)
11:20-11:30,FE-1,FMK deployment ops
11:30-12:30,Physical exercise (TVIS),
11:30-12:30,CDR,Dismantling local temperature sensor switching unit ЛКТ (ТА251МБ) andROM from Progress
12:30-12:45,"Replacement of СД1-7 lights in Progress (before closing transfer hatches)(Remove СД1-7 light, replace it with СД1-7 light one burned-out SM lamp)",
12:30-12:35,FE-1,TVIS Weekly Maintenance
12:35-14:05,Physical exercise (RED),
12:45-14:15,CDR,Physical Exercise (TVIS) Day 2
14:05-14:15,FE-1,"Defibrillator Battery 1 charge termination, Battery 2 charge start"
14:15-15:15,,LUNCH
15:15-15:30,CDR,Private medical conference (Ku + S-band)
15:30-16:00,Daily plan review,
15:40-15:45,FE-1,"Transfer TVIS, RED, and HRM data to MEC"
15:45-16:00,Private medical conference (Ku + S-band),
16:00-16:35,SFOG Candle Replacement and Activation.  Report to MCC part number ofused candle,
16:00-17:00,CDR,Physical Exercise (VELO + Load Trainer-1) Day 2
16:35-17:05,FE-1,СОЖ maintenance
17:00-17:30,CDR,"Progress activation, air duct deinstallation"
17:05-17:25,FE-1,IMS file prep
17:25-17:35,,PAO hardware setup
17:30-17:45,CDR,Removal and inspection of quick-release screw clamps
17:35-17:40,FE-1,Defibrillator Battery 2 charge termination
17:40-17:55,Questionnaire - log entry,
17:45-17:55,CDR,Video of SM(AO)-to-Progress interface before closing hatch ПрК-СУ afterremoval of clamps
17:55-18:15,.,Closure of transfer hatches between Progress and SM
18:15-18:25,FE-1,Crew PAO prep
18:15-19:15,CDR,SM Propulsion Compartment [AO]-Progress Hatch Leak Check
18:25-18:45,FE-1,Participation in Space and Science Subcommittee Senate hearing (Ku + S-band)
18:45-19:00,Report prep,
19:00-19:15,Measuring defibrillator battery voltage,
19:15-19:40,,DINNER
19:40-19:55,,Daily planning conference (S-band)
19:55-20:25,FE-1,Daily food prep
20:10-20:20,CDR,TV downlink showing SM (AO)-to-Progress interface before closing hatchПрК-СУ (Ku + S-band)
20:20-20:50,Daily food prep,
20:25-21:20,FE-1,Pre-sleep
20:50-21:30,CDR,
21:20-21:30,FE-1,Acoustic dosimeters: pre-sleep equipment setup (operation 2 of 5)
21:30-06:00,,SLEEP
Task List,CDR,URAGAN Observation and photo imagery
,PLANTS. PLANTS-2. Recharging water tank,
FE-1,SFOG candle replacement and activation. Report to MCC part numbers ofused candles,
GMT,CREW,ACTIVITY
14:30-14:40,CDR,Morning inspection.  СМ-У (АСУ) connector check behind panel 139 forliquid
,FE-1,Morning inspection
14:40-15:05,,Post-sleep
15:05-15:55,BREAKFAST,
15:55-17:25,Progress 353 docking mechanism removal,
17:25-18:25,Progress 353 cargo transfer using IMS,
18:25-19:00,FE-1,SFOG Candle Replacement and Activation. Report to MCC part numbers ofused candles
18:25-18:55,CDR,STATOKONIA. Equipment transfer and setup. Tagup with specialists. (S-band)
19:00-19:15,.,Daily plan review
19:15-19:30,Daily planning conference (S-band),
19:30-20:00,DINNER,
20:00-20:30,Daily food prep,
20:30-21:30,CDR,Pre-sleep
20:30-20:55,FE-1,
20:55-21:10,Private family conference (Ku+S-band),
21:10-21:30,Pre-sleep,
21:30-06:00,.,SLEEP
Task List,CDR,PLANTS-2. Hardware check
GMT,CREW,ACTIVITY
06:00-06:10,,Morning inspection
06:10-06:25,FE-1,Post-sleep
06:10-06:25,CDR,Biochemical urine test
06:25-06:40,FE-1,
06:25-06:55,CDR,Post-sleep
06:40-06:55,FE-1,
06:55-07:45,,BREAKFAST
07:45-08:15,Work prep,
08:15-08:30,Daily planning conference (S-band),
08:30-08:40,CDR,Stowing UROLUX hardware
08:30-10:30,FE-1,FOOT - video ops
08:40-09:15,CDR,SFOG Candle Replacement and Activation Report to MCC number of usedcandles
09:15-11:10,Stow hardware for disposal in Progress 352 (with IMS support),
10:30-11:30,FE-1,FOOT- calibration w/video
11:10-12:40,CDR,Physical Exercise (TVIS) Day 3
11:30-12:00,FE-1,Troubleshooting KODAK 760 camera
12:05-12:40,Installation of PHS and lab equipment,
12:40-13:40,.,LUNCH
13:40-13:55,CDR,Private medical conference (S-band)
13:45-13:55,FE-1,PAO hardware setup
13:55-14:30,CDR,SFOG Candle Replacement and Activation Report to MCC number of usedcandles
13:55-14:10,FE-1,VHF comm. check via US ground stations (WAL)
14:15-14:30,Private medical conference (S-band),
14:30-14:40,,Crew PAO prep
14:40-15:00,"PAO conference with KNXV-TV company, Phoenix, AZ (Ku + S-band)",
15:00-16:00,FE-1,Physical Exercise (TVIS)
15:00-15:30,CDR,СОЖ maintenance
15:30-15:55,Daily plan review,
15:55-16:55,"Physical exercise (VELO + Load Trainer/Cycle 1), day 3",
16:00-17:30,FE-1,Physical Exercise (RED)
16:55-18:25,CDR,Stow hardware for disposal in Progress 352 (with IMS support)
17:30-17:45,FE-1,RED routine inspection
17:45-17:50,"Transfer TVIS, RED, and HRM data to MEC",
17:50-18:20,Daily plan review,
18:20-18:45,Report prep,
18:25-18:45,CDR,IMS file prep
18:45-19:00,,Daily planning conference (S-band)
19:00-19:30,CDR,Report prep
19:00-19:30,FE-1,FOOT - equipment stow
19:30-20:00,,Daily food prep
20:00-20:30,,DINNER
20:30-21:30,Pre-sleep,
21:30-06:00,SLEEP,
Task List,CDR,URAGAN Observation and photo imagery
GMT,CREW,ACTIVITY
06:00-06:10,.,Morning inspection
06:10-06:40,CDR,Post-sleep
06:10-06:50,FE-1,
06:40-06:50,CDR,Calf volume measurement
06:50-07:00,FE-1,
06:50-07:40,CDR,BREAKFAST
07:00-07:40,FE-1,
07:40-08:05,FE-1,Work prep
07:40-07:55,CDR,БМП F1 absorption  cartridge regeneration (start)
07:55-08:10,CDR,Work prep
08:05-08:10,FE-1,Video camera installation for EVA
08:10-08:25,.,DPC (S-band)
08:25-08:55,.,Shuttle R-Bar Pitch maneuver OBT
08:55-10:25,.,Progress 353 cargo transfer and IMS ops
10:25-11:15,CDR,Setting up УС-21 11Ф615.Б1824-А59-0 container on Progress
10:25-11:25,FE-1,Physical exercise TVIS
11:15-11:25,CDR,On MCC Go УС-21 TLM connectors mating to FEТС2-12
11:25-12:55,CDR,Physical exercise (TVIS) Day 4
11:25-12:55,FE-1,Physical exercise RED
12:55-13:55,.,LUNCH
13:55-14:40,FE-1,Progress 353 cargo transfer and IMS ops
13:55-14:35,CDR,
14:45-14:50,FE-1,HAM radio setup
14:50-15:00,FE-1,HAM radio session
15:00-15:30,FE-1,Progress 353 cargo transfer and IMS ops
15:05-17:05,CDR,RODF update
15:30-16:00,FE-1,Scope meter relocation
16:00-17:30,Clearing access to Node1 hatch for PMA3 ingress,
17:05-17:10,CDR,On MCC Go ISS O2 repress from Progress 353 Oxygen Supply FacilityСрПК (start)
17:10-18:10,Physical exercise (Velo+Load Trainer/Cycle 1) Day 4,
17:30-18:10,FE-1CDR....,PMA3 repress
18:10-18:15,"Transfer TVIS, RED and HRM data to MEC",
18:10-18:15,ISS repress from Progress 353 СрПК (end),
18:15-18:45,Daily plan review,
18:45-19:15,Report prep,
19:15-19:30,DPC (S-band),
19:30-20:00,DINNER,
20:00-20:30,FE-1CDR..CDRFE-1,
20:00-20:15,Daily food prep,
20:15-20:30,БМП F1 absorption  cartridge regeneration (end),
20:30-21:30,Pre-sleep,
21:30-06:00,SLEEP,
Task List,PLANTS-2. Payload status check,
Delta file prep for downlink,,
СОЖ maintenance,,
GMT,CREW,ACTIVITY
06:00-06:10,,Morning inspection
06:10-06:40,,Post-sleep
06:40-07:30,,BREAKFAST
07:30-08:00,,Work prep
08:00-08:15,,Daily planning conference (S-band)
08:15-09:00,FE-1,RED on-orbit calibration
08:30-08:40,,Check LAPTOP2 operation on Version 07.03. Tagup w/specialists (VHF)
,CDR,SFOG Candle Replacement and Activation  ( Report to MCC number of
08:40-09:15,,
,,candles to be used)
,,Visual assessment of stowage space in ISS RS  Tagup with specialists as
09:15-11:15,,
,,necessary (S-band + VHF)
11:15-12:45,CDR,Physical Exercise (TVIS) Day 1
11:15-12:45,FE-1,Retrieval of ORU bag from behind Lab P1 rack
12:45-13:45,,LUNCH
,,Preventive maintenance of SM ventilation system  Group B (starting with
13:45-16:45,CDR,
,,"ВН1 screen to ВСУ, except ВВ1РО)"
,,SFOG Candle Replacement and Activation  ( Report to MCC number of
13:45-14:20,,
,,candles to be used)
14:20-14:50,,СОЖ maintenance
,FE-1,
14:50-15:20,,Miscible Fluids in Microgravity (MFMG) - training
15:20-16:20,,Physical exercise (CEVIS)
16:20-17:50,,Physical exercise (RED)
16:45-17:45,,Physical Exercise (VELO + Force Loader 1) day 1
,CDR,
17:45-18:05,,On MCC GO Vozdukh activation after a time off
17:50-17:55,,"Transfer TVIS, RED, and HRM data to MEC"
,FE-1,
17:55-18:10,,Emergency procedures printout and page replacement in the relevant books
18:05-18:25,CDR,Daily plan review
18:10-18:25,FE-1,Daily plan review
18:25-18:45,,Conference with new NASA administrator (S-band)
18:45-19:00,,Daily planning conference (S-band)
19:00-19:30,,Report prep
19:30-20:00,,DINNER
20:00-20:30,,Daily food prep
20:30-21:30,CDR,Pre-sleep
20:30-21:25,,Pre-sleep
,FE-1,
21:25-21:30,,CDRA deactivation close-out ops
21:30-06:00,,SLEEP
,,URAGAN Observation and photo imagery
,,Urine Transfer from EDV-U to Progress 352 Water Tanks 1 and 2
Task List,CDR,
,,PLANTS-2. Payload status check
,,IMS file prep
GMT,CREW,ACTIVITY
06:00-06:10,FE-1,Acoustic dosimeters: post-sleep data recording (op. 3 of 5)
,CDR,Morning inspection
06:10-06:40,Post-sleep,
06:10-06:20,FE-1,Acoustic dosimeters: hardware setup for static measurements
06:20-06:30,Morning inspection,
06:30-07:00,Post-sleep,
06:40-07:30,CDR,BREAKFAST
07:00-07:50,FE-1,
07:30-07:45,CDR,Search for cable to connect Laptop 3 to Russian power outlet
07:45-08:15,Work prep,
07:55-08:15,FE-1,
08:15-08:30,,Daily planning conference (S-band)
08:30-08:40,FE-1,Work prep
08:30-09:05,CDR,SFOG Candle Replacement and Activation.  Report to MCC part numbersof used candles
08:40-08:45,FE-1,FMVM - video set up
08:45-08:55,Search for a backup manual PEV,
09:05-09:20,CDR,ИПД air sampling for CO in SM
09:10-09:40,FE-1,DST air sampling
09:20-09:30,CDR,SM air sampling for Freon using АК-1М sampler
09:30-10:00,Air sampling using АК-1М sampler in SM and FGB,
09:40-10:25,FE-1,Interface Umbilical Assembly - prep for stowage in РМА3
10:00-10:50,CDR,PILLE dosimeter reading
10:25-10:40,FE-1,Journal entry
10:40-11:40,Physical exercise (CEVIS),
10:50-11:40,CDR,"Replacement of БРПК separator on БРПК1 line. (Install # 302071 b/c008223R, ФГБ1ПГО_4_409_1 white bag #II-2 248-16. Stow removed unit.Update the IMS.)"
11:40-13:10,Physical Exercise (TVIS) Day 3,
,FE-1,Physical Exercise (RED)
13:10-14:10,,LUNCH
14:10-15:25,FE-1,RED cable replacement
14:10-14:45,CDR,SFOG Candle Replacement and Activation. Report to MCC part numbersof used candles
14:45-16:15,SM 800А storage battery #6 R&R,
15:25-16:10,FE-1,RED calibration
16:10-17:40,Transfer of Russian hardware from NODE1 P2,
16:15-16:45,CDR,СОЖ maintenance
16:45-17:45,"Physical exercise (VELO + Load Trainer/Cycle 1), day 3",
17:40-18:00,FE-1,IMS file prep
17:45-18:15,CDR,Daily plan review
18:00-18:15,FE-1,
18:15-18:30,,Daily planning conference (S-band)
18:30-19:00,Report prep,
19:00-19:30,CDR,Daily food prep
19:00-19:20,FE-1,Acoustic dosimeters: record data and stow dosimeters (operation 5)
19:20-19:25,"Transfer TVIS, RED, and HRM data to MEC",
19:25-19:55,DINNER,
19:30-20:00,CDR,
19:55-20:25,FE-1,Daily food prep
20:00-20:10,CDR,Pre-sleep
20:10-20:25,Undocking observation,
20:25-21:30,FE-1,Pre-sleep
20:25-21:00,CDR,
21:00-21:15,Search for cable to connect Laptop33 to Russian power outlet / r/g 704,
21:15-21:30,Pre-sleep,
21:30-06:00,,SLEEP
Task List,CDR,URAGAN Observation and photo imagery
PLANTS-2. Recharging water tank,,
PLANTS-2. Data downlink,,
GMT,CREW,ACTIVITY
06:00-06:10,,Morning inspection
06:10-06:40,Post-sleep,
06:40-07:30,BREAKFAST,
07:30-08:00,Work prep,
08:00-08:15,Daily planning conference (S-band),
08:15-08:25,CDR,Tagup with a landing specialist (S-band)
08:15-08:55,FE-1,PMA3 depress - start
08:25-08:40,CDR,Swapping HDD S/N 6137 in Laptop3 with HDD S/N 6156 from Laptop1
08:40-08:55,ETD. Tagup with specialists regarding the experiment (S-band),
08:55-09:55,Progress 353 transfer and IMS ops,
08:55-09:45,FE-1,Progress 353 transfer and IMS ops
09:45-10:00,PMA3 depress - terminate,
09:55-11:55,CDR,Flushing of condensate line [МОК]. Tagup w/specialists
10:00-10:20,FE-1,CSA-CP zero calibration
10:20-10:30,Compound Specific Analyzer- Combustion Products (CSA-CP) spot check,
10:30-10:35,PMA3 pressure check,
10:55-11:25,Flushing condensate line [МОК].,
11:30-11:45,Set up video equipment for video imagery of exercise on TVIS,
11:45-11:55,RED routine inspection,
11:55-13:25,Physical exercise (RED),
11:55-13:25,CDR,Physical Exercise (TVIS) day 2
13:25-14:25,.,LUNCH
14:25-16:35,CDR,Transfer of electrolyte from Elektron Liquid Unit (БЖ) #007. Tagup w/specialists(S-band)
14:25-14:55,FE-1,V/tape IMS audit and stowage
15:55-16:25,СОЖ maintenance,
16:35-16:50,Questionnaire - log entry,
16:35-17:35,CDR,"Physical Exercise (VELO + Load Trainer-1), day 2"
16:50-17:05,FE-1,Private medical conference (Ku + S-band)
17:05-17:20,Daily plan review,
17:20-18:15,Physical exercise (TVIS),
17:35-17:40,CDR,On MCC Go ISS O2 repress from Progress 353 СрПК (start)
17:40-17:55,Private medical conference (Ku + S-band),
17:55-18:15,IMS file prep,
18:15-18:40,Daily plan review,
18:15-18:25,FE-1,TVIS Weekly Maintenance
18:25-18:30,"Transfer TVIS, RED, and HRM data to MEC",
18:30-18:45,Stow video equipment used for video imagery of exercise on TVIS,
18:40-18:45,CDR,ISS O2 repress from Progress 353 СрПК (terminate)
18:45-19:00,.,Daily planning conference (S-band)
19:00-19:15,FE-1,PMA3 pressure check
19:00-19:30,CDR,Report prep
19:15-19:30,FE-1,Report prep
19:30-20:00,,DINNER
20:00-20:30,Daily food prep,
20:30-21:30,Pre-sleep,
21:30-06:00,SLEEP,
Task List,CDR,PLANTS. Data downlink to the ground
GMT,CREW,ACTIVITY
06:00-06:10,.,Morning inspection
06:10-06:40,.,Post-sleep
06:40-07:30,.,BREAKFAST
07:30-08:00,.,Work prep
08:00-08:15,.,Daily planning conference (S-band)
08:15-11:05,CDR,Stow disposal items in Progress No352 (with IMS support)
08:15-09:45,FE-1,US equipment prep for disposal in Progress
09:45-11:15,FE-1,Stow disposal items in Progress No352 (with IMS support)
11:05-11:15,CDR,Report to MCC when equipment stowage for disposal in Progress 352 iscompleted (S-band)
11:15-11:45,FE-1,Defibrillator checkout
11:15-11:50,CDR,SFOG Candle Replacement and Activation Report to MCC part numbers ofused candles
11:50-13:20,CDR,"Physical exercise (TVIS), day 1"
11:50-13:20,FE-1,Physical Exercise (RED)
13:20-14:20,.,LUNCH
14:20-14:30,CDR,On MCC Go Demate УС-21 telemetry data connector from БИТС2-12
14:30-15:20,CDR,Removing УС-21 box from Progress 352
14:45-15:20,FE-1,SFOG Candle Replacement and Activation. Report to MCC part numbers ofused candles
15:20-16:20,.,Install Progress 352 docking mechanism
16:20-16:50,CDR,"Urine receptacle and filter-insert replacement in АСУ. (Use urine receptacle#1030131 b/c 009261R, ФГБ1ПГО_3_304_1 and filter insert #301032,СМ1РО_1_135_1, white bag #350-8. Discard removed items. Update the IMS.)"
16:20-17:20,FE-1,Physical Exercise (TVIS)
17:15-18:15,CDR,Physical Exercise (VELO+Load Trainer/cycle 1) day 1
17:20-17:40,FE-1,IMS file prep
17:40-18:10,FE-1,СОЖ maintenance
18:10-18:15,FE-1,"Transfer TVIS, RED, and HRM data to MEC"
18:15-18:45,.,Daily plan review
18:45-19:15,.,Report prep
19:15-19:30,.,Daily planning conference (S-band)
19:30-20:00,.,DINNER
20:00-20:30,.,Daily food prep
20:30-21:30,.,Pre-sleep
21:30-06:00,.,SLEEP
Task List,CDR,URAGAN Observation and photo imagery
PLANTS-2. Payload status check,,
GMT,CREW,ACTIVITY
06:00-06:10,,Morning inspection
06:10-06:40,CDR,Post-sleep
06:10-06:50,FE-1,
06:40-06:50,CDR,Hematocrit. Hematocrit test
06:50-07:10,CDR (subject)FE-1 (assists),Blood analysis using Portable Clinical Blood Analyzer (PCBA)
07:10-07:30,FE-1 (subject)CDR (assists),
07:30-07:40,FE-1,HEMATOCRIT. Hematocrit test
07:30-08:20,CDR,BREAKFAST
07:40-08:20,FE-1,
08:20-08:40,,Work prep
08:40-08:55,,Daily planning conference (S-band)
08:55-09:25,CDR (subject)FE-1 (assists),Periodic Health Status
09:25-09:55,FE-1 (subject)CDR (assists),
09:55-10:20,FE-1,Periodic health status (PHS) data logging
09:55-10:05,CDR,Tagup w/specialists regarding external inspection of Soyuz 216 (S-band)
10:05-10:40,SFOG Candle Replacement and Activation Report to MCC number of usedcandles,
10:20-10:55,FE-1,FOOT - data transfer
10:40-11:55,CDR,Stow discarded hardware in Progress 352 (with IMS support)
10:55-11:55,FE-1,Physical exercise (CEVIS)
11:55-13:25,Physical Exercise (RED),
11:55-13:25,CDR,"Physical exercise (TVIS), day 4"
13:25-14:25,,LUNCH
14:25-15:00,CDR,SFOG Candle Replacement and Activation Report to MCC number of usedcandles
14:25-14:40,FE-1,Stowing all PHS hardware
14:50-17:20,Stow discarded hardware in Progress 352 (with IMS support),
15:00-17:15,CDR,
17:15-18:15,"Physical exercise (VELO + Load Trainer/Cycle 1), day 4",
17:20-17:50,FE-1,СОЖ maintenance
17:50-18:10,IMS file prep,
18:10-18:15,"Transfer TVIS, RED, and HRM data to MEC",
18:15-18:45,,Daily plan review
18:45-19:15,,Report prep
19:15-19:30,,Daily planning conference (S-band)
19:30-20:00,,DINNER
20:00-20:30,,Daily food prep
20:30-21:30,CDR,Pre-sleep
20:35-20:50,FE-1,Private family conference (Ku + S-band)
20:50-21:30,,Pre-sleep
21:30-06:00,,SLEEP
Task List,CDR,URAGAN Observation and photo imagery
PLANTS. Data downlink to the ground,,
GMT,CREW,ACTIVITY
06:00-06:10,,Morning inspection
06:10-06:40,,Post-sleep
06:40-07:30,,BREAKFAST
07:30-08:00,,Work prep
08:00-08:15,,Daily planning conference (S-band)
08:15-09:00,CDR,PILOT. CDR experiment ops. Tagup with specialists (S-band)
08:15-08:50,FE-1,FOOT - data transfer
08:50-09:40,"Replacing filters in FGB dust collectors ПФ1, ПФ2; grille cleaning in DC1 fansВ1, В2 (ФГБ1ПГО_3_307_1 white bag 351-4. Discard removed items. Updatethe IMS)",
09:00-10:30,CDR,"Physical Exercise (TVIS), day 2"
09:50-10:35,FE-1,PILOT. FE1 Experiment ops. Tagup with specialists. (S-band)
10:30-12:30,CDR,MO-8. Setting up body mass measurement unit
10:35-12:05,FE-1,Physical Exercise (RED)
12:05-13:05,Physical exercise (CEVIS),
12:30-12:45,CDR,PILOT. Disassemble work site
12:45-13:05,IMS file prep,
13:05-14:05,,LUNCH
14:05-15:45,FE-1,SSRMS checkout
14:05-15:35,CDR,
15:35-16:05,CDR,Purging БГЛ 5188 gas analyzers with nitrogen / r/g 795
15:45-15:50,FE-1,"Transfer TVIS, RED, and HRM data to MEC"
15:50-16:05,Stow video equipment used for video imagery of exercise with RED,
16:05-16:55,"Replacing filters in FGB dust collectors ПС1, ПС2 / (Stowage location:ФГБ1ПГО_3_309_1 white bag 29 or ФГБ1ПГО_2_226_1 bag 351-3, update theIMS)",
16:10-16:40,CDR,СОЖ maintenance
16:40-17:10,"TV PAO. Greetings to the participants of International Science conference,Bauman Moscow State Technical University  EXPO-2005 (То= 16:42; Т1, Т2, Т3activation from СПП)",
16:55-17:50,FE-1,"FGB fans ЦВ1 and ЦВ2 grille cleaning (with ЦВ1, ЦВ2 fans running)"
17:10-17:15,CDR,On MCC GO ISS repress with O2 from Progress 353 СрПК (start)
17:15-18:15,Physical Exercise (VELO + Load Trainer/cycle 1) day 2,
17:50-17:55,FE-1,Disconnect DCP power cable
17:55-18:05,TVIS Weekly Maintenance,
18:05-18:20,Questionnaire - log entry,
18:15-18:20,CDR,ISS O2 repress from Progress 353 СрПК (terminate)
18:20-18:45,,Daily plan review
18:45-18:55,,Report prep
18:55-19:10,,Daily planning conference (S-band)
19:10-19:30,,Report prep
19:30-20:00,,DINNER
20:00-20:30,,Daily food prep
20:30-21:30,,Pre-sleep
21:30-06:00,,SLEEP
Task List,CDR,URAGAN. File downlink via OCA
GMT,CREW,ACTIVITY
06:00-06:10,,Morning inspection
06:10-06:40,Post-sleep,
06:40-07:30,BREAKFAST,
07:30-08:05,CDR,SFOG Candle Replacement and Activation. Report to MCC part numbers ofused candles
09:30-10:30,FE-1,Physical exercise (CEVIS)
10:30-12:00,CDR,Physical exercise (TVIS) – day 2
10:30-12:00,FE-1,Physical exercise (RED)
12:00-12:30,CDR,СОЖ maintenance
12:10-12:15,FE-1,"Transfer TVIS, RED, and HRM data to MEC"
12:30-12:45,,Work prep
12:45-13:00,Daily planning conference (S-band),
13:00-14:00,LUNCH,
14:00-20:30,SLEEP,
,,
20:30-20:40,,Morning inspection
20:40-21:10,Post-sleep,
21:10-22:00,BREAKFAST,
22:00-22:15,Work prep,
22:15-22:30,Daily planning conference (S-band),
22:30-22:40,CDR,Comm config before Progress docking
22:30-22:45,FE-1,Photo /TV - A31P laptop configuration
22:45-23:15,,Preparation for Progress 353 docking
23:15-00:45,Progress #353 docking to the SM AO [Propulsion Compartment],
00:50-01:00,CDR,Progress post-docking comm reconfig
00:55-01:25,FE-1,Midday meal
01:00-01:30,CDR,
01:25-02:20,FE-1,Tear down the TV Ku-band downlink setup after Progress docking /
01:40-02:10,CDR,Daily food prep
02:20-03:35,,SM [AO]-Progress hatch leak check
03:35-03:55,Opening transfer hatches ПрК-СУ and Progress-СУ,
03:55-04:15,Installing quick disconnect screw clamps,
04:15-04:30,CDR,Progress air sampling using АК-1М sampler
04:30-05:00,FE-1,Daily food prep
04:30-05:00,CDR,"Progress deactivation, air duct installation"
05:00-06:00,,Pre-sleep
06:00-14:30,SLEEP,
GMT,Crew,Activity
06:00-06:10,CDR,Morning inspection
06:00-06:10,FE-1,Morning inspection
06:10-06:40,.,Post-sleep
06:40-07:30,.,BREAKFAST
10:30-11:30,FE-1,Physical exercise (TVIS)
11:30-13:00,FE-1,Physical exercise (RED)
11:30-13:00,CDR,Physical exercise (TVIS) day 2
13:00-14:00,.,LUNCH
15:20-15:35,FE-1,Private Psychological Conference (Ku+S-band)
16:30-16:35,CDR,On MCC Go ISS O2 repress from Progress 353 СрПК Oxygen supplyfacility (start)
16:35-17:35,CDR,Physical exercise (VELO + Load Trainer-1) day 2
17:35-17:40,CDR,ISS O2 repress from Progress 353 СрПК Oxygen supply facility (end)
17:40-18:10,CDR,СОЖ maintenance
18:15-18:45,.,Daily plan review
18:45-19:00,.,DPC (S-band)
19:00-19:30,.,Work prep
19:30-20:00,.,DINNER
20:00-20:30,.,Daily food prep
20:30-21:30,.,Pre-sleep
21:30-06:00,.,SLEEP
Task List,CDR,PLANTS: Payload status check
,Equipment search for МБРЛ space-to-space radio,
GMT,CREW,ACTIVITY
06:00-06:10,,Morning inspection
06:10-06:40,,Post-sleep
06:40-07:30,,BREAKFAST
07:30-07:55,,Work prep
07:55-08:10,,Daily planning conference (S-band)
08:10-08:55,FE-1,Miscible Fluids in Microgravity (MFMG) - Experiment 3
08:10-08:20,CDR,PLASMA-ISS Tagup with specialists (S-band)
08:20-09:20,CDR,ETD. Experiment ops
08:55-09:10,FE-1,Food questionnaire
09:10-10:30,FE-1,SSRMS ops monitoring
09:20-09:55,CDR,SFOG Candle Replacement and Activation. Report number of used candles
09:55-10:55,CDR,Installation of Recovery Signal Devices [УВС] 871. Tagup w/specialists (S-band)
10:30-11:30,FE-1,Physical exercise (CEVIS)
11:05-11:15,CDR,Test comm session via S-band after installation of УВС
11:15-11:45,CDR,СОЖ maintenance
11:30-12:00,FE-1,SSRMS ops monitoring
11:45-12:00,CDR,IMS tagup (S-band)
12:00-12:10,FE-1,MFMG. Hardware stow after Experiment 3
12:10-13:40,CDR,"Physical exercise (TVIS), day 3"
12:10-13:40,FE-1,Physical exercise (RED)
13:40-14:40,,LUNCH
14:40-14:50,FE-1,Miscible Fluids in Microgravity (MFMG) - stow work table
14:40-15:10,CDR,LAPTOP 3. Science data recovery Tagup with specialists as necessary (S-band)
14:50-14:55,FE-1,MSG. Videocassette replacement.
14:55-15:25,FE-1,Psychological evaluation program (WinSCAT)
15:10-15:50,CDR,Leak check of Elektron Liquid Unit
15:25-15:30,FE-1,"Transfer TVIS, RED, and HRM data to MEC"
15:30-15:40,FE-1,ТЕРС transfer
15:40-16:10,FE-1,IMV flow measurement
16:10-17:40,FE-1,SSRMS ops monitoring
16:10-16:45,CDR,SFOG Candle Replacement and Activation Report number of used candles
16:45-17:45,CDR,"Physical exercise (VELO+Load Trainer/Cycle 1), day 3"
17:40-17:55,FE-1,Questionnaire - log entry
17:45-18:05,CDR,IMS file prep
18:00-18:05,FE-1,Carbon dioxide monitoring
18:05-18:35,,Report prep
18:35-18:50,,Daily planning conference (S-band)
18:50-19:10,,Flight Director / ISS Crew Tagup (S-band)
19:15-19:20,FE-1,Disconnect DCP power cable
19:20-19:50,FE-1,DINNER
19:30-20:00,CDR,
19:50-20:20,FE-1,Daily food prep
20:20-20:25,FE-1,Glove Box (MSG): video equipment set up
20:25-20:30,FE-1,Glove Box (MSG): activation
20:00-20:30,CDR,Daily food prep
20:30-21:30,,Pre-sleep
21:30-06:00,,Crew sleep
Task list,CDR,URAGAN Observation and photo imagery
Urine Transfer from EDV-U to Progress 352 Water Tanks 1 and 2,,
PLANTS-2. Payload status check,,
GMT,CREW,ACTIVITY
06:00-06:10,,Morning inspection
06:10-06:40,,Post-sleep
06:40-07:30,,BREAKFAST
07:30-07:45,,Daily planning conference (S-band)
07:45-08:15,,Work prep
08:15-08:55,,Kazbek fit check. Tagup with specialists (S-band)/ r/g 748
08:55-09:35,CDR,Equipment search for МБРЛ
08:55-09:25,FE-1,Scopemeter transfer
09:35-10:05,Inspection of Portable Breathing Apparatus (PBA) and Portable Fire Extinguisher(PFE),
09:35-11:05,CDR,"ТБУ. Test activation of ТБУ03, 04 and temperature check Tagup with specialists(S-band)/ r/g 754"
10:25-11:25,FE-1,Physical Exercise (TVIS)
11:10-11:25,CDR,IMS tagup (S-band)
11:25-12:55,FE-1,Physical Exercise (RED)
,CDR,Physical Exercise (TVIS) Day 4
12:55-13:55,,LUNCH
13:55-14:10,FE-1,Food questionnaire
13:55-14:25,CDR,БСПН software replacement from ISS Winner. Tagup with specialists (S-band)
14:10-14:30,FE-1,IMS file prep
14:30-15:30,,ISS emergency fire drill. Tagup with specialists (S-band)
