0,1,2,3,4,5,6,7,8,9
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,06:00-06:15,,,,,,,,
,06:00-06:10,,,,,,,,
,06:05-06:10,,,,,,,,
,06:05-06:15,,,,,,,,
,06:10-06:20,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,06:15-06:45,,,,,,,,
,06:15-06:45,,,,,,,,
,06:20-06:45,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,06:45-07:30,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,06:55-07:25,,,,,,,,
,07:25-08:00,,,,,,,,
,07:30-07:35,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,07:35-08:00,,,,,,,,
,08:00-08:20,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,08:25-08:40,,,,,,,,
,08:35-08:45,,,,,,,,
,08:35-08:45,,,,,,,,
,08:35-10:05,,,,,,,,
,08:40-08:50,,,,,,,,
,08:45-08:55,,,,,,,,
,08:45-08:55,,,,,,,,
,08:50-09:30,,,,,,,,
,08:50-10:50,,,,,,,,
TIME,CREW,,ACTIVITY,,,,,,
06:00-06:10,"CDR, FE-6",Morning Inspection,,,,,,,
06:00-06:05,FE-5,PROK - Urine Sample Collection,,,,,,,
06:00-06:10,FE-1,"Morning Inspection. RSS1,22, Reboot",,,,,,,
06:00-06:10,FE-2,Morning Inspection. Laptop RS1(2) Reboot,,,,,,,
06:00-06:10,FE-4,Morning Inspection,,,,,,,
06:05-06:15,FE-5,Morning Inspection,,,,,,,
,"CDR, FE-1,",,,,,,,,
06:10-06:40,"FE-2, FE-4,",Post-sleep,,,,,,,
,FE-6,,,,,,,,
06:15-06:40,FE-5,Post-sleep,,,,,,,
,"CDR, FE-2,",,,,,,,,
06:40-07:30,"FE-1, FE-5,",BREAKFAST,,,,,,,
,FE-6,,,,,,,,
06:40-07:30,FE-4,"Breakfast, SM ПСС (Caution & Warning Panel) Test (after breakfast)",,,,,,,
,,Weekly Cleaning,,,,,,,
,,"SM Ventilation Subsystem Preventive Maintenance, Group E",,,,,,,
07:30-10:30,FE-1,FGB ЦВ2 Fan Cleaning,,,,,,,
,,Inspection of Air Conditioner Cleaning Auxiliary Computer System (ВКС),,,,,,,
,,Laptops / r/g 1141,,,,,,,
07:30-10:30,FE-2,Weekly Cleaning БМП (Micropurification Unit) Fan Grille Cleaning Cleaning Auxiliary Computer System (ВКС) Laptops,,,,,,,
07:30-10:30,FE-4,Weekly Cleaning Cleaning Auxiliary Computer System (ВКС) Laptops,,,,,,,
07:30-10:30,"CDR, FE-5, FE-6",Weekly Housekeeping,,,,,,,
10:30-11:30,FE-1,"БД-2 Exercise, Day4",,,,,,,
10:30-10:40,FE-5,CIR - Hardware Setup,,,,,,,
10:40-11:40,FE-5,T2 Exercise,,,,,,,
11:30-13:00,CDR,ARED Exercise,,,,,,,
12:00-13:00,FE-4,"VELO Exercise, Day 3",,,,,,,
12:00-12:20,FE-6,HAM Radio Session from Columbus,,,,,,,
13:00-14:00,,LUNCH,,,,,,,
14:00-14:10,FE-5,Food Frequency Questionnaire,,,,,,,
14:00-14:40,FE-1,СОЖ Maintenance Replacement БКО (Purification Column Assy) in Elektron,,,,,,,
14:10-14:15,FE-5,PROK - Diet Log Preparation,,,,,,,
14:30-14:50,CDR,Transfer EDV-U to UPA WSTA for processing,,,,,,,
15:00-16:30,FE-1,ARED Exercise,,,,,,,
15:30-17:00,FE-4,"БД-2 Exercise, Day 3",,,,,,,
15:30-16:30,CDR,CEVIS Exercise,,,,,,,
TIME,CREW,,ACTIVITY,,,,,,
06:00-06:10,"CDR, FE-4",Morning Inspection.,,,,,,,
06:00-06:10,FE-1,"Morning Inspection, Laptop RSS1,2, Reboot",,,,,,,
06:00-06:10,FE-2,"Morning Inspection, Laptop RS1(2) Reboot",,,,,,,
06:00-06:05,FE-5,PROK - Urine Sample Collection,,,,,,,
06:00-06:05,FE-6,Reading REMINDER,,,,,,,
06:05-06:15,FE-5,Morning Inspection.,,,,,,,
06:05-06:15,FE-6,Morning Inspection.,,,,,,,
06:10-06:40,"CDR, FE-1, FE-2, FE-4",Post-Sleep,,,,,,,
06:15-06:40,"FE-5, FE-6",Post-Sleep,,,,,,,
06:40-07:30,FE-1,"Breakfast, SM ПСС (Caution & Warning Panel) Test (after breakfast)",,,,,,,
,"CDR, FE-2,",,,,,,,,
06:40-07:30,"FE-4, FE-5,",BREAKFAST,,,,,,,
,FE-6,,,,,,,,
07:30-10:30,FE-6,Weekly Housekeeping,,,,,,,
07:30-07:55,FE-5,BLR48 - Preparation Steps and Hardware Configuration,,,,,,,
07:30-09:00,FE-4,"Weekly Housekeeping / МО, Book 1, 1.2.1, p. 1-2",,,,,,,
,,"SM Ventilation Subsystem Preventive Maintenance, Group E",,,,,,,
,,FGB ЦВ2 Fan Cleaning,,,,,,,
07:30-10:30,"FE-1, FE-2",Inspection of Air Conditioner Cleaning Auxiliary Computer System (ВКС),,,,,,,
,,Laptops / rCleaning БМП (Micropurification Unit) fan grille,,,,,,,
07:30-09:30,CDR,Weekly Housekeeping,,,,,,,
07:55-08:55,FE-5,T2 Exercise,,,,,,,
08:55-11:55,FE-5,Weekly Housekeeping,,,,,,,
09:00-10:30,FE-4,ARED Exercise,,,,,,,
09:30-09:40,CDR,CIR - Hardware Setup,,,,,,,
09:40-10:20,CDR,Weekly Housekeeping,,,,,,,
10:20-10:30,CDR,Station Support Computer (SSC) Server Fan Cleaning,,,,,,,
10:30-12:00,CDR,ARED Exercise,,,,,,,
10:30-10:50,FE-2,БСПН (Payload Server) - Log-file downlink via БСПН over OCA,,,,,,,
10:30-10:45,FE-6,COMMD - Questionnaire,,,,,,,
10:55-11:10,FE-4,Private Psychological Conference (VHF),,,,,,,
11:00-12:00,FE-6,T2 Exercise,,,,,,,
,,Weekly Housekeeping,,,,,,,
,,"SM Ventilation Subsystem Preventive Maintenance, Group E",,,,,,,
11:10-12:40,FE-4,FGB ЦВ2 Fan Cleaning,,,,,,,
,,Inspection of Air Conditioner Cleaning Auxiliary Computer System (ВКС),,,,,,,
,,Laptops БМП (Micropurification Unit) Fan Grille Cleaning,,,,,,,
11:10-12:10,FE-2,"БД-2 Exercise, Day 2",,,,,,,
11:55-12:10,FE-5,COMMD - Questionnaire,,,,,,,
12:00-13:00,CDR,T2 Exercise,,,,,,,
12:00-13:30,FE-6,ARED Exercise,,,,,,,
,TIME,,"CREWCDR,FE-6FE-1FE-2FE-4FE-5CDRFE-6FE-1FE-2FE-4FE-5FE-6CDRFE-2FE-6CDRFE-5FE-6FE-4FE-5FE-1FE-4FE-1FE-2CDRFE-2FE-2CDR,FE-5,FE-6.CDRFE-1,FE-4,FE-5,FE-6FE-2FE-1FE-4FE-6FE-2",,"ACTIVITYREMINDER – reminder reviewMorning inspectionRSS1,2 rebootСМ-У connection inspection at МНР-НС behind АСУ panel 139Morning inspection. Laptop RS1(2) rebootMorning inspection. SM ПСС TestMorning inspectionMorning inspectionMorning inspectionPost-sleepMO-8. SetupPost-sleepPost-sleepPost-sleepBody mass measurementPost-sleepBody mass measurementPost-sleepBody mass measurementMorning meal.Body mass measurementMorning meal.Body mass measurementMorning meal.Morning meal.Body mass measurementMorning meal.MO-8. Close-out opsMorning meal.Work prepDPC (S-band)Ocular Health (OH) – ocular health examinationWork prepMorning meal.Stow returnable equipment into Soyuz 421 (h/w compartment) and update theIMSDaily electrocardiography (start)Working СВ camera setupWork prep",,,,
,06:00-06:05,,,,,,,,
,06:00-06:10,,,,,,,,
,06:00-06:10,,,,,,,,
,06:00-06:10,,,,,,,,
,06:00-06:10,,,,,,,,
,06:05-06:20,,,,,,,,
,06:05-06:10,,,,,,,,
,06:10-06:40,,,,,,,,
,06:10-06:20,,,,,,,,
,06:10-06:35,,,,,,,,
,06:10-06:30,,,,,,,,
,06:10-06:25,,,,,,,,
,06:20-06:25,,,,,,,,
,06:20-06:45,,,,,,,,
,06:25-06:30,,,,,,,,
,06:25-06:50,,,,,,,,
,06:30-06:35,,,,,,,,
,06:30-07:30,,,,,,,,
,06:35-06:40,,,,,,,,
,06:35-07:30,,,,,,,,
,06:40-06:45,,,,,,,,
,06:40-07:35,,,,,,,,
,06:45-07:35,,,,,,,,
,06:45-06:50,,,,,,,,
,06:50-07:30,,,,,,,,
,06:50-07:00,,,,,,,,
,07:00-07:35,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,07:35-08:00,,,,,,,,
,08:00-08:45,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,08:00-08:20,,,,,,,,
,08:20-10:20,,,,,,,,
,08:20-09:00,,,,,,,,
,08:20-08:50,,,,,,,,
,08:20-08:40,,,,,,,,
,TIME,,"CREWCDR,FE-5,FE-6FE-4FE-2FE-1.CDR,FE-2,FE-5,FE-6,FE-4FE-1FE-6FE-6FE-6CDRFE-4FE-2FE-6FE-1FE-4FE-2FE-5FE-2FE-4FE-1.CDRFE-4FE-5FE-2FE-5CDRFE-5FE-1FE-1FE-5FE-4FE-5FE-5FE-1,FE-2,",,"ACTIVITY / odf or r/gMorning inspectionMorning inspection, visual check in DC1 of  АЗС position in БВП СО and offuses in БПП- 30, БПП-36 per LCD lightsMorning inspection, Laptop RS1(2) rebootMorning inspection, RSS1,2 rebootPost sleepBreakfastBreakfast, SM Caution and Warning Panel (ПСС) test (after breakfastPMCPFCEXERCISE CEVISEXERCISE T2EXERCISE БД-2 -1EXERCISE Velo - 1EXERCISE AREDPFC (Ku+S-band)BIOSIGNAL. Temp monitoring in Kriogem-03EXERCISE БД-2 - 1EXERCISE T2PFC (Ku+S-band)Gas analyzer deactivation in Soyuz 713Gas analyzer deactivation in Soyuz 712LunchVEG-daily visual inspection of plantsPFC (Ku+S-band)MELFI – procedure reviewСОЖ maintenance. Data downlink for СВО, СГО, СПКУ АСУ counter ,УОВ  Potok in SM and FGBMELF2 - installing ice blocksEXERCISE AREDPFCEXERCISE БД-2 - 2EXERCISE AREDPMCEXERCISE VELO - 1SHD- daily headache questionnaireEXERCISE AREDEvening work prep",,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,06:00-06:10,,,,,,,,
,06:00-06:10,,,,,,,,
,06:10-06:40,,,,,,,,
,,,,,,,,,
,06:40-07:30,,,,,,,,
,,,,,,,,,
,06:40-07:30,,,,,,,,
,07:45-08:00,,,,,,,,
,08:30-08:45,,,,,,,,
,09:00-10:00,,,,,,,,
,09:00-10:00,,,,,,,,
,09:00-10:30,,,,,,,,
,09:50-10:50,,,,,,,,
,10:00-11:30,,,,,,,,
,10:15-10:30,,,,,,,,
,10:30-10:35,,,,,,,,
,10:50-12:20,,,,,,,,
,12:00-13:00,,,,,,,,
,12:20-12:35,,,,,,,,
,12:45-13:00,,,,,,,,
,12:45-13:00,,,,,,,,
,13:00-14:00,,,,,,,,
,14:00-14:05,,,,,,,,
,14:00-14:15,,,,,,,,
,14:10-14:20,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,14:20-14:50,,,,,,,,
,15:00-16:30,,,,,,,,
,15:15-15:30,,,,,,,,
,15:30-16:30,,,,,,,,
,16:30-18:00,,,,,,,,
,16:55-17:10,,,,,,,,
,17:45-18:45,,,,,,,,
,17:55-18:00,,,,,,,,
,18:00-19:30,,,,,,,,
,18:45-19:15,,,,,,,,
,Time,,"CrewCDR,FE-6FE-4FE-5FE-1FE-2CDRFE-6FE-5FE-1,FE-2,FE-4CDRFE-6FE-6FE-5CDRFE-6FE-6FE-1,FE-2,FE-4CDRFE-5FE-6FE-6CDRCDR.CDR,FE-1,FE-2,FE-4,FE-5FE-6FE-6FE-6FE-2FE-1CDRFE-5FE-6FE-4",,"ACTIVITYREMINDER- reading reminderMorning inspectionSM C&W Panel TestReading reminder regarding foto/video capture of ARED exerciseMorning inspection. Reboot of RSS1, 2Inspecting connector СМ-У on МНР-НС behind panel 139 ( АСУ)Morning inspectionReboot of RS1(2) LaptopReading reminder regarding foto/video capture of ARED exerciseREMINDER – reading reminderMorning inspectionPost sleepMorning inspectionREMINDER- reading reminderHRF- sample collection and insertionPost sleepPost sleepHRF- Sample insertion in MELFIHRF. Urine samplingBreakfastBreakfastBreakfastHRF- Sample insertion in MELFIHRF- centrifuge activation and configHRF- blood sampling assistPost sleepDPC (S-band)Work prepHRF- freezer-centrifuge configReading reminderMorning inspectionAir sampling in SM and FGB using АК-1М samplerUpdating anti-virus db on ВКС laptopsISS HAM- hw turn offSearch for US EVA toolsPost sleepMonitoring technical status of КОБ1 и КОБ2 loops -preparation. Tagup withspecialists (if needed, S-band)",,,,
,06:00-06:05,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,06:00-06:05,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,06:05-06:10,,,,,,,,
,06:05-06:10,,,,,,,,
,06:05-06:15,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,06:10-06:20,,,,,,,,
,06:10-06:15,,,,,,,,
,06:15-06:30,,,,,,,,
,06:15-06:45,,,,,,,,
,06:20-06:40,,,,,,,,
,06:30-06:35,,,,,,,,
,06:35-06:55,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,06:40-07:10,,,,,,,,
,06:45-07:30,,,,,,,,
,06:55-07:00,,,,,,,,
,07:00-07:30,,,,,,,,
,07:10-07:25,,,,,,,,
,07:25-07:30,,,,,,,,
,07:30-07:55,,,,,,,,
,,,,,,,,,
,07:55-08:15,,,,,,,,
,,,,,,,,,
,07:55-08:05,,,,,,,,
,08:05-08:10,,,,,,,,
,08:10-08:20,,,,,,,,
,08:15-08:40,,,,,,,,
,08:15-08:45,,,,,,,,
,08:15-08:25,,,,,,,,
,08:15-09:00,,,,,,,,
,08:20-08:35,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
TIME,CREW,ACTIVITY,,,,,,,
06:00-06:10,FE-1,"Morning Inspection, Laptop RSS1,2, Reboot 1",,,,,,,
06:00-06:10,FE-2,"Morning Inspection, Laptop RS1(2) Reboot",,,,,,,
06:00-06:10,FE-4,Morning Inspection. SM ПСС [Caution & Warning Panel] Test,,,,,,,
06:00-06:05,"CDR, FE-5, FE-6",REMINDER - Reading Reminder,,,,,,,
06:05-06:10,CDR,Morning Inspection,,,,,,,
06:05-06:10,FE-5,PROK - Urine Sample Collection,,,,,,,
06:05-06:15,FE-6,Morning Inspection,,,,,,,
06:10-06:40,"CDR, FE-1, FE-2, FE-4",Post-Sleep,,,,,,,
06:10-06:20,FE-5,Morning Inspection,,,,,,,
06:15-06:40,FE-6,Post-Sleep,,,,,,,
06:20-06:40,FE-5,Post-Sleep,,,,,,,
06:40-07:30,,BREAKFAST,,,,,,,
07:30-07:40,,Prep for Work,,,,,,,
07:40-08:05,,Daily Planning Conference (S-band),,,,,,,
08:05-08:25,"FE-1, FE-2",Setting up NASA gear for use on Orlan-M,,,,,,,
08:05-09:35,CDR,SPRINT - Hardware Setup,,,,,,,
08:05-08:15,"FE-4, FE-5",Prep for Work,,,,,,,
08:05-08:15,FE-6,MSG - Visual inspection and activation,,,,,,,
08:15-08:45,FE-4,Photography of ЦВ3 Fan Installation Location in MRM1,,,,,,,
08:15-09:05,FE-6,Thermolab - Instrumentation Ops for Circadian Rhythms,,,,,,,
08:25-09:55,"FE-1, FE-2","Installation Of Orlan-M Add-On Equipment, Photography, Photo Downlink",,,,,,,
08:45-10:00,FE-4,"БД-2 Exercise, Day 1",,,,,,,
09:05-09:55,FE-6,BASS. Preparation Steps,,,,,,,
09:15-09:20,FE-5,USND2 - Hardware Activation,,,,,,,
09:20-09:45,FE-5,CARDOX - Preparation Steps and Hardware Setup,,,,,,,
09:35-11:00,CDR,ARED Exercise,,,,,,,
09:45-10:40,FE-5,CARDOX - Experiment set up and start,,,,,,,
09:55-11:55,FE-2,Glisser-M Equipment Setup for EVA-36 Video Ops. Tagup with specialists as necessary,,,,,,,
,,On MCC GO Removal of two Handles from ТКГ 427 Front Hatch Cover,,,,,,,
10:00-11:20,"FE-1, FE-4",(stow at СО1_23_201 in Ziploc 005916R) and Installation of ТКГ 427,,,,,,,
,,docking mechanism (ФГБ1ПГО),,,,,,,
10:00-10:15,FE-6,"CARDOX. Ultrasound Operations, Part 1",,,,,,,
10:25-10:50,FE-6,CARDOX - Experiment Ops,,,,,,,
10:40-11:05,FE-5,CARDOX - Blood Pressure Operations,,,,,,,
10:55-11:00,FE-6,CARDOX. Blood Pressure Operations,,,,,,,
11:00-12:20,CDR,RST - Hardware Detachment,,,,,,,
11:05-12:05,FE-6,T2 Exercise,,,,,,,
TIME,CREW,ACTIVITY,,,,,,,
10:30-10:40,FE-1,"Morning Inspection, Laptop RSS1,2, Reboot",,,,,,,
10:30-10:40,FE-2,"Morning Inspection, Laptop RS1(2) Reboot",,,,,,,
10:30-10:40,FE-4,Morning Inspection. SM ПСС (Caution & Warning Panel) Test,,,,,,,
10:30-10:35,CDR,Reading REMINDER,,,,,,,
10:30-10:40,"FE-5, FE-6",Morning Inspection,,,,,,,
10:35-11:10,CDR,Post-sleep,,,,,,,
,"FE-1, FE-2,",,,,,,,,
10:40-11:10,"FE-4, FE-5,",Post-sleep,,,,,,,
,FE-6,,,,,,,,
11:10-12:00,,BREAKFAST,,,,,,,
12:00-12:20,,Daily Planning Conference (S-band),,,,,,,
12:20-12:45,FE-6,BLR48 - Memory Card Replacement.,,,,,,,
12:20-12:30,FE-5,MSG - Glovebox Activation,,,,,,,
,,"Removal of US TV cameras, Lights, and REBA power unit from",,,,,,,
12:20-12:50,"FE-1, FE-2",,,,,,,,
,,Orlan-MK Suits,,,,,,,
12:20-12:40,CDR,Prep for Work,,,,,,,
12:20-12:35,FE-4,Prep for Work,,,,,,,
12:30-12:35,FE-5,Prep for Work,,,,,,,
,,On MCC Go ТКГ 427 and DC1 Interface Leak Check. Tagup with,,,,,,,
12:35-13:50,FE-4,,,,,,,,
,,specialists,,,,,,,
12:35-13:40,FE-5,BASS Single Burn Ops Start,,,,,,,
12:40-12:55,CDR,CFE - Hardware Test Ops Review,,,,,,,
12:45-13:05,FE-6,BLR48 - Data Save,,,,,,,
12:50-13:20,"FE-1, FE-2",Post-EVA Orlan debrief with specialists,,,,,,,
12:55-13:00,CDR,Photo/TV Camcorder Setup Verification,,,,,,,
13:00-13:55,CDR,T2 Exercise,,,,,,,
13:05-13:45,FE-6,EPO Top Experiment - Unstow Hardware,,,,,,,
,,Pressurization of Elektron-VM Liquid Unit before Activation.  Mate,,,,,,,
13:20-13:45,FE-1,,,,,,,,
,,cnctr ЭЛ28-2 to ЭЛ27 on Н2 line after pressurization,,,,,,,
13:25-14:25,FE-2,"Orlan Orlan No. 4, No. 5 Feedwater Bladder Refill",,,,,,,
13:40-14:35,FE-5,BASS Single Burn Ops Runs,,,,,,,
13:45-14:00,"FE-1, FE-6",US Tools and Equipment Handover to USOS from RS after EVA-38,,,,,,,
13:50-14:00,FE-4,DC1-СУ Hatch Opening after EVA-38,,,,,,,
13:55-14:00,CDR,Stow T2 Exercise Video Equipment,,,,,,,
14:00-14:05,"FE-1, FE-6",Handover of Photo Cameras to USOS after EVA,,,,,,,
14:00-14:10,CDR,Food Frequency Questionnaire,,,,,,,
14:00-14:10,FE-4,On MCC Go СУ-ТКГ427 Hatch Opening after EVA-38,,,,,,,
14:05-14:40,FE-6,EVA Camera Reconfig,,,,,,,
14:10-14:55,FE-4,"ТКГ 427 (DC1) deactivation, air duct installation",,,,,,,
14:15-15:15,CDR,CFE - Preparation and Hardware Setup,,,,,,,
,TIME,,"CREWCDRFE-1FE-2FE-4FE-5FE-6FE-5CDR, FE-1,FE-2, FE-6FE-5FE-5FE-4FE-5CDR, FE-1,FE-2, FE-6FE-5FE-4CDR, FE-1,FE-2, FE-5,FE-6FE-4FE-4CDR,FE-5FE-1,FE-2,FE-6FE-5CDRFE-1,FE-2FE-5FE-6CDRCDRFE-5FE-4FE-6FE-5CDRFE-4CDR",,"ACTIVITYMorning InspectionMorning Inspection, Laptop RSS1,2, Reboot / r/g 1009 step 1SM ПСС (Caution & Warning Panel) TestMorning Inspection, Laptop RS1(2) RebootKHROMATOMASS. Experiment SetupREMINDER - Reading Circadian Rhythms Experiment ReminderMorning InspectionPROK - Urine Sample CollectionPost-SleepReading REMINDERReading REMINDERCHROMATOMASS. Saliva and Blood CollectionPost-sleepBREAKFASTBREAKFASTPost-sleepDaily Planning Conference (S-band)BREAKFASTPost-sleepBREAKFASTPrep for WorkPrep for WorkFood Frequency QuestionnaireJRNL - Journal EntryBAR. Experiment Ops. Tagup with specialistsJournal EntryESA Weekly Crew ConferenceBattery D2XS ChargeRST - Hardware GatheringUSND2 -  Hardware ActivationCHROMATOMASS. Closeout OpsARED ExerciseSPRINT - Hardware Setup and ConfigurationRST - Microscope SetupPrep for WorkSPRINT - Donning Assistance for the Experiment Ops",,,,
,06:00-06:10,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,06:00-06:10,,,,,,,,
,06:00-06:15,,,,,,,,
,06:00-06:05,,,,,,,,
,06:00-06:10,,,,,,,,
,06:05-06:10,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,06:10-06:15,,,,,,,,
,06:15-06:20,,,,,,,,
,06:15-06:45,,,,,,,,
,06:20-06:40,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,06:40-07:05,,,,,,,,
,06:45-07:05,,,,,,,,
,07:05-07:20,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,07:20-07:45,,,,,,,,
,,,,,,,,,
,07:20-07:40,,,,,,,,
,07:40-08:30,,,,,,,,
,07:45-08:10,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,08:10-08:20,,,,,,,,
,08:10-08:25,,,,,,,,
,08:15-10:45,,,,,,,,
,08:20-08:35,,,,,,,,
,08:20-08:40,,,,,,,,
,08:25-08:30,,,,,,,,
,08:30-08:55,,,,,,,,
,08:35-08:40,,,,,,,,
,08:40-08:55,,,,,,,,
,08:40-10:10,,,,,,,,
,08:40-11:00,,,,,,,,
,08:55-09:05,,,,,,,,
,08:55-09:25,,,,,,,,
,09:05-09:25,,,,,,,,
,TIME,,"CREWCDR,FE-4FE-1FE-2FE-5FE-6FE-6FE-5CDR,FE-1,FE-2,FE-4,FE-6FE-5FE-5CDR,FE-1,FE-2FE-6FE-4FE-5FE-6CDRFE-6CDRFE-2FE-5FE-5FE-5FE-2FE-4FE-1.FE-5FE-2FE-5FE-1FE-2FE-1",,"ACTIVITYMorning InspectionMorning Inspection. RSS1,2 RebootCheck position of MRM2 manual Circuit Breakers [АЗС] on DC БВП andstatus of Fuses on Fuse Boxes БПП-30, БПП-36 per LED indicationsMorning Inspection.Laptop RS1(2) RebootCheck БПП-4, БПП-7 Fuses in MRM1PROK - Urine Sample CollectionReading REMINDERMorning InspectionHRF Urine Sample CollectionPost-SleepHRF - Urine Sample MELFI InsertionPost-SleepBREAKFASTBREAKFASTBREAKFASTSM ПСС (Caution & Warning Panel) TestBREAKFASTCRHYT- equipment takedownT2 ExercisePrivate Family Conference (S + Ku-band)ARED ExercisePrivate Family Conference (S + Ku-band)HRF Urine Sample CollectionHRF - Urine Sample MELFI InsertionARED ExerciseБД-2 Exercise -Day 3Private Family Conference (S + Ku-band)Private Family Conference (S + Ku-band)LUNCHPROK - Controlled Diet LogСОЖ Maintenance. SM and FGB СВО, СГО, АСУ СПКУ Counter, POTOKAir Purification System Data CalldownsPrivate Family ConferenceБД-2 Exercise, Day 4VELO Exercise, Day 3ARED Exercise",,,,
,06:00-06:10,,,,,,,,
,06:00-06:10,,,,,,,,
,,,,,,,,,
,06:00-06:10,,,,,,,,
,,,,,,,,,
,06:00-06:05,,,,,,,,
,06:00-06:05,,,,,,,,
,06:05-06:10,,,,,,,,
,06:05-06:25,,,,,,,,
,,,,,,,,,
,06:10-06:40,,,,,,,,
,,,,,,,,,
,06:25-06:30,,,,,,,,
,06:30-07:00,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,06:40-07:35,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,07:00-07:30,,,,,,,,
,07:35-07:55,,,,,,,,
,08:30-09:30,,,,,,,,
,09:00-09:15,,,,,,,,
,09:30-11:00,,,,,,,,
,10:10-10:25,,,,,,,,
,11:05-11:25,,,,,,,,
,11:25-11:30,,,,,,,,
,11:30-13:00,,,,,,,,
,11:30-13:00,,,,,,,,
,11:50-12:05,,,,,,,,
,12:30-12:45,,,,,,,,
,13:00-14:00,,,,,,,,
,14:00-14:05,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,15:05-15:20,,,,,,,,
,15:25-16:25,,,,,,,,
,15:30-16:30,,,,,,,,
,16:25-17:55,,,,,,,,
,TIME,,"CREWFE-6CDR,FE-5FE-1FE-2FE-4FE-5CDRFE-5FE-1,FE-2,FE-4,FE-6CDRFE-5FE-2,FE-4,FE-6,FE-1CDR,FE-5FE-6CDR,FE-1,FE-2,FE-4FE-5FE-5.CDRFE-6FE-5FE-4FE-5FE-2FE-2FE-1CDRFE-6FE-4FE-6CDR,FE-6FE-2FE-5",,"ACTIVITYMorning InspectionReading REMINDERMorning InspectionRSS 1, 2 RebootMorning InspectionLaptop RS1(2) RebootMorning InspectionSM ПСС (Caution & Warning Panel) TestPROK - Urine Sample CollectionMorning InspectionMorning InspectionPost-sleepPost-sleepPost-sleepBREAKFASTBREAKFASTHealth Maintenance System (HMS) - Laptop setup for opsPrep for WorkPrep for WorkMSG - Visual inspection and activationDaily Planning Conference (S-band)OCT Exam - SubjectOCT Exam – OperatorPrep for WorkIDENTIFIKATSIYA. Copy ИМУ-Ц micro-accelerometer data to laptopBASS. Preparation stepsOTKLIK. Equipment Check. Tagup with specialistsURAGAN. Photo Spectrum System (ФСС) Checkout. Tagup with specialists/ r/gARED ExerciseIFM-CCAA - Providing AccessOCT Hardware StowСОЖ MaintenancePrep for WorkIFM-CCAA - Cable DematingVELO Exercise, Day 1Crew Medical Officer (CMO) Proficiency Training",,,,
,06:00-06:10,,,,,,,,
,06:00-06:05,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,06:05-06:10,,,,,,,,
,06:05-06:15,,,,,,,,
,06:10-06:20,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,06:15-06:45,,,,,,,,
,06:20-06:45,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,06:45-07:30,,,,,,,,
,07:30-07:45,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,07:30-07:40,,,,,,,,
,07:40-07:50,,,,,,,,
,07:50-08:10,,,,,,,,
,08:10-08:55,,,,,,,,
,08:10-08:55,,,,,,,,
,08:10-08:20,,,,,,,,
,08:15-08:55,,,,,,,,
,08:20-09:10,,,,,,,,
,08:35-08:50,,,,,,,,
,08:50-09:30,,,,,,,,
,08:50-10:20,,,,,,,,
,08:55-09:25,,,,,,,,
,08:55-09:15,,,,,,,,
,09:05-09:45,,,,,,,,
,09:15-09:25,,,,,,,,
,09:25-10:55,,,,,,,,
,09:30-10:30,,,,,,,,
,09:55-10:20,,,,,,,,
,TIME,,,,,,,,
