0,1,2,3,4,5,6,7,8
10:00-12:00,,FE-1-16,,ETD - Experiment Ops- Session 1. Tagup (S-band),,,,
10:00-11:30,,"CDR, FE-1 (assists)",,LBNP Exercise (FINAL) То=10:41 Tagup (VHF,,,,
10:10-13:10,,"CDR-16, FE-2",,EVA tool config,,,,
,11:10-11:15,,SFPVC,,ETD. Experiment Photography,,,
11:30-13:00,,"FE-1, CDR (assists)",,LBNP Exercise (FINAL) То=12:14 Tagup (VHF,,,,
12:00-13:00,,FE-1-16,,Physical Exercise (RED),,,,
13:00-14:00,,"CDR, FE-1, FE-1-16,SFPVC",,LUNCH,,,,
13:10-14:10,,"CDR-16, FE-2",,LUNCH,,,,
14:00-18:00,,FE-1-16,,MATRYOSHKA. Dosimeter transfer from Soyuz to SM and set up inanthropomorphic phantom. Tagup (S-band),,,,
14:00-17:45,,FE-1,,Stow return equipment in Soyuz,,,,
14:00-15:20,,CDR,,,,,,
14:10-14:20,,FE-2,,PAO hardware setup,,,,
14:20-14:30,,"FE-2, CDR-16",,Crew prep for PAO,,,,
14:30-14:50,,"FE-2, CDR-16",,PAO event (S + Ku-band),,,,
14:50-15:50,,"FE-2, CDR-16",,Transfer list review during 10A flight,,,,
15:20-17:20,,CDR,,MATRYOSHKA. Dosimeter transfer from Soyuz to SM and set up inanthropomorphic phantom,,,,
GMT,,CREW,,ACTIVITY,,,,
06:00-06:10,,,,Morning inspection,,,,
06:10-06:40,,"ISS-16, FE-1, FE-2, SFPVC",,Post-sleep,,,,
06:10-06:20,,CDR,,IMMUNO. Urine collection to U-Receptacle (terminate),,,,
06:20-06:50,,CDR,,"IMMUNO. Second urine sample collection from Urine receptacles,placement in Cryogem",,,,
06:40-07:30,,"ISS-16, FE-1, FE-2, SFPVC",,BREAKFAST,,,,
06:50-07:10,,CDR,,Post-sleep,,,,
07:10-07:30,,CDR,,BREAKFAST,,,,
07:30-07:45,,"ISS-15, ISS-16",,Daily Planning Conference (S-band),,,,
07:45-08:10,,FE-2,,Prep for Work,,,,
07:45-08:15,,CDR,,BREAKFAST,,,,
07:45-08:15,,"ISS-16, SFPVC",,Prep for Work,,,,
07:45-08:00,,FE-1,,BIMS. Experiment set up,,,,
08:00-08:15,,FE-1,,Prep for Work,,,,
08:10-08:15,,FE-2,,Daily Plan Review,,,,
08:15-08:45,,CDR,,Prep for Work,,,,
08:15-09:15,,FE-1,,BIMS. Experiment ops,,,,
08:15-09:05,,FE-1-16,,BIMS. Experiment ops,,,,
08:15-08:35,,CDR-16,,CEVIS exercise protocol change,,,,
08:15-09:45,,FE-2,,Physical Exercise (RED),,,,
,08:30-08:40,,SFPVC,,Tagup with Consultants Team via VHF1,,,
08:35-10:05,,CDR-16,,PBA and PFE IMS Audit,,,,
08:45-09:15,,CDR,,Replacement of hatch seal drive handle,,,,
09:05-09:25,,FE-1-16,,"КАВ humidity condensate sampling upstream of БКО СРВ-К2М – setup,sample bag installation (Use hose Т2-ПрУ #405001, b/c 006432R(СМ1РО_2_231А_1 bag# 350-19) and tip b/c 00038935R(СМ1РО_2_231А_1, bag #350-25)",,,,
09:15-10:15,,"FE-1, CDR",,Soyuz 220 СУД test before undocking,,,,
09:25-10:05,,FE-1-16,,RSE-MED. RSE-MED Laptop SW update,,,,
09:45-10:45,,FE-2,,Physical Exercise (CEVIS),,,,
10:05-10:20,,"FE-1-16, CDR-16",,Private Medical Conference (S + Ku-band),,,,
,10:05-10:20,,SFPVC,,Private medical conference (VHF),,,
10:15-10:25,,CDR,,IMMUNO. Close-out ops,,,,
10:15-10:45,,FE-1,,Counter Measure System (CMS) Harmful Contaminant Measurements inSM,,,,
10:20-10:50,,CDR-16,,EMU cooling loop filtration to prevent biomaterials and solid particles,,,,
10:25-10:35,,CDR,,ИПД air sampling for ammonia,,,,
10:25-10:35,,FE-1-16,,Sampling condensate water [КАВ] upstream of СРВ-К2М БКО – samplerreplacement,,,,
10:35-11:35,,CDR,,"Physical Exercise (TVIS), Day 2",,,,
GMT,,CREW,,ACTIVITY,,,,
09:00-09:10,,,,Morning inspection,,,,
09:10-09:40,,,Post-sleep,,,,,
09:40-10:30,,,BREAKFAST,,,,,
11:00-11:30,,CDR,,"HDTV camera test. Test TV session with Malaysia. Tagup with БРТК specialists (VHF+S-band) / (To=10:59, T1, T2, T3 - by СПП)",,,,
11:35-12:35,,FE-2,,Physical Exercise (TVIS),,,,
12:35-14:05,,FE-1,,"Physical Exercise (TVIS), Day 1",,,,
13:00-13:15,,FE-2,,Private Family Conference (S + Ku-band),,,,
13:35-15:05,,,Physical Exercise (RED),,,,,
14:05-15:05,,CDR,,"Physical Exercise (TVIS), Day 1",,,,
15:05-16:05,,,,LUNCH,,,,
16:05-19:35,,FE-2,,АТU R&R,,,,
16:05-16:20,,CDR,,АОК ГАНК-4М data readout,,,,
16:05-16:45,,FE-1,,"Filling EDV (KOB) for Elektron from CWC 1068, 1065, 1064. Report to MCC indexnumbers of used CWC.",,,,
16:45-17:25,,,СОЖ Maintenance,,,,,
17:25-18:25,,,"Physical Exercise (TVIS), Day 1",,,,,
19:25-20:55,,CDR,,"Physical Exercise (TVIS), Day 1",,,,
20:05-20:15,,FE-2,,FMK stow,,,,
20:15-20:25,,,CWC audit,,,,,
20:25-20:40,,,Questionnaire - journal entry,,,,,
20:40-20:45,,,Deactivation of FGB hardware in SM,,,,,
20:45-20:50,,,Closing LAB window shutters,,,,,
20:50-20:55,,,Transfer TVIS/RED/CEVIS/HRM data to MEC,,,,,
20:55-21:10,,,,Daily Planning Conference (S-band),,,,
21:10-21:20,,FE-2,,Report prep,,,,
21:20-21:50,,,ISS15 FE2 and ISS16 FE2 crew conference (S + Ku-band),,,,,
21:30-22:30,,"CDR, FE-1",,Prep for Work,,,,
21:50-22:30,,FE-2,,Prep for Work,,,,
22:30-22:50,,,Private Family Conference (S + Ku-band),,,,,
22:30-23:00,,"CDR, FE-1",,DINNER,,,,
22:50-23:20,,FE-2,,,,,,
23:00-23:30,,"CDR, FE-1",,Daily food prep,,,,
23:20-23:50,,FE-2,,,,,,
23:30-00:30,,"CDR, FE-1",,Pre-sleep,,,,
23:50-00:30,,FE-2,,,,,,
00:30-11:00,,,,SLEEP,,,,
Task List,,FE-1,,БСПН log-file dump (09:30-10:30 interval is preferred),,,,
GMT,CREW,ACTIVITY,,,,,,
05:00-05:10,,Morning inspection,,,,,,
05:10-05:40,Post-sleep,,,,,,,
05:40-06:30,BREAKFAST,,,,,,,
06:30-06:45,Daily Planning Conference (S-band),,,,,,,
06:45-07:15,Prep for Work,,,,,,,
07:15-09:35,FE-1,Replacement of АСУ components,,,,,,
07:15-07:30,FE-2,DCS battery charging,,,,,,
07:15-07:25,CDR,MSG: activation,,,,,,
07:25-08:25,Physical Exercise (CEVIS),,,,,,,
07:30-07:35,FE-2,PCMCIA card formatting,,,,,,
07:45-08:45,1P2 Node Stowage removal,,,,,,,
08:25-09:10,CDR,AL config,,,,,,
09:00-09:05,FE-2,PCMCIA card formatting,,,,,,
09:05-10:35,Physical Exercise (RED),,,,,,,
09:35-10:45,FE-1,Transferring urine from EDV-U to Progress 361 Rodnik Water Tank 1,,,,,,
09:40-11:10,CDR,Coarsening in Solid-Liquid Mixtures – Hardware preparation,,,,,,
10:35-10:40,FE-2,PCMCIA card formatting,,,,,,
10:40-10:45,DCS battery replacement,,,,,,,
10:45-11:45,FE-1,"Physical Exercise (VELO + RED), Day 2",,,,,,
10:45-10:50,FE-2,HAM radio setup,,,,,,
10:50-11:00,HAM radio session,,,,,,,
11:10-11:45,CDR,"CSLM-2 Experiment vacuum testing, crew initial steps",,,,,,
11:00-11:40,FE-2,СОЖ Maintenance,,,,,,
11:40-11:45,PCMCIA card formatting,,,,,,,
11:45-12:45,,LUNCH,,,,,,
12:45-13:25,FE-1,Transferring urine from EDV-U to Progress 361 Rodnik Water Tank 1,,,,,,
12:45-12:50,FE-2,PCMCIA card formatting,,,,,,
12:50-13:05,Private Medical Conference (Ku + S-band),,,,,,,
12:50-13:00,CDR,"CSLM-2 Experiment vacuum testing, closeout steps",,,,,,
13:05-13:20,Private Medical Conference (Ku + S-band),,,,,,,
13:20-13:50,"CDR, FE-2",TVIS bearings replacement handover,,,,,,
13:25-13:40,FE-1,Private Medical Conference (Ku + S-band),,,,,,
13:50-14:20,"CDR, FE-2",Photo/Video RPM (R-Bar Pitch Maneuver) Skills Training,,,,,,
13:50-14:20,CDR,Unstow items in US Airlock,,,,,,
14:05-14:10,FE-2,DCS battery replacement,,,,,,
14:20-15:50,FE-1,"Physical Exercise (TVIS), Day 2",,,,,,
14:20-15:20,CDR,10А EVA procedure review,,,,,,
14:25-14:30,FE-2,PCMCIA card formatting,,,,,,
15:45-16:10,CDR,Prep for Work,,,,,,
GMT,CREW,ACTIVITY,,,,,,
06:10-06:20,,Morning inspection,,,,,,
06:20-06:50,,Post-sleep,,,,,,
06:50-07:40,,BREAKFAST,,,,,,
07:40-07:55,,Daily Planning Conference (S-band),,,,,,
07:55-08:15,FE-1,Crew Familiarization with ISS,,,,,,
07:55-08:10,FE-2-16,Prep for Work,,,,,,
07:55-08:15,FE-2,Prep for Work,,,,,,
07:55-09:25,CDR,Periodic fitness evaluation,,,,,,
08:10-08:20,FE-2-16,ISS Crew Adaptation,,,,,,
08:20-09:05,"FE-2, FE-2-16",Removal of center CBM disk cover,,,,,,
08:30-09:00,FE-1,Periodic fitness evaluation,,,,,,
09:05-10:35,FE-2,CBM control panel teardown,,,,,,
09:05-10:35,FE-2-16,ISS Crew Adaptation,,,,,,
09:05-10:20,FE-1,PNEVMOCARD. Experiment ops. Tagup with specialists (S-band),,,,,,
09:25-10:20,CDR,Emergency Book transfer,,,,,,
10:20-10:35,Tool selection for Node #2,,,,,,,
10:20-10:25,FE-1,MATRYOSHKA-R. Mosfet-Dosimeter reading (b/c 010892R СМ1РО_1_131),,,,,,
10:25-10:55,DIATOMEA. World Ocean Observations,,,,,,,
10:35-11:45,CDR,Node 1 and Node 2 outfitting,,,,,,
10:35-11:45,"FE-2, FE-2-16",Handover,,,,,,
10:55-11:25,FE-1,Crew Familiarization with ISS,,,,,,
11:25-11:45,АК-1М and ИПД setup for sample collection in NODE2,,,,,,,
11:45-12:45,,LUNCH,,,,,,
12:45-14:50,CDR,Node 2 ingress and equipment set up,,,,,,
12:45-13:15,FE-2,DCS 760 camera configuration for EVA,,,,,,
12:45-13:00,FE-2-16,Defibrillator kit unpacking,,,,,,
12:55-13:15,FE-1,SM air sampling for CO using ИПД АК-1М samplers in NODE2,,,,,,
13:00-13:35,FE-2-16,ISS Crew Adaptation,,,,,,
13:15-13:35,FE-2,IMS update,,,,,,
13:25-13:40,FE-1,Verify ИП-1 sensor installation,,,,,,
13:35-13:50,FE-2,Questionnaire - journal entry (FE-2),,,,,,
13:35-13:45,FE-2-16,Immune - equipment set up for FE2 saliva collection,,,,,,
13:40-14:20,FE-1,СОЖ Maintenance,,,,,,
13:45-13:50,FE-2-16,Immune - history photo,,,,,,
13:50-14:05,Private Medical Conference (S-band),,,,,,,
14:05-14:15,ISS Crew Adaptation,,,,,,,
14:15-14:35,EMU resizing for EVA2,,,,,,,
GMT,CREW,ACTIVITY,,,,,,
06:00-06:10,,Morning inspection,,,,,,
06:10-06:40,Post-sleep,,,,,,,
06:40-07:30,BREAKFAST,,,,,,,
07:30-09:10,CDR,"Weekly HousekeepingGrille cleaning of ВПхО, В3 ВДПрК, ВПрК fans in DC1 and ЦВ2 fan in FGB",,,,,,
07:30-10:15,FE-1,,,,,,,
07:30-07:35,FE-2,LAB Window Shutter Closure,,,,,,
07:35-09:20,Weekly Housekeeping,,,,,,,
09:10-09:25,CDR,Photo/video of Malaysia for VC13,,,,,,
09:20-09:25,FE-2,HAM radio setup,,,,,,
09:25-09:35,HAM radio session,,,,,,,
09:25-10:15,CDR,"Weekly HousekeepingGrille cleaning of ВПхО, В3 ВДПрК, ВПрК fans in DC1 and ЦВ2 fan in FGB",,,,,,
09:35-10:45,FE-2,Weekly Housekeeping,,,,,,
10:25-11:25,"CDR, FE-1(пом.)",LBNP Exercise (PRELIMINARY) (То= 10:59) Tagup (VHF) ‘,,,,,,
10:45-10:55,FE-2,ANITA Experiment Historical Documentation Video Setup  /,,,,,,
10:55-11:55,Ambient Air Non Local Cabin Air Sampling Collection for ANITA Experiment,,,,,,,
11:25-11:55,CDR,"Weekly HousekeepingGrille cleaning of ВПхО, В3 ВДПрК, ВПрК fans in DC1 and ЦВ2 fan in FGB",,,,,,
11:25-11:40,FE-1,,,,,,,
12:05-13:05,"FE-1, CDR(пом.)",LBNP Exercise (PRELIMINARY) (То= 12:35) Tagup (VHF),,,,,,
12:10-12:35,FE-2,ANITA Non-Local Cabin Air Sampling Conclude Operations,,,,,,
12:35-12:40,Stop ANITA Experiment Historical Documentation Video,,,,,,,
13:05-13:35,.,Weekly Planning Conference (S-band),,,,,,
13:35-14:35,.,LUNCH,,,,,,
14:35-14:50,FE-2,Food frequency questionnaire,,,,,,
14:35-15:15,CDR,СОЖ Maintenance,,,,,,
15:35-16:35,FE-1,"Physical Exercise (TVIS), Day 4",,,,,,
16:15-17:45,CDR,Deactivation of backup contact-separation flag in the БСКУ (Common PowerSwitching Unit) unit 5-12,,,,,,
16:20-17:20,FE-2,Physical Exercise (CEVIS),,,,,,
17:20-18:50,Physical Exercise (RED),,,,,,,
18:00-19:30,CDR,"Physical Exercise (TVIS), Day 4",,,,,,
18:50-19:05,FE-1,Remove video tapes from VTR 1 and VTR 2 and replace with new tapes,,,,,,
18:50-19:05,FE-2,Questionnaire - journal entry,,,,,,
19:05-19:10,HAM radio setup,,,,,,,
19:10-19:20,HAM radio session,,,,,,,
19:25-19:30,Transfer TVIS/RED/CEVIS/HRM data to MEC,,,,,,,
19:30-20:00,.,DINNER,,,,,,
GMT,CREW,ACTIVITY,,,,,,
05:00-05:10,.,Morning Inspection,,,,,,
05:10-05:40,Post-sleep,,,,,,,
05:40-06:30,BREAKFAST,,,,,,,
06:30-07:30,CDR,Physical Exercise (CEVIS),,,,,,
08:00-09:00,Capillary Flow Experiment Prep,,,,,,,
09:00-11:00,Capillary Flow Experiment: Vane Gap 1 - Test Block 6,,,,,,,
09:05-10:05,FE-2,Physical Exercise (TVIS),,,,,,
10:05-11:35,Physical Exercise (RED),,,,,,,
10:05-11:35,FE-1,"Physical Exercise (TVIS), day 1",,,,,,
11:00-11:30,CDR,Capillary Flow Experiment Equipment Setup Teardown,,,,,,
11:30-11:35,PAO hardware setup,,,,,,,
11:35-11:45,Crew prep for PAO,,,,,,,
11:45-12:00,Crew Discretionary Conference  (Rice University Science Festival) (S + Ku-band),,,,,,,
12:00-13:00,.,LUNCH,,,,,,
13:05-14:35,10A Timeline Review,,,,,,,
14:35-15:05,10A Timeline Conference (S-band),,,,,,,
15:05-15:45,FE-1,СОЖ Maintenance,,,,,,
15:07-15:22,CDR,Private Psychological Conference (S +Ku-band),,,,,,
15:25-16:55,Physical Exercise (RED),,,,,,,
16:00-16:10,FE-2,Crew prep for PAO,,,,,,
16:10-16:30,PAO event (S + Ku-band),,,,,,,
16:15-17:15,FE-1,"Physical Exercise (VELO+RED), day 1",,,,,,
16:55-17:00,CDR,Disconnecting DCP power cable,,,,,,
17:10-17:15,FE-2,Transfer TVIS/RED/CEVIS/HRM data to MEC,,,,,,
17:10-17:25,CDR,Prep for Work,,,,,,
17:15-17:55,"FE-1,FE-2",Prep for Work,,,,,,
17:25-17:40,CDR,Private Family Conference (S + Ku-band),,,,,,
17:40-17:55,Prep for Work,,,,,,,
17:55-18:10,.,Daily Planning Conference (S-band),,,,,,
18:10-18:30,Prep for Work,,,,,,,
18:30-19:00,DINNER,,,,,,,
19:00-19:30,Daily Food Prep,,,,,,,
19:30-20:30,Pre-sleep,,,,,,,
20:30-05:00,"CDR,FE-1",SLEEP,,,,,,
20:30-21:05,FE-2,SLEEP,,,,,,
21:05-21:20,Private Family Conference (S+Ku-band),,,,,,,
21:20-05:00,SLEEP,,,,,,,
GMT,CREW,ACTIVITY,,,,,,
06:00-06:10,,Morning inspection,,,,,,
06:10-06:40,,Post-sleep,,,,,,
06:40-07:30,,BREAKFAST,,,,,,
07:30-07:45,,Daily Planning Conference (S-band),,,,,,
07:45-08:15,CDR,DYKHANIE [RESPIRATION]. Experiment setup. Tagup with specialists (asnecessary) (S-band),,,,,,
07:45-08:05,FE-1,Prep for Work,,,,,,
07:50-09:05,FE-2,OUM-PFE – hardware installation,,,,,,
08:05-09:05,FE-1,Crew departure prep,,,,,,
08:15-08:25,CDR,Prep for Work,,,,,,
08:25-08:35,ALTCRISS. PCMCIA card replacement. Tagup with specialists (asnecessary) (S-band),,,,,,,
08:35-09:35,DYKHANIE [RESPIRATION]. Experiment termination and closeout opsTagup with specialists (as necessary) (S-band),,,,,,,
09:05-09:35,FE-2,OUM-PFE – evaluation protocol,,,,,,
09:05-09:35,FE-1,OUM-PFE - operator,,,,,,
09:35-11:05,,VC13 plan review,,,,,,
11:05-11:35,,VC13 plan tagup (S-band),,,,,,
11:35-11:50,FE-1,АОК ГАНК-4М data readout,,,,,,
11:35-12:10,FE-2,OUM-PFE deactivation and stowage 1,,,,,,
11:35-12:35,CDR,"Physical Exercise (TVIS), Day 2",,,,,,
11:50-12:20,FE-1,DYKHANIE [RESPIRATION]. Experiment setup. Tagup with specialists (asnecessary) (S-band),,,,,,
12:10-13:40,FE-2,Physical Exercise (RED),,,,,,
12:35-13:35,CDR,Crew departure prep,,,,,,
12:40-13:40,FE-1,DYKHANIE [RESPIRATION]. Experiment termination and closeout opsTagup with specialists (as necessary) (S-band),,,,,,
13:35-14:35,CDR,LUNCH,,,,,,
13:40-14:40,"FE-1, FE-2",,,,,,,
14:35-15:00,CDR,"Prep and TV PAO (То= 14:32, Т1,Т2,Т3 activation from СПП)",,,,,,
14:40-15:00,"FE-1, FE-2",Prep and TV PAO,,,,,,
15:00-15:40,CDR,СОЖ Maintenance (On MCC Go Pressurizing Elektron Liquid Unit),,,,,,
15:05-15:15,FE-2,OUM-PFE Laptop power down,,,,,,
15:15-16:50,Hardware Pre-pack for Return on 10A,,,,,,,
15:40-16:40,CDR,Review of R/G with Soyuz ТК-220 stowage layout,,,,,,
15:40-17:10,FE-1,"Physical Exercise (TVIS), Day 2",,,,,,
16:50-17:10,FE-2,IMS update,,,,,,
17:00-18:30,CDR,"Physical Exercise (TVIS), Day 2",,,,,,
17:15-17:40,FE-2,Setting up PHS equipment.,,,,,,
17:15-18:15,FE-1,Review of R/G with Soyuz ТК-220 stowage layout,,,,,,
17:40-18:40,FE-2,Evening work prep,,,,,,
GMT,CREW,ACTIVITY,,,,,,
06:00-06:10,"CDR, FE-1",Morning Inspection,,,,,,
06:00-06:25,FE-2,Nutrition: urine collection and sample insertion into MELFI,,,,,,
06:10-06:40,"CDR, FE-1",Post-sleep,,,,,,
06:25-06:35,FE-2,Morning Inspection,,,,,,
06:35-07:05,Post-sleep,,,,,,,
06:40-07:30,"CDR, FE-1",BREAKFAST,,,,,,
07:05-07:55,FE-2,BREAKFAST,,,,,,
07:30-08:00,FE-1,Prep for Work,,,,,,
07:30-07:45,CDR,Prep for Work,,,,,,
07:45-08:00,Regeneration of БМП Absorption Cartridge Ф1 (start),,,,,,,
07:55-08:00,FE-2,Prep for Work,,,,,,
08:00-08:15,,Daily Planning Conference (S-band),,,,,,
08:15-08:35,CDR,24-hour ECG (termination),,,,,,
08:15-08:45,FE-2,Prep for Work,,,,,,
08:15-08:30,FE-1,ИПД air sampling for CO in SM,,,,,,
08:30-08:55,SM and FGB air sampling using АК-1М sampler,,,,,,,
08:35-09:20,CDR,Sampling condensate water [КАВ] to drink bags from СРВ-К2М upstream ofGas-Liquid Mixture Filter (ФГС),,,,,,
08:45-09:45,FE-2,Physical Exercise (CEVIS),,,,,,
08:55-09:25,FE-1,СВО-ЗВ water sampling to Russian drink bags,,,,,,
09:20-10:20,CDR,Crew departure prep,,,,,,
09:25-10:05,FE-1,БРП-М water sampling to drink bags,,,,,,
09:45-11:15,FE-2,Physical Exercise (RED),,,,,,
10:05-10:25,FE-1,БРП-М water sampling to sampling containers [ЕДП],,,,,,
10:25-11:25,"CDR, FE-1(assistance)",LBNP Exercise (PRELIMINARY). (То=10:54) Tagup with specialists (VHF),,,,,,
11:15-11:35,FE-2,NUTR. Stowing urine sampling kit,,,,,,
11:25-11:55,FE-1,Copying data from RSE1 Laptop to return disk,,,,,,
11:35-11:40,FE-2,Payload status check,,,,,,
11:40-13:40,Hardware Pre-pack for Return on Shuttle flight 10A,,,,,,,
11:55-12:55,"FE-1, CDR(assistance)",LBNP Exercise (PRELIMINARY). (То=12:26) Tagup with specialists (VHF),,,,,,
12:55-13:25,FE-1,Copying data from RSE1 Laptop to return disk,,,,,,
13:25-14:05,СОЖ Maintenance,,,,,,,
14:15-15:15,.,LUNCH,,,,,,
15:15-16:15,FE-1,Equipment pre-pack for return or disposal on Soyuz 220,,,,,,
15:15-15:45,CDR,Transfer data from RSK1 Laptop to return disk,,,,,,
15:15-15:20,FE-2,Connect DCP power cable,,,,,,
15:20-16:00,System config for TV downlink via Ku-band (set up for docking),,,,,,,
GMT,,CREW,,ACTIVITY,,,,
07:30-07:40,,"ISS15, FE-1-16",,Morning Inspection,,,,
,07:30-08:00,,SFPVC,,Post-sleep,,,
07:30-07:50,,CDR-16,,NUTRITION. Urine collection.,,,,
07:40-08:10,,"ISS15, FE-1-16",,Post-sleep,,,,
07:50-07:55,,CDR-16,,NUTRITION. Urine Sample Insertion into MELFI,,,,
07:55-08:15,,,NUTRITION. Stowage of urine collection equipment,,,,,
,08:00-08:50,,SFPVC,,BREAKFAS,,,
08:10-08:50,,ISS-15,,BREAKFAST,,,,
08:10-08:30,,FE-1-16,,,,,,
08:15-08:50,,CDR-16,,Post-sleep,,,,
08:30-08:50,,FE-1-16,,P-KINASE. Transfer of 8 containers to BIOKIT5 kit in Soyuz,,,,
08:50-09:05,,,,Daily Planning Conference (S-band),,,,
09:05-09:50,,CDR-16,,BREAKFAST,,,,
09:05-09:35,,FE-1-16,,,,,,
09:05-09:15,,ISS15,,,,,,
09:15-09:45,,CDR,,Prep for Work,,,,
09:15-10:10,,FE-2,,CCISS - equipment set up,,,,
09:15-09:25,,FE-1,,Prep for Work,,,,
09:25-15:00,,,Stow return equipment in Soyuz,,,,,
09:35-09:45,,FE-1-16,,Prep for Work,,,,
09:45-09:55,,,CONJUGATION. Replace cold packs in Biocont-Т,,,,,
09:45-10:00,,CDR,,REGENERATION. Transfer hardware to Soyuz,,,,
09:50-10:05,,CDR-16,,CCISS - Operator assistance,,,,
10:00-10:30,,CDR,,STATOKONIA. Kit transfer to Soyuz,,,,
10:05-13:05,,CDR-16,,Installation of EWIS antenna data cable,,,,
10:10-10:30,,FE-2,,CCISS - data collection,,,,
10:30-10:55,,,CCISS-hardware stowage,,,,,
11:00-12:00,,FE-1-16,,Physical Exercise (RED),,,,
11:35-11:50,,FE-2,,Private Psychological Conference (Ku + S-band),,,,
12:00-12:20,,,IMS Update,,,,,
12:25-12:40,,,Private family conference (Ku + S-band),,,,,
12:40-13:20,,,СОЖ Maintenance,,,,,
,13:00-13:10,,SFPVC,,Tagup with Consultant Team via VHF1,,,
13:05-13:55,,CDR-16,,E15 to E16 Crew Handover,,,,
13:05-14:05,,"CDR, FE-1-16",,,,,,
13:45-15:00,,FE-2,,Physical Exercise (RED),,,,
13:55-14:55,,CDR-16,,Physical Exercise (CEVIS),,,,
,,,,CELLS IN SPACE. Removal of FPA containers from behind SM panel,,,,
,14:00-14:10,,,,,,,
,,,,229A and transfer,,,,
,,,,,,,,
GMT,CREW,ACTIVITY,,,,,,
06:00-06:10,,Morning inspection,,,,,,
06:10-06:40,Post-sleep,,,,,,,
06:40-07:30,BREAKFAST,,,,,,,
07:30-07:45,Daily Planning Conference (S-band),,,,,,,
07:45-08:45,FE-2,Physical Exercise (TVIS),,,,,,
07:45-08:00,"CDR, FE-1",Prep for Work,,,,,,
08:00-08:30,CDR,Equipment pre-pack for return and disposal on Soyuz 220,,,,,,
08:00-09:30,FE-1,,,,,,,
08:30-09:30,CDR,Crew departure prep,,,,,,
08:45-10:15,FE-2,Physical Exercise (RED),,,,,,
09:30-10:10,FE-1,СОЖ Maintenance,,,,,,
09:30-10:30,CDR,RELAXATION. Equipment setup. Tagup with specialists (S-band),,,,,,
10:10-10:25,FE-1,ИК0501Gas Analyzer O2 Reading Adjustment. Tagup with specialists (S-band),,,,,,
10:15-11:15,FE-2,RED cable replacement,,,,,,
10:30-11:30,"CDR, FE-1пом",LBNP Exercise (PRELIMINARY). Tagup with specialists,,,,,,
11:15-12:00,FE-2,On-orbit calibration of RED,,,,,,
11:30-12:30,FE-1,LUNCH,,,,,,
12:00-13:00,"CDR, FE-2",LUNCH,,,,,,
12:40-13:40,FE-1,Crew departure prep,,,,,,
13:00-13:20,FE-2,Oxygen Generator System (OGS) - prep for activation,,,,,,
13:20-14:00,FE-2,Oxygen Generation System (OGS) Velcro Removal,,,,,,
13:40-14:40,"FE-1, CDRпом",Orthostatic stability evaluation with LBNP. Tagup with specialists (S-band),,,,,,
14:00-14:20,FE-2,Oxygen Generation System (OGS) Water Delivery System (WDS) Activation,,,,,,
14:20-14:55,FE-2,Sound Level Meter (SLM) Oxygen Generation System (OGS) Activation andCheckout Part 1,,,,,,
14:55-15:10,CDR,Private Medical Conference (S-band),,,,,,
14:55-15:25,FE-2,Hardware Pre-pack for Return on 10A,,,,,,
15:20-15:55,FE-1,"Prep for TV PAO “Open Lesson from Space” (То = 15:20, Т1, Т2, Т3 activationfrom СПП)",,,,,,
15:25-15:55,"CDR, FE-2",,,,,,,
15:55-16:15,CDR,IMS update,,,,,,
15:55-16:45,FE-2,Hardware Pre-pack for Return on 10A,,,,,,
16:15-17:15,"FE-1, CDRпом",LBNP Exercise (PRELIMINARY). Tagup with specialists (S-band),,,,,,
16:45-16:50,FE-2,LAB Window Shutter Closure,,,,,,
16:50-17:25,Evening work prep,,,,,,,
17:15-18:00,FE-1,Evening work prep,,,,,,
GMT,,CREW,,ACTIVITY,,,,
04:40-04:50,,,,Morning inspection,,,,
04:50-05:15,,,,Post-sleep,,,,
05:15-06:10,,,,BREAKFAST,,,,
06:10-06:25,,,,Prep for Work,,,,
06:25-06:40,,,,Daily Planning Conference (S-band),,,,
06:40-07:10,,FE-2,,DCS 760 camera rotate for EVA,,,,
06:40-07:40,,"FE-2-16,CDR",,Pre-EVA5 EMU sizing,,,,
06:40-06:55,,FE-1,,Verify ИП-1 sensor installation,,,,
06:55-07:55,,FE-1,,Crew Familiarization with ISS,,,,
07:10-07:25,,FE-2,,EVA flash photo downlink,,,,
07:25-07:40,,FE-2,,Questionnaire - journal entry,,,,
07:40-07:45,,CDR,,Payload status check,,,,
07:40-07:55,,"FE-2-16,FE-2",,P6 Unberth,,,,
07:50-08:40,,"FE-2,FE-2-16",,SSRMS config prior to MT relocation,,,,
07:55-08:55,,FE-1,,Physical Exercise (TVIS) Day 4,,,,
08:10-09:40,,CDR,,Physical Exercise (CEVIS),,,,
08:40-09:40,,FE-2,,Physical Exercise (TVIS),,,,
08:40-09:40,,FE-2-16,,ISS Crew Adaptation,,,,
08:55-09:05,,FE-1,,Payload synchronization unit (БСПН). Time synch. Tag-up with specialists.,,,,
09:05-09:25,,FE-1,,Test activation of Atmosphere Purification System Emergency Vacuum Valves[АВК СОА],,,,
09:25-09:40,,FE-1,,"Replacement of СО2 Filter Unit (БФ) (inst No 066, b/c 001538R СМ1РО_449_1bag III-1 248-22)",,,,
09:40-10:00,,FE-1,,Private Family Conference (S + Ku-band),,,,
